ticker,entry_price,exit_price,quantity,pnl,pnl_pct,reason,entry_time,exit_time,peak_profit_pct,tier,scales_done,path,scale_profile
AEHL,1.145,1.127825,10,-0.17,-1.5,HARD_STOP,08:36:25 AM ET,08:36:25 AM ET,0.0,1,,P4_BURST,NORMAL
AEHL,1.39,2.2,3,3.9,28.06,FLOOR_BREACH,08:36:25 AM ET,08:36:25 AM ET,88.49,3,FAST4,P4_BURST,NORMAL
AEHL,0.9683,1.01,3,0.42,4.31,FLOOR_BREACH,08:36:25 AM ET,08:36:25 AM ET,19.79,3,FAST4,P4_BURST,NORMAL
AEHL,0.9159,0.9807,4,0.45,4.93,FLOOR_BREACH,08:36:25 AM ET,08:36:25 AM ET,8.71,3,"PCT2,PCT4_AFTER2",P4_BURST,NORMAL
AEHL,1.1,1.0835000000000001,10,-0.16,-1.5,HARD_STOP,08:36:25 AM ET,08:36:25 AM ET,0.0,1,,P4_BURST,NORMAL
AEHL,1.3798,1.359103,10,-0.21,-1.5,HARD_STOP,08:36:25 AM ET,08:36:25 AM ET,0.0,1,,P4_BURST,NORMAL
AEHL,1.23,1.21155,10,-0.18,-1.5,HARD_STOP,08:36:25 AM ET,08:36:25 AM ET,1.63,2,,P4_BURST,NORMAL
AEHL,1.13,1.1130499999999999,10,-0.17,-1.5,HARD_STOP,08:36:26 AM ET,08:36:26 AM ET,0.0,1,,P4_BURST,NORMAL
AEHL,1.2,1.182,10,-0.18,-1.5,HARD_STOP,08:36:26 AM ET,08:36:26 AM ET,0.0,1,,P4_BURST,NORMAL
IREZ,6.23,6.136550000000001,10,-0.93,-1.5,HARD_STOP,08:36:39 AM ET,08:36:39 AM ET,0.0,1,,P4_BURST,NORMAL
MASK,2.7901,2.9999,3,2.66,9.53,FLOOR_BREACH,08:36:40 AM ET,08:36:40 AM ET,10.39,3,FAST4,P4_BURST,NORMAL
MASK,3.2999,3.2903,10,-0.1,-0.29,FLOOR_BREACH,08:36:40 AM ET,08:36:40 AM ET,1.21,2,,P4_BURST,NORMAL
MASK,3.5099,3.4572515,10,-0.53,-1.5,HARD_STOP,08:36:41 AM ET,08:36:41 AM ET,0.0,1,,P4_BURST,NORMAL
ONEG,1.4606,1.46,10,-0.01,-0.04,FLOOR_BREACH,08:36:42 AM ET,08:36:42 AM ET,1.88,2,,P4_BURST,NORMAL
RPGL,2.62,2.5807,10,-0.39,-1.5,HARD_STOP,08:36:43 AM ET,08:36:43 AM ET,0.0,1,,P4_BURST,NORMAL
RPGL,1.1295,1.1125574999999999,10,-0.17,-1.5,HARD_STOP,08:36:44 AM ET,08:36:44 AM ET,0.0,1,,P4_BURST,NORMAL
AEHL,1.22,1.2017,5,0.11,0.88,HARD_STOP,08:36:53 AM ET,08:36:53 AM ET,4.06,3,PCT2,P4_BURST,NORMAL
AIIO,1.145,1.1301,10,-0.15,-1.3,STOCHK_TIER1,08:36:55 AM ET,08:36:55 AM ET,0.0,1,,P4_BURST,NORMAL
AMBO,3.8511,3.9,5,0.74,1.92,FLOOR_BREACH,08:36:57 AM ET,08:36:57 AM ET,3.09,3,PCT2,P4_BURST,NORMAL
AMBO,3.75,3.69375,10,-0.56,-1.5,HARD_STOP,08:36:57 AM ET,08:36:57 AM ET,0.27,1,,P4_BURST,NORMAL
CLIK,3.98,4.3897,4,2.36,5.93,FLOOR_BREACH,08:36:59 AM ET,08:36:59 AM ET,12.56,3,"PCT2,PCT4_AFTER2",P4_BURST,NORMAL
CLIK,5.095,5.018574999999999,10,-0.76,-1.5,HARD_STOP,08:36:59 AM ET,08:36:59 AM ET,0.0,1,,P4_BURST,NORMAL
CLIK,3.7065,3.6509025,10,-0.56,-1.5,HARD_STOP,08:36:59 AM ET,08:36:59 AM ET,0.0,1,,P4_BURST,NORMAL
CLIK,3.3106,3.260941,10,-0.5,-1.5,HARD_STOP,08:36:59 AM ET,08:36:59 AM ET,0.0,1,,P4_BURST,NORMAL
CLIK,2.1811,2.1483835,10,-0.33,-1.5,HARD_STOP,08:37:00 AM ET,08:37:00 AM ET,1.78,2,,P4_BURST,NORMAL
HTCO,7.6,7.486,10,-1.14,-1.5,HARD_STOP,08:37:18 AM ET,08:37:18 AM ET,0.35,1,,P4_BURST,NORMAL
HTCO,6.8,6.6979999999999995,10,-1.02,-1.5,HARD_STOP,08:37:18 AM ET,08:37:18 AM ET,0.0,1,,P4_BURST,NORMAL
JZXN,1.27,1.25095,10,-0.19,-1.5,HARD_STOP,08:37:19 AM ET,08:37:19 AM ET,0.0,1,,P4_BURST,NORMAL
JZXN,1.318,1.5079,3,1.49,11.31,FLOOR_BREACH,08:37:19 AM ET,08:37:19 AM ET,16.08,3,FAST4,P4_BURST,NORMAL
JZXN,1.325,1.3051249999999999,3,0.47,3.52,HARD_STOP,08:37:19 AM ET,08:37:19 AM ET,5.67,3,FAST4,P4_BURST,NORMAL
JZXN,1.48,1.4578,10,-0.22,-1.5,HARD_STOP,08:37:19 AM ET,08:37:19 AM ET,0.66,1,,P4_BURST,NORMAL
JZXN,1.59,1.5661500000000002,10,-0.24,-1.5,HARD_STOP,08:37:19 AM ET,08:37:19 AM ET,0.0,1,,P4_BURST,NORMAL
JZXN,1.68,1.8212,4,1.03,6.15,FLOOR_BREACH,08:37:19 AM ET,08:37:19 AM ET,10.05,3,"PCT2,PCT4_AFTER2",P4_BURST,NORMAL
JZXN,1.62,1.5957000000000001,10,-0.24,-1.5,HARD_STOP,08:37:19 AM ET,08:37:19 AM ET,0.0,1,,P4_BURST,NORMAL
ODYS,10.81,10.64785,10,-1.62,-1.5,HARD_STOP,08:37:21 AM ET,08:37:21 AM ET,0.0,1,,P4_BURST,NORMAL
ODYS,7.29,7.18065,10,-1.09,-1.5,HARD_STOP,08:37:21 AM ET,08:37:21 AM ET,0.0,1,,P4_BURST,NORMAL
PMAX,3.13,3.08305,10,-0.47,-1.5,HARD_STOP,08:37:24 AM ET,08:37:24 AM ET,0.0,1,,P4_BURST,NORMAL
PRSO,1.5477,1.5244845,10,-0.23,-1.5,HARD_STOP,08:37:26 AM ET,08:37:26 AM ET,0.0,1,,P4_BURST,NORMAL
WOK,0.35,0.3873,3,0.67,19.2,FLOOR_BREACH,08:37:28 AM ET,08:37:28 AM ET,22.86,3,FAST4,P4_BURST,NORMAL
WOK,0.61,0.69,3,1.5,24.59,FLOOR_BREACH,08:37:28 AM ET,08:37:28 AM ET,36.8,3,FAST4,P4_BURST,NORMAL
WOK,0.984,0.96924,10,-0.15,-1.5,HARD_STOP,08:37:28 AM ET,08:37:28 AM ET,0.0,1,,P4_BURST,NORMAL
WOK,0.9927,0.9778095,10,-0.15,-1.5,HARD_STOP,08:37:28 AM ET,08:37:28 AM ET,0.0,1,,P4_BURST,NORMAL
WOK,0.8176,0.8053359999999999,10,-0.12,-1.5,HARD_STOP,08:37:29 AM ET,08:37:29 AM ET,3.96,3,,P4_BURST,NORMAL
WOK,0.9426,0.928461,10,-0.14,-1.5,HARD_STOP,08:37:29 AM ET,08:37:29 AM ET,0.0,1,,P4_BURST,NORMAL
WOK,1.0001,1.0401,3,0.61,6.09,FLOOR_BREACH,08:37:29 AM ET,08:37:29 AM ET,8.21,3,FAST4,P4_BURST,NORMAL
WOK,1.3999,1.3789015,4,0.28,1.98,HARD_STOP,08:37:29 AM ET,08:37:29 AM ET,7.86,3,"PCT2,PCT4_AFTER2",P4_BURST,NORMAL
WOK,1.375,1.3543749999999999,10,-0.21,-1.5,HARD_STOP,08:37:29 AM ET,08:37:29 AM ET,1.72,2,,P4_BURST,NORMAL
WOK,1.7099,1.6842515,10,-0.26,-1.5,HARD_STOP,08:37:29 AM ET,08:37:29 AM ET,0.0,1,,P4_BURST,NORMAL
WOK,1.77,1.74345,10,-0.27,-1.5,HARD_STOP,08:37:30 AM ET,08:37:30 AM ET,0.0,1,,P4_BURST,NORMAL
WOK,1.8001,1.852,3,0.89,4.94,FLOOR_BREACH,08:37:30 AM ET,08:37:30 AM ET,7.77,3,FAST4,P4_BURST,NORMAL
WOK,2.165,2.16,3,0.83,3.81,FLOOR_BREACH,08:37:30 AM ET,08:37:30 AM ET,5.54,3,FAST4,P4_BURST,NORMAL
WOK,3.3899,3.3390515,10,-0.51,-1.5,HARD_STOP,08:37:30 AM ET,08:37:30 AM ET,0.0,1,,P4_BURST,NORMAL
WOK,3.92,3.8611999999999997,10,-0.59,-1.5,HARD_STOP,08:37:31 AM ET,08:37:31 AM ET,0.0,1,,P4_BURST,NORMAL
WOK,2.7003,2.6597955,10,-0.41,-1.5,HARD_STOP,08:37:31 AM ET,08:37:31 AM ET,0.0,1,,P4_BURST,NORMAL
WOK,2.4401,2.409,5,0.19,0.8,FLOOR_BREACH,08:37:33 AM ET,08:37:33 AM ET,2.86,2,PCT2,P4_BURST,NORMAL
AEHL,1.5199,1.4971015,10,-0.23,-1.5,HARD_STOP,08:37:38 AM ET,08:37:38 AM ET,0.01,1,,P4_BURST,NORMAL
AEHL,2.12,2.22,4,0.89,4.2,FLOOR_BREACH,08:37:38 AM ET,08:37:38 AM ET,7.59,3,"PCT2,PCT4_AFTER2",P4_BURST,NORMAL
AEHL,2.349,2.313765,10,-0.35,-1.5,HARD_STOP,08:37:38 AM ET,08:37:38 AM ET,0.0,1,,P4_BURST,NORMAL
AIIO,1.4808,1.4585879999999998,10,-0.22,-1.5,HARD_STOP,08:37:47 AM ET,08:37:47 AM ET,0.0,1,,P4_BURST,NORMAL
AIIO,1.3275,1.3075875,10,-0.2,-1.5,HARD_STOP,08:37:49 AM ET,08:37:49 AM ET,0.19,1,,P4_BURST,NORMAL
AMBO,2.25,2.21625,10,-0.34,-1.5,HARD_STOP,08:37:59 AM ET,08:37:59 AM ET,0.0,1,,P4_BURST,NORMAL
BZFD,1.45,1.44,10,-0.1,-0.69,FLOOR_BREACH,08:38:07 AM ET,08:38:07 AM ET,1.41,2,,P4_BURST,NORMAL
CGTL,0.69,0.67965,10,-0.1,-1.5,HARD_STOP,08:38:24 AM ET,08:38:24 AM ET,0.0,1,,P4_BURST,NORMAL
CGTL,0.80965,0.7975052499999999,10,-0.12,-1.5,HARD_STOP,08:38:24 AM ET,08:38:24 AM ET,0.0,1,,P4_BURST,NORMAL
CGTL,0.7485,0.7372725,10,-0.11,-1.5,HARD_STOP,08:38:24 AM ET,08:38:24 AM ET,0.0,1,,P4_BURST,NORMAL
CGTL,0.8657,0.8527145,10,-0.13,-1.5,HARD_STOP,08:38:24 AM ET,08:38:24 AM ET,0.0,1,,P4_BURST,NORMAL
CGTL,0.928,0.91408,10,-0.14,-1.5,HARD_STOP,08:38:25 AM ET,08:38:25 AM ET,6.44,3,,P4_BURST,NORMAL
CGTL,1.0701,1.0540485,5,0.07,0.65,HARD_STOP,08:38:25 AM ET,08:38:25 AM ET,2.79,2,PCT2,P4_BURST,NORMAL
CGTL,1.1013,1.0847805,10,-0.17,-1.5,HARD_STOP,08:38:25 AM ET,08:38:25 AM ET,0.0,1,,P4_BURST,NORMAL
CGTL,0.9651,0.9506235,10,-0.14,-1.5,HARD_STOP,08:38:25 AM ET,08:38:25 AM ET,0.0,1,,P4_BURST,NORMAL
ELPW,3.17,3.1224499999999997,10,-0.48,-1.5,HARD_STOP,08:38:30 AM ET,08:38:30 AM ET,0.0,1,,P4_BURST,NORMAL
FCHL,1.9803,1.9505955,10,-0.3,-1.5,HARD_STOP,08:38:35 AM ET,08:38:35 AM ET,0.0,1,,P4_BURST,NORMAL
SOBR,2.07,2.03895,10,-0.31,-1.5,HARD_STOP,08:39:08 AM ET,08:39:08 AM ET,0.0,1,,P4_BURST,NORMAL
SOBR,2.27,2.23595,10,-0.34,-1.5,HARD_STOP,08:39:08 AM ET,08:39:08 AM ET,0.0,1,,P4_BURST,NORMAL
SST,3.8,3.743,10,-0.57,-1.5,HARD_STOP,08:39:11 AM ET,08:39:11 AM ET,0.0,1,,P4_BURST,NORMAL
STAK,1.5799,1.6501,3,0.7,4.44,FLOOR_BREACH,08:39:13 AM ET,08:39:13 AM ET,6.27,3,FAST4,P4_BURST,NORMAL
STAK,1.97,2.03,4,0.6,3.05,FLOOR_BREACH,08:39:14 AM ET,08:39:14 AM ET,5.58,3,"PCT2,PCT4_AFTER2",P4_BURST,NORMAL
TDIC,1.66,1.655,10,-0.05,-0.3,STOCHK_TIER1,08:39:19 AM ET,08:39:19 AM ET,0.6,1,,P4_BURST,NORMAL
TDIC,1.7201,1.87,4,0.91,5.28,FLOOR_BREACH,08:39:19 AM ET,08:39:19 AM ET,17.73,3,"PCT2,PCT4_AFTER2",P4_BURST,NORMAL
TDIC,1.6601,1.7601,3,1.24,7.5,FLOOR_BREACH,08:39:19 AM ET,08:39:19 AM ET,10.84,3,FAST4,P4_BURST,NORMAL
TDIC,1.7699,1.7433515,10,-0.27,-1.5,HARD_STOP,08:39:21 AM ET,08:39:21 AM ET,0.0,1,,P4_BURST,NORMAL
TDIC,2.035,2.0044750000000002,10,-0.31,-1.5,HARD_STOP,08:39:21 AM ET,08:39:21 AM ET,0.74,1,,P4_BURST,NORMAL
TDIC,2.1336,2.101596,10,-0.32,-1.5,HARD_STOP,08:39:21 AM ET,08:39:21 AM ET,0.0,1,,P4_BURST,NORMAL
AEHL,1.145,1.127825,10,-0.17,-1.5,HARD_STOP,08:39:24 AM ET,08:39:24 AM ET,0.0,1,,P4_BURST,NORMAL
AEHL,1.39,2.2,3,3.9,28.06,FLOOR_BREACH,08:39:24 AM ET,08:39:24 AM ET,88.49,3,FAST4,P4_BURST,NORMAL
AEHL,0.9683,1.01,3,0.42,4.31,FLOOR_BREACH,08:39:24 AM ET,08:39:24 AM ET,19.79,3,FAST4,P4_BURST,NORMAL
TDIC,2.17,2.13745,10,-0.33,-1.5,HARD_STOP,08:39:25 AM ET,08:39:25 AM ET,0.0,1,,P4_BURST,NORMAL
AEHL,0.9159,0.9807,4,0.45,4.93,FLOOR_BREACH,08:39:25 AM ET,08:39:25 AM ET,8.71,3,"PCT2,PCT4_AFTER2",P4_BURST,NORMAL
AEHL,1.1,1.0835000000000001,10,-0.16,-1.5,HARD_STOP,08:39:25 AM ET,08:39:25 AM ET,0.0,1,,P4_BURST,NORMAL
AEHL,1.3798,1.359103,10,-0.21,-1.5,HARD_STOP,08:39:25 AM ET,08:39:25 AM ET,0.0,1,,P4_BURST,NORMAL
TDIC,2.25,2.22,10,-0.3,-1.33,STOCHK_TIER1,08:39:25 AM ET,08:39:26 AM ET,0.89,1,,P4_BURST,NORMAL
AEHL,1.23,1.21155,10,-0.18,-1.5,HARD_STOP,08:39:26 AM ET,08:39:26 AM ET,1.63,2,,P4_BURST,NORMAL
TDIC,2.53,2.49205,10,-0.38,-1.5,HARD_STOP,08:39:27 AM ET,08:39:27 AM ET,0.0,1,,P4_BURST,NORMAL
AEHL,1.13,1.1130499999999999,10,-0.17,-1.5,HARD_STOP,08:39:27 AM ET,08:39:27 AM ET,0.0,1,,P4_BURST,NORMAL
AEHL,1.2,1.182,10,-0.18,-1.5,HARD_STOP,08:39:27 AM ET,08:39:27 AM ET,0.0,1,,P4_BURST,NORMAL
TDIC,2.5099,2.4722515,10,-0.38,-1.5,HARD_STOP,08:39:29 AM ET,08:39:29 AM ET,0.0,1,,P4_BURST,NORMAL
TDIC,2.6299,2.5904515,10,-0.39,-1.5,HARD_STOP,08:39:29 AM ET,08:39:29 AM ET,1.14,2,,P4_BURST,NORMAL
TDIC,2.39,2.35415,10,-0.36,-1.5,HARD_STOP,08:39:31 AM ET,08:39:31 AM ET,0.0,1,,P4_BURST,NORMAL
TDIC,2.6,2.561,10,-0.39,-1.5,HARD_STOP,08:39:33 AM ET,08:39:33 AM ET,0.0,1,,P4_BURST,NORMAL
TDIC,3.5297,3.5992,5,0.75,2.13,MACD_BEAR_T2,08:39:33 AM ET,08:39:33 AM ET,2.84,2,PCT2,P4_BURST,NORMAL
IREZ,6.23,6.136550000000001,10,-0.93,-1.5,HARD_STOP,08:39:49 AM ET,08:39:49 AM ET,0.0,1,,P4_BURST,NORMAL
MASK,2.7901,2.9999,3,2.66,9.53,FLOOR_BREACH,08:39:51 AM ET,08:39:51 AM ET,10.39,3,FAST4,P4_BURST,NORMAL
MASK,3.2999,3.2903,10,-0.1,-0.29,FLOOR_BREACH,08:39:51 AM ET,08:39:51 AM ET,1.21,2,,P4_BURST,NORMAL
MASK,3.5099,3.4572515,10,-0.53,-1.5,HARD_STOP,08:39:52 AM ET,08:39:52 AM ET,0.0,1,,P4_BURST,NORMAL
BZFD,1.32,1.3002,10,-0.2,-1.5,HARD_STOP,08:39:53 AM ET,08:39:53 AM ET,0.0,1,,P4_BURST,NORMAL
ONEG,1.4606,1.46,10,-0.01,-0.04,FLOOR_BREACH,08:39:54 AM ET,08:39:54 AM ET,1.88,2,,P4_BURST,NORMAL
RPGL,2.62,2.5807,10,-0.39,-1.5,HARD_STOP,08:39:57 AM ET,08:39:57 AM ET,0.0,1,,P4_BURST,NORMAL
RPGL,1.1295,1.1125574999999999,10,-0.17,-1.5,HARD_STOP,08:39:57 AM ET,08:39:57 AM ET,0.0,1,,P4_BURST,NORMAL
AEHL,1.22,1.2017,5,0.11,0.88,HARD_STOP,08:40:11 AM ET,08:40:11 AM ET,4.06,3,PCT2,P4_BURST,NORMAL
AIIO,1.145,1.1301,10,-0.15,-1.3,STOCHK_TIER1,08:40:13 AM ET,08:40:13 AM ET,0.0,1,,P4_BURST,NORMAL
AMBO,3.8511,3.9,5,0.74,1.92,FLOOR_BREACH,08:40:17 AM ET,08:40:17 AM ET,3.09,3,PCT2,P4_BURST,NORMAL
AMBO,3.75,3.69375,10,-0.56,-1.5,HARD_STOP,08:40:17 AM ET,08:40:17 AM ET,0.27,1,,P4_BURST,NORMAL
CLIK,3.98,4.3897,4,2.36,5.93,FLOOR_BREACH,08:40:19 AM ET,08:40:19 AM ET,12.56,3,"PCT2,PCT4_AFTER2",P4_BURST,NORMAL
CLIK,5.095,5.018574999999999,10,-0.76,-1.5,HARD_STOP,08:40:19 AM ET,08:40:19 AM ET,0.0,1,,P4_BURST,NORMAL
CLIK,3.7065,3.6509025,10,-0.56,-1.5,HARD_STOP,08:40:19 AM ET,08:40:19 AM ET,0.0,1,,P4_BURST,NORMAL
CLIK,3.3106,3.260941,10,-0.5,-1.5,HARD_STOP,08:40:19 AM ET,08:40:19 AM ET,0.0,1,,P4_BURST,NORMAL
CLIK,2.1811,2.1483835,10,-0.33,-1.5,HARD_STOP,08:40:21 AM ET,08:40:21 AM ET,1.78,2,,P4_BURST,NORMAL
OCG,2.5,2.5,10,0.0,0.0,EOD_CLOSE,08:40:32 AM ET,08:40:32 AM ET,0.0,1,,P4_BURST,NORMAL
HTCO,7.6,7.486,10,-1.14,-1.5,HARD_STOP,08:40:46 AM ET,08:40:46 AM ET,0.35,1,,P4_BURST,NORMAL
HTCO,6.8,6.6979999999999995,10,-1.02,-1.5,HARD_STOP,08:40:46 AM ET,08:40:46 AM ET,0.0,1,,P4_BURST,NORMAL
JZXN,1.27,1.25095,10,-0.19,-1.5,HARD_STOP,08:40:47 AM ET,08:40:47 AM ET,0.0,1,,P4_BURST,NORMAL
JZXN,1.318,1.5079,3,1.49,11.31,FLOOR_BREACH,08:40:47 AM ET,08:40:47 AM ET,16.08,3,FAST4,P4_BURST,NORMAL
JZXN,1.325,1.3051249999999999,3,0.47,3.52,HARD_STOP,08:40:47 AM ET,08:40:47 AM ET,5.67,3,FAST4,P4_BURST,NORMAL
JZXN,1.48,1.4578,10,-0.22,-1.5,HARD_STOP,08:40:47 AM ET,08:40:47 AM ET,0.66,1,,P4_BURST,NORMAL
JZXN,1.59,1.5661500000000002,10,-0.24,-1.5,HARD_STOP,08:40:48 AM ET,08:40:48 AM ET,0.0,1,,P4_BURST,NORMAL
JZXN,1.68,1.8212,4,1.03,6.15,FLOOR_BREACH,08:40:48 AM ET,08:40:48 AM ET,10.05,3,"PCT2,PCT4_AFTER2",P4_BURST,NORMAL
JZXN,1.62,1.5957000000000001,10,-0.24,-1.5,HARD_STOP,08:40:48 AM ET,08:40:48 AM ET,0.0,1,,P4_BURST,NORMAL
ODYS,10.81,10.64785,10,-1.62,-1.5,HARD_STOP,08:40:51 AM ET,08:40:51 AM ET,0.0,1,,P4_BURST,NORMAL
ODYS,7.29,7.18065,10,-1.09,-1.5,HARD_STOP,08:40:51 AM ET,08:40:51 AM ET,0.0,1,,P4_BURST,NORMAL
STAK,3.22,3.1717,10,-0.48,-1.5,HARD_STOP,08:40:53 AM ET,08:40:53 AM ET,0.0,1,,P4_BURST,NORMAL
STAK,4.6,4.531,10,-0.69,-1.5,HARD_STOP,08:40:54 AM ET,08:40:54 AM ET,0.0,1,,P4_BURST,NORMAL
PMAX,3.13,3.08305,10,-0.47,-1.5,HARD_STOP,08:40:56 AM ET,08:40:56 AM ET,0.0,1,,P4_BURST,NORMAL
PRSO,1.5477,1.5244845,10,-0.23,-1.5,HARD_STOP,08:40:58 AM ET,08:40:58 AM ET,0.0,1,,P4_BURST,NORMAL
AEHL,5.0,4.925,10,-0.75,-1.5,HARD_STOP,08:41:00 AM ET,08:41:00 AM ET,0.0,1,,P4_BURST,NORMAL
WOK,0.35,0.3873,3,0.67,19.2,FLOOR_BREACH,08:41:01 AM ET,08:41:01 AM ET,22.86,3,FAST4,P4_BURST,NORMAL
WOK,0.61,0.69,3,1.5,24.59,FLOOR_BREACH,08:41:01 AM ET,08:41:01 AM ET,36.8,3,FAST4,P4_BURST,NORMAL
WOK,0.984,0.96924,10,-0.15,-1.5,HARD_STOP,08:41:01 AM ET,08:41:01 AM ET,0.0,1,,P4_BURST,NORMAL
WOK,0.9927,0.9778095,10,-0.15,-1.5,HARD_STOP,08:41:02 AM ET,08:41:02 AM ET,0.0,1,,P4_BURST,NORMAL
WOK,0.8176,0.8053359999999999,10,-0.12,-1.5,HARD_STOP,08:41:02 AM ET,08:41:02 AM ET,3.96,3,,P4_BURST,NORMAL
WOK,0.9426,0.928461,10,-0.14,-1.5,HARD_STOP,08:41:02 AM ET,08:41:02 AM ET,0.0,1,,P4_BURST,NORMAL
WOK,1.0001,1.0401,3,0.61,6.09,FLOOR_BREACH,08:41:02 AM ET,08:41:02 AM ET,8.21,3,FAST4,P4_BURST,NORMAL
WOK,1.3999,1.3789015,4,0.28,1.98,HARD_STOP,08:41:02 AM ET,08:41:02 AM ET,7.86,3,"PCT2,PCT4_AFTER2",P4_BURST,NORMAL
WOK,1.375,1.3543749999999999,10,-0.21,-1.5,HARD_STOP,08:41:03 AM ET,08:41:03 AM ET,1.72,2,,P4_BURST,NORMAL
WOK,1.7099,1.6842515,10,-0.26,-1.5,HARD_STOP,08:41:03 AM ET,08:41:03 AM ET,0.0,1,,P4_BURST,NORMAL
WOK,1.77,1.74345,10,-0.27,-1.5,HARD_STOP,08:41:03 AM ET,08:41:03 AM ET,0.0,1,,P4_BURST,NORMAL
WOK,1.8001,1.852,3,0.89,4.94,FLOOR_BREACH,08:41:04 AM ET,08:41:04 AM ET,7.77,3,FAST4,P4_BURST,NORMAL
WOK,2.165,2.16,3,0.83,3.81,FLOOR_BREACH,08:41:04 AM ET,08:41:04 AM ET,5.54,3,FAST4,P4_BURST,NORMAL
WOK,3.3899,3.3390515,10,-0.51,-1.5,HARD_STOP,08:41:04 AM ET,08:41:04 AM ET,0.0,1,,P4_BURST,NORMAL
WOK,3.92,3.8611999999999997,10,-0.59,-1.5,HARD_STOP,08:41:04 AM ET,08:41:04 AM ET,0.0,1,,P4_BURST,NORMAL
WOK,2.7003,2.6597955,10,-0.41,-1.5,HARD_STOP,08:41:06 AM ET,08:41:06 AM ET,0.0,1,,P4_BURST,NORMAL
BNKK,2.8077,2.7655845,10,-0.42,-1.5,HARD_STOP,08:41:06 AM ET,08:41:06 AM ET,1.86,2,,P4_BURST,NORMAL
WOK,2.4401,2.409,5,0.19,0.8,FLOOR_BREACH,08:41:08 AM ET,08:41:08 AM ET,2.86,2,PCT2,P4_BURST,NORMAL
AEHL,1.5199,1.4971015,10,-0.23,-1.5,HARD_STOP,08:41:13 AM ET,08:41:13 AM ET,0.01,1,,P4_BURST,NORMAL
AEHL,2.12,2.22,4,0.89,4.2,FLOOR_BREACH,08:41:13 AM ET,08:41:13 AM ET,7.59,3,"PCT2,PCT4_AFTER2",P4_BURST,NORMAL
AEHL,2.349,2.313765,10,-0.35,-1.5,HARD_STOP,08:41:13 AM ET,08:41:13 AM ET,0.0,1,,P4_BURST,NORMAL
AIIO,1.4808,1.4585879999999998,10,-0.22,-1.5,HARD_STOP,08:41:26 AM ET,08:41:26 AM ET,0.0,1,,P4_BURST,NORMAL
LESL,2.07,2.0601,10,-0.1,-0.48,FLOOR_BREACH,08:41:26 AM ET,08:41:26 AM ET,1.45,2,,P4_BURST,NORMAL
LESL,2.5,2.4625,10,-0.38,-1.5,HARD_STOP,08:41:26 AM ET,08:41:26 AM ET,0.0,1,,P4_BURST,NORMAL
LESL,2.595,2.5560750000000003,5,0.08,0.31,HARD_STOP,08:41:26 AM ET,08:41:26 AM ET,2.12,2,PCT2,P4_BURST,NORMAL
LESL,3.0737,3.11,3,1.27,4.14,FLOOR_BREACH,08:41:27 AM ET,08:41:27 AM ET,5.41,3,FAST4,P4_BURST,NORMAL
LESL,3.53,3.4770499999999998,10,-0.53,-1.5,HARD_STOP,08:41:27 AM ET,08:41:27 AM ET,0.22,1,,P4_BURST,NORMAL
AIIO,1.3275,1.3075875,10,-0.2,-1.5,HARD_STOP,08:41:27 AM ET,08:41:27 AM ET,0.19,1,,P4_BURST,NORMAL
LESL,3.94,3.94,10,0.0,0.0,FLOOR_BREACH,08:41:27 AM ET,08:41:27 AM ET,1.26,2,,P4_BURST,NORMAL
LNKS,1.8496,1.8496,10,0.0,0.0,EOD_CLOSE,08:41:31 AM ET,08:41:31 AM ET,0.0,1,,P4_BURST,NORMAL
MOBX,3.0787,3.0325195,10,-0.46,-1.5,HARD_STOP,08:41:31 AM ET,08:41:31 AM ET,0.0,1,,P4_BURST,NORMAL
MOBX,3.34,3.84,3,4.51,13.5,FLOOR_BREACH,08:41:31 AM ET,08:41:31 AM ET,20.66,3,FAST4,P4_BURST,NORMAL
MOBX,3.3,3.295,5,0.45,1.36,FLOOR_BREACH,08:41:31 AM ET,08:41:31 AM ET,2.87,2,PCT2,P4_BURST,NORMAL
MOBX,3.3901,3.3392485,10,-0.51,-1.5,HARD_STOP,08:41:32 AM ET,08:41:32 AM ET,0.0,1,,P4_BURST,NORMAL
SNAL,1.54,1.54,10,0.0,0.0,FLOOR_BREACH,08:41:40 AM ET,08:41:40 AM ET,1.95,2,,P4_BURST,NORMAL
SNAL,1.4889,1.4665664999999999,10,-0.22,-1.5,HARD_STOP,08:41:41 AM ET,08:41:41 AM ET,0.0,1,,P4_BURST,NORMAL
SNAL,1.3917,1.3994,4,0.33,2.34,FLOOR_BREACH,08:41:41 AM ET,08:41:41 AM ET,4.19,3,"PCT2,PCT4_AFTER2",P4_BURST,NORMAL
SNAL,1.56,1.5366,5,0.06,0.37,HARD_STOP,08:41:42 AM ET,08:41:42 AM ET,2.24,2,PCT2,P4_BURST,NORMAL
AMBO,2.25,2.21625,10,-0.34,-1.5,HARD_STOP,08:41:43 AM ET,08:41:43 AM ET,0.0,1,,P4_BURST,NORMAL
STAK,1.49,1.46765,10,-0.22,-1.5,HARD_STOP,08:41:50 AM ET,08:41:50 AM ET,0.0,1,,P4_BURST,NORMAL
TDIC,17.2,17.2,10,0.0,0.0,EOD_CLOSE,08:41:53 AM ET,08:41:53 AM ET,0.0,1,,P4_BURST,NORMAL
BZFD,1.45,1.44,10,-0.1,-0.69,FLOOR_BREACH,08:41:53 AM ET,08:41:53 AM ET,1.41,2,,P4_BURST,NORMAL
