day,symbol,break_number,opening_high,break_minute_et,atr_0930,atr_entry,body_pct,volume_ratio,macd_bullish,rsi_bullish,stoch_bullish,red_0925_0929,efficiency,reversals,status,reasons,qualification
2026-09-02,PPBT,5,2.46000000,09:34,LONG,LONG,0.6818181818181818181818181818,3.840773989906085007557993451,False,False,False,2,0.1489361702127659574468085106,2,REJECT,R2 RED_BREAK_BAR; R3 STACK_DISAGREES; R6 CHOPPY,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-02,PPBT,6,2.46000000,09:44,LONG,SHORT,0.181875,2.244554909081196345265890666,True,False,False,2,0.7565872020075282308657465496,1,REJECT,R1 ATR_NOT_CONTINUOUSLY_LONG; R2 RED_BREAK_BAR; R3 STACK_DISAGREES; R4 BODY_LT_45PCT,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-02,LHAI,1,1.26000000,09:58,LONG,SHORT,0.4611239414934565050038491147,6.083684457306154672214443347,True,True,False,3,0.75,2,REJECT,R1 ATR_NOT_CONTINUOUSLY_LONG; R3 STACK_DISAGREES,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-03,GELS,1,1.02000000,09:30,LONG,LONG,0.772,17.41976738834317318963128203,True,True,True,4,0.4957020057306590257879656160,2,REJECT,R5 FOUR_OF_FIVE_RED,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-03,MIMI,1,1.17000000,09:30,LONG,LONG,0.7276923076923076923076923077,,False,False,False,1,0.1326352530541012216404886562,1,UNANSWERABLE,R2 RED_BREAK_BAR; UNANSWERABLE STACK_WARMUP; R6 CHOPPY,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-03,GELS,2,1.02000000,09:31,LONG,LONG,0.8468078013002167027837972995,6.755794751429821318744824313,False,False,False,4,0.2922201138519924098671726755,2,REJECT,R2 RED_BREAK_BAR; R3 STACK_DISAGREES; R5 FOUR_OF_FIVE_RED; R6 CHOPPY,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-03,GELS,3,1.02000000,09:34,LONG,LONG,0.4236189158813867035532117230,2.774880204523859977715648946,True,True,True,4,0.2407862407862407862407862408,1,REJECT,R4 BODY_LT_45PCT; R5 FOUR_OF_FIVE_RED; R6 CHOPPY,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-03,GELS,4,1.02000000,09:35,LONG,LONG,0.3759398496240601503759398496,1.921495962967770066079567758,False,False,False,4,0.5073170731707317073170731707,1,REJECT,R2 RED_BREAK_BAR; R3 STACK_DISAGREES; R4 BODY_LT_45PCT; R5 FOUR_OF_FIVE_RED,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-03,GELS,5,1.02000000,09:36,LONG,LONG,0.6666666666666666666666666667,1.809975202472423439160548722,True,True,True,4,0.6813829871133614094859540371,2,REJECT,R5 FOUR_OF_FIVE_RED,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-03,GELS,6,1.02000000,09:37,LONG,LONG,0.09181818181818181818181818182,15.59632988214286766318530518,True,False,False,4,0.3366174055829228243021346470,3,REJECT,R2 RED_BREAK_BAR; R3 STACK_DISAGREES; R4 BODY_LT_45PCT; R5 FOUR_OF_FIVE_RED; R6 CHOPPY,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
