day,symbol,group,entry_time_et,entry_price,entry_source,first_five_at_et,first_five_bid,pullback_reference_bid,pullback_started_at_et,pullback_giveback_points,pullback_giveback_pct,pullback_trough_at_et,recovered_at_et,pullback_duration_seconds,came_back,halt_count,gradable,gradability_reason,rule,armed_at_et,exit_at_et,exit_price,return_pct,flat_return_pct,difference_vs_flat,price_at_1000,price_at_1000_time_et,qualification
2026-08-31,AEHL,PRIMARY,09:30:13,6.76,FROZEN FROM OPERATOR-APPROVED ROW,09:30:35,7.110000,7.120000,09:30:35,0.147928994082840236686390600,-0.1404494382022471910112359600,09:30:35,09:30:35,0.008331,True,1,True,,TOUCH-F4-T3,09:30:35,09:30:36,7.030000,3.994082840236686390532544400,5.177514792899408284023668600,-1.183431952662721893491124200,6.090000,10:00:00,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,AEHL,PRIMARY,09:30:13,6.76,FROZEN FROM OPERATOR-APPROVED ROW,09:30:35,7.110000,7.120000,09:30:35,0.147928994082840236686390600,-0.1404494382022471910112359600,09:30:35,09:30:35,0.008331,True,1,True,,MINUTE_CLOSE-F3-T5,09:31:00,09:31:04,6.960000,2.958579881656804733727810700,5.177514792899408284023668600,-2.218934911242603550295857900,6.090000,10:00:00,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,AEHL,PRIMARY,09:30:13,6.76,FROZEN FROM OPERATOR-APPROVED ROW,09:30:35,7.110000,7.120000,09:30:35,0.147928994082840236686390600,-0.1404494382022471910112359600,09:30:35,09:30:35,0.008331,True,1,True,,MINUTE_CLOSE-F3-T3,09:31:00,09:31:04,6.980000,3.254437869822485207100591700,5.177514792899408284023668600,-1.923076923076923076923076900,6.090000,10:00:00,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,AEHL,PRIMARY,09:30:13,6.76,FROZEN FROM OPERATOR-APPROVED ROW,09:30:35,7.110000,7.120000,09:30:35,0.147928994082840236686390600,-0.1404494382022471910112359600,09:30:35,09:30:35,0.008331,True,1,True,,MINUTE_CLOSE-F4-T5,09:31:00,09:31:03,7.000000,3.550295857988165680473372800,5.177514792899408284023668600,-1.627218934911242603550295800,6.090000,10:00:00,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,AEHL,PRIMARY,09:30:13,6.76,FROZEN FROM OPERATOR-APPROVED ROW,09:30:35,7.110000,7.120000,09:30:35,0.147928994082840236686390600,-0.1404494382022471910112359600,09:30:35,09:30:35,0.008331,True,1,True,,MINUTE_CLOSE-F4-T3,09:31:00,09:31:03,7.000000,3.550295857988165680473372800,5.177514792899408284023668600,-1.627218934911242603550295800,6.090000,10:00:00,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,YDDL,PRIMARY,09:34:26,2.49,FROZEN FROM OPERATOR-APPROVED ROW,09:35:08,2.620000,2.620000,09:35:08,16.86746987951807228915662648,-16.03053435114503816793893130,09:54:37,-,,False,0,True,,TOUCH-F3-T5,09:35:08,09:35:26,2.560000,2.811244979919678714859437800,5.220883534136546184738955800,-2.409638554216867469879518000,2.290000,10:00:01,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,YDDL,PRIMARY,09:34:26,2.49,FROZEN FROM OPERATOR-APPROVED ROW,09:35:08,2.620000,2.620000,09:35:08,16.86746987951807228915662648,-16.03053435114503816793893130,09:54:37,-,,False,0,True,,TOUCH-F3-T3,09:35:08,09:35:26,2.560000,2.811244979919678714859437800,5.220883534136546184738955800,-2.409638554216867469879518000,2.290000,10:00:01,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,YDDL,PRIMARY,09:34:26,2.49,FROZEN FROM OPERATOR-APPROVED ROW,09:35:08,2.620000,2.620000,09:35:08,16.86746987951807228915662648,-16.03053435114503816793893130,09:54:37,-,,False,0,True,,TOUCH-F4-T5,09:35:08,09:35:11,2.580000,3.614457831325301204819277100,5.220883534136546184738955800,-1.606425702811244979919678700,2.290000,10:00:01,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,YDDL,PRIMARY,09:34:26,2.49,FROZEN FROM OPERATOR-APPROVED ROW,09:35:08,2.620000,2.620000,09:35:08,16.86746987951807228915662648,-16.03053435114503816793893130,09:54:37,-,,False,0,True,,TOUCH-F4-T3,09:35:08,09:35:11,2.580000,3.614457831325301204819277100,5.220883534136546184738955800,-1.606425702811244979919678700,2.290000,10:00:01,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,YDDL,PRIMARY,09:34:26,2.49,FROZEN FROM OPERATOR-APPROVED ROW,09:35:08,2.620000,2.620000,09:35:08,16.86746987951807228915662648,-16.03053435114503816793893130,09:54:37,-,,False,0,True,,MINUTE_CLOSE-F3-T5,-,10:00:01,2.290000,-8.032128514056224899598393570,5.220883534136546184738955800,-13.25301204819277108433734937,2.290000,10:00:01,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,YDDL,PRIMARY,09:34:26,2.49,FROZEN FROM OPERATOR-APPROVED ROW,09:35:08,2.620000,2.620000,09:35:08,16.86746987951807228915662648,-16.03053435114503816793893130,09:54:37,-,,False,0,True,,MINUTE_CLOSE-F3-T3,-,10:00:01,2.290000,-8.032128514056224899598393570,5.220883534136546184738955800,-13.25301204819277108433734937,2.290000,10:00:01,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,YDDL,PRIMARY,09:34:26,2.49,FROZEN FROM OPERATOR-APPROVED ROW,09:35:08,2.620000,2.620000,09:35:08,16.86746987951807228915662648,-16.03053435114503816793893130,09:54:37,-,,False,0,True,,MINUTE_CLOSE-F4-T5,-,10:00:01,2.290000,-8.032128514056224899598393570,5.220883534136546184738955800,-13.25301204819277108433734937,2.290000,10:00:01,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,YDDL,PRIMARY,09:34:26,2.49,FROZEN FROM OPERATOR-APPROVED ROW,09:35:08,2.620000,2.620000,09:35:08,16.86746987951807228915662648,-16.03053435114503816793893130,09:54:37,-,,False,0,True,,MINUTE_CLOSE-F4-T3,-,10:00:01,2.290000,-8.032128514056224899598393570,5.220883534136546184738955800,-13.25301204819277108433734937,2.290000,10:00:01,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,RDHL,PRIMARY,09:30:53,1.39,FROZEN FROM OPERATOR-APPROVED ROW,09:35:36,1.460000,1.480000,09:35:38,2.877697841726618705035971300,-2.702702702702702702702702700,09:35:38,09:35:51,12.952955,True,2,True,,TOUCH-F3-T5,09:35:36,09:41:51,1.250000,-10.07194244604316546762589928,5.035971223021582733812949600,-15.10791366906474820143884888,1.120000,10:00:00,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,RDHL,PRIMARY,09:30:53,1.39,FROZEN FROM OPERATOR-APPROVED ROW,09:35:36,1.460000,1.480000,09:35:38,2.877697841726618705035971300,-2.702702702702702702702702700,09:35:38,09:35:51,12.952955,True,2,True,,TOUCH-F3-T3,09:35:36,09:41:51,1.250000,-10.07194244604316546762589928,5.035971223021582733812949600,-15.10791366906474820143884888,1.120000,10:00:00,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,RDHL,PRIMARY,09:30:53,1.39,FROZEN FROM OPERATOR-APPROVED ROW,09:35:36,1.460000,1.480000,09:35:38,2.877697841726618705035971300,-2.702702702702702702702702700,09:35:38,09:35:51,12.952955,True,2,True,,TOUCH-F4-T5,09:35:36,09:35:38,1.440000,3.597122302158273381294964000,5.035971223021582733812949600,-1.438848920863309352517985600,1.120000,10:00:00,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,RDHL,PRIMARY,09:30:53,1.39,FROZEN FROM OPERATOR-APPROVED ROW,09:35:36,1.460000,1.480000,09:35:38,2.877697841726618705035971300,-2.702702702702702702702702700,09:35:38,09:35:51,12.952955,True,2,True,,TOUCH-F4-T3,09:35:36,09:35:38,1.440000,3.597122302158273381294964000,5.035971223021582733812949600,-1.438848920863309352517985600,1.120000,10:00:00,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,RDHL,PRIMARY,09:30:53,1.39,FROZEN FROM OPERATOR-APPROVED ROW,09:35:36,1.460000,1.480000,09:35:38,2.877697841726618705035971300,-2.702702702702702702702702700,09:35:38,09:35:51,12.952955,True,2,True,,MINUTE_CLOSE-F3-T5,09:36:00,09:41:51,1.250000,-10.07194244604316546762589928,5.035971223021582733812949600,-15.10791366906474820143884888,1.120000,10:00:00,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,RDHL,PRIMARY,09:30:53,1.39,FROZEN FROM OPERATOR-APPROVED ROW,09:35:36,1.460000,1.480000,09:35:38,2.877697841726618705035971300,-2.702702702702702702702702700,09:35:38,09:35:51,12.952955,True,2,True,,MINUTE_CLOSE-F3-T3,09:36:00,09:41:51,1.250000,-10.07194244604316546762589928,5.035971223021582733812949600,-15.10791366906474820143884888,1.120000,10:00:00,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
