checkpoint_minutes,conditions,condition_count,build_winner_total,build_loser_total,build_winner_assessed,build_loser_assessed,build_winner_removed,build_loser_removed,build_winner_kept,build_loser_kept,build_winner_keep_rate,build_loser_remove_rate,build_unassessed,holdout_winner_total,holdout_loser_total,holdout_winner_assessed,holdout_loser_assessed,holdout_winner_removed,holdout_loser_removed,holdout_winner_kept,holdout_loser_kept,holdout_winner_keep_rate,holdout_loser_remove_rate,holdout_unassessed
3,price_vs_entry_pct >= -3 AND volume_ratio_20 >= +0.5 AND macd_histogram_direction is falling,3,28,39,26,36,8,20,20,19,0.7142857142857143,0.5128205128205128,5,14,16,14,16,7,10,7,6,0.5,0.625,0
3,price_vs_entry_pct >= -3 AND volume_ratio_20 >= +1 AND price_vs_vwap_pct <= +0,3,28,39,26,36,8,18,20,21,0.7142857142857143,0.46153846153846156,5,14,16,14,16,10,6,4,10,0.2857142857142857,0.375,0
3,price_vs_entry_pct >= -3 AND volume_ratio_20 >= +1 AND price_vs_vwap_pct <= +1,3,28,39,26,36,8,19,20,20,0.7142857142857143,0.48717948717948717,5,14,16,14,16,10,6,4,10,0.2857142857142857,0.375,0
3,price_vs_entry_pct >= -3 AND volume_ratio_20 <= +2 AND macd_histogram_direction is falling,3,28,39,26,36,8,19,20,20,0.7142857142857143,0.48717948717948717,5,14,16,14,16,6,10,8,6,0.5714285714285714,0.625,0
3,price_vs_entry_pct >= -3 AND rsi <= +70 AND last_bar_direction is down,3,28,39,26,36,8,18,20,21,0.7142857142857143,0.46153846153846156,5,14,16,14,16,10,10,4,6,0.2857142857142857,0.625,0
3,price_vs_entry_pct >= -3 AND price_vs_vwap_pct <= +1 AND macd_histogram_direction is falling,3,28,39,26,36,8,18,20,21,0.7142857142857143,0.46153846153846156,5,14,16,14,16,8,8,6,8,0.42857142857142855,0.5,0
3,price_vs_entry_pct >= -2 AND max_up_so_far_pct <= +4 AND volume_ratio_20 >= +1,3,28,39,26,36,7,19,21,20,0.75,0.48717948717948717,5,14,16,14,16,6,9,8,7,0.5714285714285714,0.5625,0
3,price_vs_entry_pct <= -1 AND volume_ratio_20 >= +0.5 AND macd_histogram_direction is falling,3,28,39,26,36,8,18,20,21,0.7142857142857143,0.46153846153846156,5,14,16,14,16,5,9,9,7,0.6428571428571429,0.5625,0
3,price_vs_entry_pct <= +0 AND max_up_so_far_pct <= +1 AND volume_ratio_20 >= +0.5,3,28,39,26,36,6,20,22,19,0.7857142857142857,0.5128205128205128,5,14,16,14,16,8,6,6,10,0.42857142857142855,0.375,0
3,price_vs_entry_pct <= +0 AND volume_ratio_20 >= +0.5 AND stochastic <= +70,3,28,39,26,36,7,19,21,20,0.75,0.48717948717948717,5,14,16,14,16,6,10,8,6,0.5714285714285714,0.625,0
3,price_vs_entry_pct <= +1 AND max_up_so_far_pct <= +3 AND volume_ratio_20 >= +1,3,28,39,26,36,7,18,21,21,0.75,0.46153846153846156,5,14,16,14,16,7,10,7,6,0.5,0.625,0
3,price_vs_entry_pct <= +1 AND max_up_so_far_pct <= +4 AND volume_ratio_20 >= +1,3,28,39,26,36,7,20,21,19,0.75,0.5128205128205128,5,14,16,14,16,7,10,7,6,0.5,0.625,0
3,price_vs_entry_pct <= +1 AND max_down_so_far_pct >= -5 AND volume_ratio_20 >= +1,3,28,39,26,36,6,19,22,20,0.7857142857142857,0.48717948717948717,5,14,16,14,16,8,9,6,7,0.42857142857142855,0.5625,0
3,price_vs_entry_pct <= +1 AND volume_ratio_20 >= +0.5 AND stochastic <= +70,3,28,39,26,36,7,20,21,19,0.75,0.5128205128205128,5,14,16,14,16,7,10,7,6,0.5,0.625,0
3,price_vs_entry_pct <= +1 AND volume_ratio_20 >= +1 AND macd_histogram_pct >= +0,3,28,39,26,36,7,20,21,19,0.75,0.5128205128205128,5,14,16,14,16,8,9,6,7,0.42857142857142855,0.5625,0
3,price_vs_entry_pct <= +1 AND volume_ratio_20 >= +1 AND stochastic >= +30,3,28,39,26,36,7,19,21,20,0.75,0.48717948717948717,5,14,16,14,16,8,9,6,7,0.42857142857142855,0.5625,0
3,price_vs_entry_pct <= +1 AND volume_ratio_20 >= +1 AND rsi >= +50,3,28,39,26,36,7,18,21,21,0.75,0.46153846153846156,5,14,16,14,16,7,9,7,7,0.5,0.5625,0
3,price_vs_entry_pct <= +1 AND volume_ratio_20 <= +2 AND last_bar_direction is down,3,28,39,26,36,8,19,20,20,0.7142857142857143,0.48717948717948717,5,14,16,14,16,8,11,6,5,0.42857142857142855,0.6875,0
3,price_vs_entry_pct <= +2 AND max_up_so_far_pct <= +3 AND volume_ratio_20 >= +1,3,28,39,26,36,8,21,20,18,0.7142857142857143,0.5384615384615384,5,14,16,14,16,7,10,7,6,0.5,0.625,0
3,price_vs_entry_pct <= +2 AND max_up_so_far_pct <= +4 AND volume_ratio_20 >= +1,3,28,39,26,36,8,23,20,16,0.7142857142857143,0.5897435897435898,5,14,16,14,16,7,10,7,6,0.5,0.625,0
3,price_vs_entry_pct <= +2 AND max_down_so_far_pct >= -5 AND volume_ratio_20 >= +1,3,28,39,26,36,7,22,21,17,0.75,0.5641025641025641,5,14,16,14,16,8,9,6,7,0.42857142857142855,0.5625,0
3,price_vs_entry_pct <= +2 AND max_down_so_far_pct >= -3 AND volume_ratio_20 >= +1,3,28,39,26,36,6,18,22,21,0.7857142857142857,0.46153846153846156,5,14,16,14,16,7,8,7,8,0.5,0.5,0
3,price_vs_entry_pct <= +2 AND max_down_so_far_pct <= -1 AND volume_ratio_20 >= +1,3,28,39,26,36,7,19,21,20,0.75,0.48717948717948717,5,14,16,14,16,7,8,7,8,0.5,0.5,0
3,price_vs_entry_pct <= +2 AND volume_ratio_20 >= +0.5 AND stochastic <= +70,3,28,39,26,36,8,20,20,19,0.7142857142857143,0.5128205128205128,5,14,16,14,16,7,10,7,6,0.5,0.625,0
3,price_vs_entry_pct <= +2 AND volume_ratio_20 >= +1 AND dot_consensus >= +1,3,28,39,26,36,8,20,20,19,0.7142857142857143,0.5128205128205128,5,14,16,14,16,6,8,8,8,0.5714285714285714,0.5,0
3,price_vs_entry_pct <= +2 AND volume_ratio_20 >= +1 AND dot_consensus >= +2,3,28,39,26,36,8,19,20,20,0.7142857142857143,0.48717948717948717,5,14,16,14,16,6,8,8,8,0.5714285714285714,0.5,0
3,price_vs_entry_pct <= +2 AND volume_ratio_20 >= +1 AND price_vs_vwap_pct <= -2,3,28,39,26,36,7,18,21,21,0.75,0.46153846153846156,5,14,16,14,16,5,4,9,12,0.6428571428571429,0.25,0
3,price_vs_entry_pct <= +2 AND volume_ratio_20 >= +1 AND price_vs_vwap_pct <= +0,3,28,39,26,36,7,19,21,20,0.75,0.48717948717948717,5,14,16,14,16,8,6,6,10,0.42857142857142855,0.375,0
3,price_vs_entry_pct <= +2 AND volume_ratio_20 >= +1 AND price_vs_vwap_pct <= +1,3,28,39,26,36,7,20,21,19,0.75,0.5128205128205128,5,14,16,14,16,8,7,6,9,0.42857142857142855,0.4375,0
3,price_vs_entry_pct <= +3 AND max_down_so_far_pct >= -3 AND volume_ratio_20 >= +1,3,28,39,26,36,7,19,21,20,0.75,0.48717948717948717,5,14,16,14,16,8,8,6,8,0.42857142857142855,0.5,0
3,price_vs_entry_pct <= +3 AND volume_ratio_20 >= +1 AND price_vs_vwap_pct <= +0,3,28,39,26,36,8,20,20,19,0.7142857142857143,0.5128205128205128,5,14,16,14,16,9,6,5,10,0.35714285714285715,0.375,0
3,price_vs_entry_pct <= +3 AND volume_ratio_20 >= +1 AND price_vs_vwap_pct <= +1,3,28,39,26,36,8,21,20,18,0.7142857142857143,0.5384615384615384,5,14,16,14,16,9,7,5,9,0.35714285714285715,0.4375,0
3,max_up_so_far_pct <= +1 AND volume_ratio_20 >= +0.5 AND macd_histogram_pct >= +0,3,28,39,26,36,7,18,21,21,0.75,0.46153846153846156,5,14,16,14,16,8,6,6,10,0.42857142857142855,0.375,0
3,max_up_so_far_pct <= +3 AND max_down_so_far_pct >= -5 AND volume_ratio_20 >= +1,3,28,39,26,36,7,19,21,20,0.75,0.48717948717948717,5,14,16,14,16,7,9,7,7,0.5,0.5625,0
3,max_up_so_far_pct <= +3 AND max_down_so_far_pct <= -1 AND volume_ratio_20 >= +1,3,28,39,26,36,7,19,21,20,0.75,0.48717948717948717,5,14,16,14,16,6,8,8,8,0.5714285714285714,0.5,0
3,max_up_so_far_pct <= +3 AND volume_ratio_20 >= +1 AND rsi <= +70,3,28,39,26,36,8,19,20,20,0.7142857142857143,0.48717948717948717,5,14,16,14,16,7,10,7,6,0.5,0.625,0
3,max_up_so_far_pct <= +3 AND volume_ratio_20 >= +1 AND price_vs_vwap_pct <= +1,3,28,39,26,36,7,18,21,21,0.75,0.46153846153846156,5,14,16,14,16,7,7,7,9,0.5,0.4375,0
3,max_up_so_far_pct <= +4 AND max_down_so_far_pct >= -5 AND volume_ratio_20 >= +1,3,28,39,26,36,7,22,21,17,0.75,0.5641025641025641,5,14,16,14,16,7,9,7,7,0.5,0.5625,0
3,max_up_so_far_pct <= +4 AND max_down_so_far_pct >= -3 AND volume_ratio_20 >= +1,3,28,39,26,36,6,18,22,21,0.7857142857142857,0.46153846153846156,5,14,16,14,16,6,8,8,8,0.5714285714285714,0.5,0
3,max_up_so_far_pct <= +4 AND max_down_so_far_pct <= -1 AND volume_ratio_20 >= +1,3,28,39,26,36,7,20,21,19,0.75,0.5128205128205128,5,14,16,14,16,6,8,8,8,0.5714285714285714,0.5,0
3,max_up_so_far_pct <= +4 AND volume_ratio_20 >= +0.75 AND macd_histogram_direction is falling,3,28,39,26,36,8,19,20,20,0.7142857142857143,0.48717948717948717,5,14,16,14,16,4,13,10,3,0.7142857142857143,0.8125,0
3,max_up_so_far_pct <= +4 AND volume_ratio_20 >= +1 AND rsi <= +70,3,28,39,26,36,8,22,20,17,0.7142857142857143,0.5641025641025641,5,14,16,14,16,7,10,7,6,0.5,0.625,0
3,max_up_so_far_pct <= +4 AND volume_ratio_20 >= +1 AND dot_consensus >= +1,3,28,39,26,36,8,20,20,19,0.7142857142857143,0.5128205128205128,5,14,16,14,16,5,8,9,8,0.6428571428571429,0.5,0
3,max_up_so_far_pct <= +4 AND volume_ratio_20 >= +1 AND dot_consensus >= +2,3,28,39,26,36,8,19,20,20,0.7142857142857143,0.48717948717948717,5,14,16,14,16,5,8,9,8,0.6428571428571429,0.5,0
3,max_up_so_far_pct <= +4 AND volume_ratio_20 >= +1 AND price_vs_vwap_pct <= -2,3,28,39,26,36,7,19,21,20,0.75,0.48717948717948717,5,14,16,14,16,5,4,9,12,0.6428571428571429,0.25,0
3,max_up_so_far_pct <= +4 AND volume_ratio_20 >= +1 AND price_vs_vwap_pct <= +0,3,28,39,26,36,7,20,21,19,0.75,0.5128205128205128,5,14,16,14,16,7,6,7,10,0.5,0.375,0
3,max_up_so_far_pct <= +4 AND volume_ratio_20 >= +1 AND price_vs_vwap_pct <= +1,3,28,39,26,36,7,21,21,18,0.75,0.5384615384615384,5,14,16,14,16,7,7,7,9,0.5,0.4375,0
3,max_up_so_far_pct <= +4 AND volume_ratio_20 <= +2 AND last_bar_direction is down,3,28,39,26,36,8,19,20,20,0.7142857142857143,0.48717948717948717,5,14,16,14,16,8,11,6,5,0.42857142857142855,0.6875,0
3,max_up_so_far_pct <= +4 AND macd_histogram_direction is falling AND last_bar_direction is down,3,28,39,26,36,7,18,21,21,0.75,0.46153846153846156,5,14,16,14,16,7,12,7,4,0.5,0.75,0
3,max_down_so_far_pct >= -5 AND volume_ratio_20 >= +1 AND rsi <= +70,3,28,39,26,36,8,21,20,18,0.7142857142857143,0.5384615384615384,5,14,16,14,16,8,9,6,7,0.42857142857142855,0.5625,0
3,max_down_so_far_pct >= -5 AND volume_ratio_20 >= +1 AND price_vs_vwap_pct <= +0,3,28,39,26,36,7,18,21,21,0.75,0.46153846153846156,5,14,16,14,16,10,6,4,10,0.2857142857142857,0.375,0
3,max_down_so_far_pct >= -5 AND volume_ratio_20 >= +1 AND price_vs_vwap_pct <= +1,3,28,39,26,36,7,19,21,20,0.75,0.48717948717948717,5,14,16,14,16,10,6,4,10,0.2857142857142857,0.375,0
3,max_down_so_far_pct >= -5 AND volume_ratio_20 >= +1 AND price_vs_vwap_pct <= +2,3,28,39,26,36,8,19,20,20,0.7142857142857143,0.48717948717948717,5,14,16,14,16,10,7,4,9,0.2857142857142857,0.4375,0
3,max_down_so_far_pct <= -1 AND volume_ratio_20 >= +1 AND rsi <= +70,3,28,39,26,36,8,18,20,21,0.7142857142857143,0.46153846153846156,5,14,16,14,16,7,8,7,8,0.5,0.5,0
3,volume_ratio_20 >= +0.5 AND stochastic <= +70 AND macd_histogram_direction is falling,3,28,39,26,36,6,19,22,20,0.7857142857142857,0.48717948717948717,5,14,16,14,16,7,10,7,6,0.5,0.625,0
3,volume_ratio_20 >= +0.5 AND price_vs_vwap_pct <= +0 AND macd_histogram_direction is falling,3,28,39,26,36,8,18,20,21,0.7142857142857143,0.46153846153846156,5,14,16,14,16,7,9,7,7,0.5,0.5625,0
3,volume_ratio_20 >= +0.5 AND price_vs_vwap_pct <= +1 AND macd_histogram_direction is falling,3,28,39,26,36,8,20,20,19,0.7142857142857143,0.5128205128205128,5,14,16,14,16,7,10,7,6,0.5,0.625,0
3,volume_ratio_20 >= +0.75 AND macd_histogram_pct >= +0 AND macd_histogram_direction is falling,3,28,39,26,36,8,18,20,21,0.7142857142857143,0.46153846153846156,5,14,16,14,16,5,11,9,5,0.6428571428571429,0.6875,0
3,volume_ratio_20 >= +0.75 AND stochastic >= +30 AND macd_histogram_direction is falling,3,28,39,26,36,8,18,20,21,0.7142857142857143,0.46153846153846156,5,14,16,14,16,5,11,9,5,0.6428571428571429,0.6875,0
3,volume_ratio_20 >= +1 AND macd_histogram_pct >= +0 AND price_vs_vwap_pct <= -2,3,28,39,26,36,8,18,20,21,0.7142857142857143,0.46153846153846156,5,14,16,14,16,6,4,8,12,0.5714285714285714,0.25,0
3,volume_ratio_20 >= +1 AND rsi <= +70 AND price_vs_vwap_pct <= +0,3,28,39,26,36,7,18,21,21,0.75,0.46153846153846156,5,14,16,14,16,8,6,6,10,0.42857142857142855,0.375,0
3,volume_ratio_20 >= +1 AND rsi <= +70 AND price_vs_vwap_pct <= +1,3,28,39,26,36,7,19,21,20,0.75,0.48717948717948717,5,14,16,14,16,8,7,6,9,0.42857142857142855,0.4375,0
3,volume_ratio_20 >= +1 AND dot_consensus >= +1 AND price_vs_vwap_pct <= -2,3,28,39,26,36,7,18,21,21,0.75,0.46153846153846156,5,14,16,14,16,4,4,10,12,0.7142857142857143,0.25,0
3,volume_ratio_20 >= +1 AND dot_consensus >= +1 AND price_vs_vwap_pct <= +0,3,28,39,26,36,8,18,20,21,0.7142857142857143,0.46153846153846156,5,14,16,14,16,8,5,6,11,0.42857142857142855,0.3125,0
3,volume_ratio_20 >= +1 AND dot_consensus >= +1 AND price_vs_vwap_pct <= +1,3,28,39,26,36,8,19,20,20,0.7142857142857143,0.48717948717948717,5,14,16,14,16,8,6,6,10,0.42857142857142855,0.375,0
3,volume_ratio_20 >= +1 AND dot_consensus >= +2 AND price_vs_vwap_pct <= +1,3,28,39,26,36,8,18,20,21,0.7142857142857143,0.46153846153846156,5,14,16,14,16,8,6,6,10,0.42857142857142855,0.375,0
3,volume_ratio_20 <= +2 AND macd_histogram_pct >= +0 AND last_bar_direction is down,3,28,39,26,36,8,19,20,20,0.7142857142857143,0.48717948717948717,5,14,16,14,16,8,10,6,6,0.42857142857142855,0.625,0
3,volume_ratio_20 <= +2 AND stochastic >= +30 AND last_bar_direction is down,3,28,39,26,36,8,18,20,21,0.7142857142857143,0.46153846153846156,5,14,16,14,16,8,10,6,6,0.42857142857142855,0.625,0
3,macd_histogram_pct >= +0 AND macd_histogram_direction is falling AND last_bar_direction is down,3,28,39,26,36,7,18,21,21,0.75,0.46153846153846156,5,14,16,14,16,8,11,6,5,0.42857142857142855,0.6875,0
5,price_vs_entry_pct <= -1 AND max_up_so_far_pct <= +3,2,28,39,28,36,8,20,20,19,0.7142857142857143,0.5128205128205128,3,14,16,14,14,5,12,9,4,0.6428571428571429,0.75,2
5,price_vs_entry_pct <= -1 AND stochastic <= +70,2,28,39,26,36,8,18,20,21,0.7142857142857143,0.46153846153846156,5,14,16,14,14,5,12,9,4,0.6428571428571429,0.75,2
5,price_vs_entry_pct <= -1 AND dot_consensus <= +2,2,28,39,26,36,7,18,21,21,0.75,0.46153846153846156,5,14,16,14,14,5,10,9,6,0.6428571428571429,0.625,2
5,price_vs_entry_pct <= -1 AND macd_histogram_direction is falling,2,28,39,26,36,7,19,21,20,0.75,0.48717948717948717,5,14,16,14,14,5,10,9,6,0.6428571428571429,0.625,2
5,price_vs_entry_pct <= +0 AND max_up_so_far_pct <= +1,2,28,39,28,36,8,21,20,18,0.7142857142857143,0.5384615384615384,3,14,16,14,14,8,8,6,8,0.42857142857142855,0.5,2
5,price_vs_entry_pct <= +0 AND max_down_so_far_pct >= -3,2,28,39,28,36,8,18,20,21,0.7142857142857143,0.46153846153846156,3,14,16,14,14,8,6,6,10,0.42857142857142855,0.375,2
5,price_vs_entry_pct <= +0 AND volume_ratio_20 <= +1,2,28,39,26,36,6,18,22,21,0.7857142857142857,0.46153846153846156,5,14,16,14,14,7,11,7,5,0.5,0.6875,2
5,price_vs_entry_pct <= +0 AND dot_consensus <= +1,2,28,39,26,36,4,18,24,21,0.8571428571428571,0.46153846153846156,5,14,16,14,14,5,11,9,5,0.6428571428571429,0.6875,2
5,price_vs_entry_pct <= +1 AND volume_ratio_20 <= +0.75,2,28,39,26,36,4,18,24,21,0.8571428571428571,0.46153846153846156,5,14,16,14,14,5,8,9,8,0.6428571428571429,0.5,2
5,price_vs_entry_pct <= +1 AND volume_ratio_20 <= +1,2,28,39,26,36,7,21,21,18,0.75,0.5384615384615384,5,14,16,14,14,7,11,7,5,0.5,0.6875,2
5,price_vs_entry_pct <= +1 AND dot_consensus <= +1,2,28,39,26,36,5,19,23,20,0.8214285714285714,0.48717948717948717,5,14,16,14,14,6,11,8,5,0.5714285714285714,0.6875,2
5,max_up_so_far_pct <= +0 AND max_down_so_far_pct <= +0,2,28,39,28,39,4,18,24,21,0.8571428571428571,0.46153846153846156,0,14,16,14,16,6,6,8,10,0.5714285714285714,0.375,0
5,max_up_so_far_pct <= +1 AND max_down_so_far_pct <= -1,2,28,39,28,39,8,20,20,19,0.7142857142857143,0.5128205128205128,0,14,16,14,16,7,8,7,8,0.5,0.5,0
