session_day_et,split,symbol,buy_signal_ts,entry_ts,reached_5,what_went_right_or_wrong,what_would_have_flagged_it_early
2026-08-26,build,YYGH,2026-08-26T13:40:00+00:00,2026-08-26T13:40:00.202071+00:00,False,"Did not reach +5%; 0m price -0.50%, range -0.50% to -0.50%, vol +1.56x, hist rising, dot 3, ATR long, VWAP below; 3m price -0.50%, range -3.52% to +0.00%, vol +1.09x, hist rising, dot 3, ATR long, VWAP below; 5m price +0.50%, range -3.52% to +3.52%, vol +1.93x, hist falling, dot 3, ATR long, VWAP below; 10m price -5.03%, range -8.04% to +3.52%, vol +0.71x, hist falling, dot 1, ATR long, VWAP below",10m: price_vs_entry_pct <= -1 AND max_up_so_far_pct <= +4
2026-08-26,build,YYGH,2026-08-26T14:33:00+00:00,2026-08-26T14:33:00.580863+00:00,False,"Did not reach +5%; 0m price -0.51%, range -0.51% to -0.51%, vol +0.91x, hist rising, dot 3, ATR long, VWAP below; 3m price +0.51%, range -1.54% to +1.54%, vol +2.44x, hist rising, dot 3, ATR long, VWAP below; 5m price +1.54%, range -1.54% to +1.54%, vol +1.10x, hist rising, dot 3, ATR long, VWAP below; 10m price +1.54%, range -1.54% to +4.10%, vol +2.32x, hist falling, dot 0, ATR long, VWAP below",nothing visible
2026-08-26,build,YYGH,2026-08-26T15:31:00+00:00,2026-08-26T15:31:00.000437+00:00,False,"Did not reach +5%; 0m price -0.49%, range -0.49% to -0.49%, vol +6.93x, hist rising, dot 3, ATR long, VWAP below; 3m price -1.48%, range -1.48% to +2.96%, vol +2.11x, hist falling, dot 2, ATR long, VWAP below; 5m price +0.00%, range -1.48% to +2.96%, vol +1.46x, hist falling, dot 2, ATR long, VWAP below; 10m price -1.48%, range -1.48% to +2.96%, vol +1.59x, hist falling, dot 0, ATR long, VWAP below",3m: volume_ratio_20 >= +1 AND macd_histogram_direction is falling; 10m: price_vs_entry_pct <= -1 AND max_up_so_far_pct <= +4
2026-08-26,build,XPON,2026-08-26T15:37:00+00:00,2026-08-26T15:37:00.315452+00:00,False,"Did not reach +5%; 0m price -0.84%, range -0.84% to -0.84%, vol +2.62x, hist rising, dot 3, ATR long, VWAP above; 3m price -2.09%, range -3.65% to -0.84%, vol +0.49x, hist falling, dot 2, ATR long, VWAP below; 5m price -3.97%, range -3.97% to -0.84%, vol +0.68x, hist falling, dot 0, ATR long, VWAP below; 10m price -4.91%, range -6.16% to -0.84%, vol +0.73x, hist rising, dot 3, ATR long, VWAP below",10m: price_vs_entry_pct <= -1 AND max_up_so_far_pct <= +4
2026-08-26,build,CRE,2026-08-26T16:20:00+00:00,2026-08-26T16:20:00.032365+00:00,False,"Did not reach +5%; 0m price -0.32%, range -0.32% to -0.32%, vol +0.72x, hist rising, dot 3, ATR long, VWAP below; 3m price +1.11%, range -1.27% to +1.43%, vol +1.66x, hist rising, dot 3, ATR long, VWAP below; 5m price +0.16%, range -1.27% to +1.75%, vol +0.83x, hist falling, dot 3, ATR long, VWAP below; 10m price -1.27%, range -1.59% to +1.75%, vol +0.54x, hist falling, dot 1, ATR long, VWAP below",10m: price_vs_entry_pct <= -1 AND max_up_so_far_pct <= +4
2026-08-26,build,CRE,2026-08-26T16:50:00+00:00,2026-08-26T16:50:03.164961+00:00,True,"Reached +5%; 0m price -0.48%, range -0.48% to -0.48%, vol +1.91x, hist rising, dot 3, ATR long, VWAP below; 3m price -2.55%, range -2.87% to -0.16%, vol +0.97x, hist falling, dot 2, ATR long, VWAP below; 5m price -1.59%, range -3.03% to +0.32%, vol +1.09x, hist falling, dot 2, ATR long, VWAP below; 10m price -2.23%, range -3.03% to +0.32%, vol +0.07x, hist falling, dot 0, ATR long, VWAP below",10m: price_vs_entry_pct <= -1 AND max_up_so_far_pct <= +4
2026-08-26,build,YYGH,2026-08-26T17:24:00+00:00,2026-08-26T17:24:00.206168+00:00,True,"Reached +5%; 0m price -0.52%, range -0.52% to -0.52%, vol +2.13x, hist rising, dot 3, ATR long, VWAP below; 3m price +0.52%, range -0.52% to +0.52%, vol +1.46x, hist rising, dot 3, ATR long, VWAP below; 5m price +0.52%, range -0.52% to +0.52%, vol +1.08x, hist falling, dot 3, ATR long, VWAP below; 10m price +0.52%, range -0.52% to +0.52%, vol +0.30x, hist falling, dot 3, ATR long, VWAP below",no selected early failure combination present
2026-08-26,build,XPON,2026-08-26T17:34:00+00:00,2026-08-26T17:34:01.331290+00:00,False,"Did not reach +5%; 0m price -0.60%, range -0.60% to -0.60%, vol +0.93x, hist rising, dot 3, ATR long, VWAP below; 3m price +0.97%, range -0.60% to +2.17%, vol +1.52x, hist falling, dot 3, ATR long, VWAP below; 5m price -1.09%, range -2.05% to +2.17%, vol +1.25x, hist falling, dot 0, ATR long, VWAP below; 10m price -1.21%, range -2.17% to +2.17%, vol +0.46x, hist rising, dot 3, ATR long, VWAP below",3m: volume_ratio_20 >= +1 AND macd_histogram_direction is falling; 10m: price_vs_entry_pct <= -1 AND max_up_so_far_pct <= +4
2026-08-26,build,DAIC,2026-08-26T17:59:00+00:00,2026-08-26T17:59:00.708416+00:00,False,"Did not reach +5%; 0m price -0.95%, range -0.95% to -0.95%, vol +7.21x, hist rising, dot 3, ATR long, VWAP below; 3m price +1.52%, range -1.71% to +2.28%, vol +3.87x, hist rising, dot 3, ATR long, VWAP below; 5m price -7.60%, range -9.70% to +2.28%, vol +4.00x, hist falling, dot 0, ATR long, VWAP below; 10m price NA, range -9.70% to +2.28%, vol NA, hist NA, dot NA, ATR NA, VWAP NA",nothing visible
2026-08-26,build,XPON,2026-08-26T18:48:00+00:00,2026-08-26T18:48:00.641832+00:00,True,"Reached +5%; 0m price -2.61%, range -2.61% to -2.61%, vol +7.92x, hist rising, dot 3, ATR long, VWAP below; 3m price +1.54%, range -2.61% to +4.63%, vol +3.62x, hist rising, dot 3, ATR long, VWAP below; 5m price +0.59%, range -2.61% to +4.63%, vol +1.28x, hist falling, dot 0, ATR long, VWAP below; 10m price -0.12%, range -2.61% to +4.63%, vol +0.48x, hist falling, dot 1, ATR long, VWAP below",no selected early failure combination present
2026-08-26,build,CRE,2026-08-26T19:25:00+00:00,2026-08-26T19:25:00.266263+00:00,True,"Reached +5%; 0m price -0.48%, range -0.48% to -0.48%, vol +5.14x, hist rising, dot 3, ATR long, VWAP below; 3m price -1.28%, range -1.77% to +1.28%, vol +0.76x, hist rising, dot 3, ATR long, VWAP below; 5m price -1.12%, range -2.73% to +1.28%, vol +1.98x, hist falling, dot 2, ATR long, VWAP below; 10m price +0.00%, range -2.73% to +1.28%, vol +0.83x, hist falling, dot 3, ATR long, VWAP below",no selected early failure combination present
2026-08-26,build,CDTG,2026-08-26T19:28:00+00:00,2026-08-26T19:28:02.563357+00:00,False,"Did not reach +5%; 0m price -0.77%, range -0.77% to -0.77%, vol +8.89x, hist rising, dot 3, ATR long, VWAP below; 3m price NA, range -3.08% to -0.77%, vol NA, hist NA, dot NA, ATR NA, VWAP NA; 5m price NA, range -3.08% to -0.77%, vol NA, hist NA, dot NA, ATR NA, VWAP NA; 10m price NA, range -3.08% to -0.77%, vol NA, hist NA, dot NA, ATR NA, VWAP NA",nothing visible
2026-08-26,build,YYGH,2026-08-26T19:36:00+00:00,2026-08-26T19:36:00.656146+00:00,True,"Reached +5%; 0m price -0.50%, range -0.50% to -0.50%, vol +2.03x, hist rising, dot 3, ATR long, VWAP below; 3m price -1.51%, range -2.01% to -0.50%, vol +0.53x, hist falling, dot 1, ATR long, VWAP below; 5m price -1.01%, range -2.01% to -0.50%, vol +0.81x, hist rising, dot 3, ATR long, VWAP below; 10m price -1.51%, range -2.01% to -0.50%, vol +2.33x, hist falling, dot 1, ATR long, VWAP below",10m: price_vs_entry_pct <= -1 AND max_up_so_far_pct <= +4
2026-08-26,build,XPON,2026-08-26T19:52:00+00:00,2026-08-26T19:52:00.328400+00:00,True,"Reached +5%; 0m price -1.82%, range -1.82% to -1.82%, vol +4.66x, hist rising, dot 3, ATR long, VWAP below; 3m price -2.39%, range -2.51% to -0.46%, vol +0.59x, hist falling, dot 2, ATR long, VWAP below; 5m price +3.08%, range -2.51% to +3.53%, vol +1.93x, hist rising, dot 3, ATR long, VWAP below; 10m price NA, range -2.51% to +6.96%, vol NA, hist NA, dot NA, ATR NA, VWAP NA",no selected early failure combination present
2026-08-27,build,WNW,2026-08-27T12:04:00+00:00,2026-08-27T12:04:00.411794+00:00,False,"Did not reach +5%; 0m price -0.29%, range -0.29% to -0.29%, vol +1.25x, hist rising, dot 3, ATR long, VWAP below; 3m price -1.47%, range -1.76% to +0.88%, vol +1.94x, hist falling, dot 0, ATR long, VWAP below; 5m price -1.76%, range -2.06% to +0.88%, vol +0.45x, hist falling, dot 1, ATR long, VWAP below; 10m price -1.18%, range -2.06% to +0.88%, vol +0.93x, hist falling, dot 1, ATR long, VWAP below",3m: volume_ratio_20 >= +1 AND macd_histogram_direction is falling; 10m: price_vs_entry_pct <= -1 AND max_up_so_far_pct <= +4
2026-08-27,build,PPCB,2026-08-27T13:33:00+00:00,2026-08-27T13:33:00.996009+00:00,False,"Did not reach +5%; 0m price -0.97%, range -0.97% to -0.97%, vol +4.67x, hist rising, dot 3, ATR long, VWAP above; 3m price -18.40%, range -22.52% to -0.24%, vol +2.03x, hist falling, dot 1, ATR long, VWAP below; 5m price -12.83%, range -22.52% to -0.24%, vol +0.74x, hist rising, dot 3, ATR long, VWAP below; 10m price -9.20%, range -22.52% to -0.24%, vol +0.92x, hist rising, dot 3, ATR long, VWAP above",3m: volume_ratio_20 >= +1 AND macd_histogram_direction is falling; 10m: price_vs_entry_pct <= -1 AND max_up_so_far_pct <= +4
2026-08-27,build,PPCB,2026-08-27T15:00:00+00:00,2026-08-27T15:00:02.136566+00:00,False,"Did not reach +5%; 0m price -0.35%, range -0.35% to -0.35%, vol +2.77x, hist rising, dot 3, ATR long, VWAP below; 3m price -2.11%, range -3.17% to +0.00%, vol +1.37x, hist falling, dot 3, ATR long, VWAP below; 5m price -6.34%, range -7.04% to +0.00%, vol +0.66x, hist falling, dot 0, ATR long, VWAP below; 10m price -1.06%, range -7.04% to +0.70%, vol +1.03x, hist rising, dot 3, ATR long, VWAP below",3m: volume_ratio_20 >= +1 AND macd_histogram_direction is falling; 10m: price_vs_entry_pct <= -1 AND max_up_so_far_pct <= +4
2026-08-27,build,MIMI,2026-08-27T15:30:00+00:00,2026-08-27T15:30:00.254017+00:00,False,"Did not reach +5%; 0m price -0.37%, range -0.37% to -0.37%, vol +1.92x, hist rising, dot 3, ATR long, VWAP below; 3m price +0.00%, range -0.37% to +3.35%, vol +1.42x, hist falling, dot 3, ATR long, VWAP below; 5m price +0.00%, range -0.37% to +3.35%, vol +0.37x, hist falling, dot 2, ATR long, VWAP below; 10m price +0.37%, range -1.12% to +3.35%, vol +0.16x, hist falling, dot 1, ATR long, VWAP below",3m: volume_ratio_20 >= +1 AND macd_histogram_direction is falling
2026-08-27,build,CELU,2026-08-27T16:36:00+00:00,2026-08-27T16:36:00.198679+00:00,True,"Reached +5%; 0m price -0.49%, range -0.49% to -0.49%, vol +2.41x, hist rising, dot 3, ATR long, VWAP above; 3m price +0.00%, range -1.97% to +1.97%, vol +1.36x, hist falling, dot 3, ATR long, VWAP above; 5m price +2.46%, range -1.97% to +3.94%, vol +1.36x, hist falling, dot 3, ATR long, VWAP above; 10m price +2.46%, range -1.97% to +3.94%, vol +1.08x, hist falling, dot 2, ATR long, VWAP above",3m: volume_ratio_20 >= +1 AND macd_histogram_direction is falling
2026-08-27,build,MIMI,2026-08-27T16:59:00+00:00,2026-08-27T16:59:00.853025+00:00,True,"Reached +5%; 0m price -0.38%, range -0.38% to -0.38%, vol +1.10x, hist rising, dot 3, ATR long, VWAP below; 3m price -0.38%, range -1.13% to +0.00%, vol +0.88x, hist rising, dot 3, ATR long, VWAP below; 5m price -1.50%, range -1.88% to +0.00%, vol +1.20x, hist falling, dot 0, ATR long, VWAP below; 10m price +0.00%, range -1.88% to +0.38%, vol +1.34x, hist falling, dot 3, ATR long, VWAP below",no selected early failure combination present
2026-08-27,build,PPCB,2026-08-27T17:53:00+00:00,2026-08-27T17:53:00.587918+00:00,False,"Did not reach +5%; 0m price -0.47%, range -0.47% to -0.47%, vol +0.57x, hist rising, dot 3, ATR long, VWAP below; 3m price -0.93%, range -0.93% to +3.74%, vol +1.49x, hist falling, dot 2, ATR long, VWAP below; 5m price +0.00%, range -0.93% to +3.74%, vol +0.81x, hist falling, dot 2, ATR long, VWAP below; 10m price +0.93%, range -0.93% to +3.74%, vol +0.49x, hist falling, dot 2, ATR long, VWAP below",3m: volume_ratio_20 >= +1 AND macd_histogram_direction is falling
2026-08-27,build,CELU,2026-08-27T18:16:00+00:00,2026-08-27T18:16:00.063753+00:00,True,"Reached +5%; 0m price -0.47%, range -0.47% to -0.47%, vol +3.59x, hist rising, dot 3, ATR long, VWAP above; 3m price +2.82%, range -3.29% to +6.57%, vol +2.97x, hist rising, dot 3, ATR long, VWAP above; 5m price +3.29%, range -3.29% to +6.57%, vol +2.46x, hist falling, dot 2, ATR long, VWAP above; 10m price +1.88%, range -3.29% to +7.98%, vol +0.73x, hist falling, dot 2, ATR long, VWAP above",no selected early failure combination present
2026-08-27,build,PPCB,2026-08-27T18:16:00+00:00,2026-08-27T18:16:00.119097+00:00,False,"Did not reach +5%; 0m price -0.45%, range -0.45% to -0.45%, vol +1.69x, hist rising, dot 3, ATR long, VWAP below; 3m price -1.35%, range -1.35% to +0.45%, vol +1.66x, hist falling, dot 3, ATR long, VWAP below; 5m price -1.35%, range -1.80% to +0.45%, vol +0.31x, hist falling, dot 2, ATR long, VWAP below; 10m price -1.35%, range -4.05% to +0.45%, vol +0.72x, hist rising, dot 3, ATR long, VWAP below",3m: volume_ratio_20 >= +1 AND macd_histogram_direction is falling; 10m: price_vs_entry_pct <= -1 AND max_up_so_far_pct <= +4
2026-08-27,build,PPCB,2026-08-27T19:11:00+00:00,2026-08-27T19:11:00.057224+00:00,False,"Did not reach +5%; 0m price -0.44%, range -0.44% to -0.44%, vol +5.44x, hist rising, dot 3, ATR long, VWAP below; 3m price +0.44%, range -2.19% to +2.63%, vol +1.88x, hist falling, dot 3, ATR long, VWAP below; 5m price +0.00%, range -2.19% to +2.63%, vol +1.28x, hist falling, dot 1, ATR long, VWAP below; 10m price +0.88%, range -2.19% to +4.39%, vol +0.46x, hist falling, dot 1, ATR long, VWAP below",3m: volume_ratio_20 >= +1 AND macd_histogram_direction is falling
2026-08-27,build,CELU,2026-08-27T19:42:00+00:00,2026-08-27T19:42:01.334896+00:00,False,"Did not reach +5%; 0m price -0.47%, range -0.47% to -0.47%, vol +1.59x, hist rising, dot 3, ATR long, VWAP above; 3m price -2.80%, range -4.21% to +0.00%, vol +1.37x, hist falling, dot 0, ATR long, VWAP above; 5m price -1.40%, range -4.21% to +0.00%, vol +0.61x, hist falling, dot 3, ATR long, VWAP above; 10m price -3.27%, range -5.14% to +0.00%, vol +0.57x, hist falling, dot 2, ATR long, VWAP above",3m: volume_ratio_20 >= +1 AND macd_histogram_direction is falling; 10m: price_vs_entry_pct <= -1 AND max_up_so_far_pct <= +4
2026-08-28,build,QNRX,2026-08-28T12:45:00+00:00,2026-08-28T12:45:00.502982+00:00,True,"Reached +5%; 0m price -0.42%, range -0.42% to -0.42%, vol +1.20x, hist rising, dot 3, ATR long, VWAP below; 3m price -1.12%, range -1.40% to -0.28%, vol +0.94x, hist falling, dot 3, ATR long, VWAP below; 5m price -3.08%, range -3.22% to -0.28%, vol +1.27x, hist falling, dot 0, ATR long, VWAP below; 10m price -1.12%, range -3.22% to +0.00%, vol +0.35x, hist rising, dot 3, ATR long, VWAP below",10m: price_vs_entry_pct <= -1 AND max_up_so_far_pct <= +4
2026-08-31,holdout,YDDL,2026-08-31T12:12:00+00:00,2026-08-31T12:12:00.048820+00:00,True,"Reached +5%; 0m price -0.42%, range -0.42% to -0.42%, vol +1.24x, hist rising, dot 3, ATR long, VWAP below; 3m price -1.67%, range -2.09% to -0.42%, vol +1.66x, hist falling, dot 0, ATR long, VWAP below; 5m price -2.51%, range -2.51% to -0.42%, vol +0.67x, hist falling, dot 0, ATR long, VWAP below; 10m price +0.00%, range -2.93% to +2.09%, vol +1.50x, hist rising, dot 3, ATR long, VWAP below",3m: volume_ratio_20 >= +1 AND macd_histogram_direction is falling
2026-08-31,holdout,AEHL,2026-08-31T12:19:00+00:00,2026-08-31T12:19:02.645065+00:00,True,"Reached +5%; 0m price -0.33%, range -0.33% to -0.33%, vol +2.11x, hist rising, dot 3, ATR long, VWAP below; 3m price -0.66%, range -0.66% to +0.82%, vol +0.74x, hist falling, dot 2, ATR long, VWAP below; 5m price -0.66%, range -0.66% to +0.82%, vol +0.65x, hist falling, dot 2, ATR long, VWAP below; 10m price -0.82%, range -1.48% to +0.82%, vol +0.86x, hist rising, dot 3, ATR long, VWAP below",no selected early failure combination present
2026-08-31,holdout,YDDL,2026-08-31T13:35:00+00:00,2026-08-31T13:35:00.171569+00:00,False,"Did not reach +5%; 0m price -0.39%, range -0.39% to -0.39%, vol +6.10x, hist rising, dot 3, ATR long, VWAP above; 3m price -4.67%, range -9.34% to +1.95%, vol +1.36x, hist falling, dot 2, ATR long, VWAP above; 5m price -2.72%, range -9.34% to +1.95%, vol +0.96x, hist rising, dot 3, ATR long, VWAP above; 10m price -3.89%, range -9.34% to +1.95%, vol +0.58x, hist falling, dot 3, ATR long, VWAP above",3m: volume_ratio_20 >= +1 AND macd_histogram_direction is falling; 10m: price_vs_entry_pct <= -1 AND max_up_so_far_pct <= +4
2026-08-31,holdout,AEHL,2026-08-31T14:32:00+00:00,2026-08-31T14:32:00.134395+00:00,False,"Did not reach +5%; 0m price -0.63%, range -0.63% to -0.63%, vol +3.62x, hist rising, dot 3, ATR long, VWAP below; 3m price -1.25%, range -2.04% to +1.25%, vol +1.11x, hist falling, dot 3, ATR long, VWAP below; 5m price -2.35%, range -2.66% to +1.25%, vol +0.65x, hist falling, dot 0, ATR long, VWAP below; 10m price +1.10%, range -2.82% to +1.41%, vol +1.67x, hist rising, dot 3, ATR long, VWAP below",3m: volume_ratio_20 >= +1 AND macd_histogram_direction is falling
2026-08-31,holdout,RDHL,2026-08-31T14:40:00+00:00,2026-08-31T14:40:02.694482+00:00,False,"Did not reach +5%; 0m price -0.88%, range -0.88% to -0.88%, vol +2.02x, hist rising, dot 3, ATR long, VWAP below; 3m price -3.54%, range -3.54% to -0.88%, vol +0.30x, hist falling, dot 0, ATR long, VWAP below; 5m price -5.31%, range -5.31% to -0.88%, vol +0.45x, hist falling, dot 0, ATR long, VWAP below; 10m price -6.19%, range -7.08% to -0.88%, vol +1.54x, hist falling, dot 1, ATR long, VWAP below",10m: price_vs_entry_pct <= -1 AND max_up_so_far_pct <= +4
2026-08-31,holdout,AEHL,2026-08-31T15:23:00+00:00,2026-08-31T15:23:00.894675+00:00,True,"Reached +5%; 0m price -0.62%, range -0.62% to -0.62%, vol +1.66x, hist rising, dot 3, ATR long, VWAP below; 3m price -2.79%, range -3.25% to -0.31%, vol +1.06x, hist falling, dot 0, ATR long, VWAP below; 5m price -3.56%, range -3.56% to -0.31%, vol +0.86x, hist falling, dot 0, ATR long, VWAP below; 10m price -1.24%, range -3.56% to -0.31%, vol +1.07x, hist rising, dot 3, ATR long, VWAP below",3m: volume_ratio_20 >= +1 AND macd_histogram_direction is falling; 10m: price_vs_entry_pct <= -1 AND max_up_so_far_pct <= +4
2026-08-31,holdout,WETO,2026-08-31T16:21:00+00:00,2026-08-31T16:21:00.121548+00:00,False,"Did not reach +5%; 0m price -1.68%, range -1.68% to -1.68%, vol +2.27x, hist rising, dot 3, ATR long, VWAP below; 3m price -5.33%, range -5.79% to -1.68%, vol +0.52x, hist falling, dot 2, ATR long, VWAP below; 5m price -5.61%, range -5.79% to -1.68%, vol +0.26x, hist falling, dot 0, ATR long, VWAP below; 10m price -8.41%, range -8.41% to -1.68%, vol +1.58x, hist falling, dot 0, ATR long, VWAP below",10m: price_vs_entry_pct <= -1 AND max_up_so_far_pct <= +4
2026-08-31,holdout,NCRA,2026-08-31T16:25:00+00:00,2026-08-31T16:25:00.397911+00:00,False,"Did not reach +5%; 0m price -0.33%, range -0.33% to -0.33%, vol +1.46x, hist rising, dot 3, ATR long, VWAP above; 3m price -7.54%, range -9.18% to +2.95%, vol +0.84x, hist falling, dot 0, ATR long, VWAP above; 5m price -5.25%, range -9.18% to +2.95%, vol +0.47x, hist rising, dot 3, ATR long, VWAP above; 10m price -2.95%, range -9.18% to +2.95%, vol +0.73x, hist rising, dot 3, ATR long, VWAP above",10m: price_vs_entry_pct <= -1 AND max_up_so_far_pct <= +4
2026-08-31,holdout,WETO,2026-08-31T16:47:00+00:00,2026-08-31T16:47:00.029010+00:00,True,"Reached +5%; 0m price -0.38%, range -0.38% to -0.38%, vol +2.58x, hist rising, dot 3, ATR long, VWAP below; 3m price +3.93%, range -1.06% to +6.33%, vol +3.62x, hist rising, dot 3, ATR long, VWAP below; 5m price +6.33%, range -1.06% to +6.72%, vol +1.50x, hist rising, dot 3, ATR long, VWAP above; 10m price +8.45%, range -1.06% to +13.44%, vol +0.66x, hist falling, dot 1, ATR long, VWAP above",no selected early failure combination present
2026-08-31,holdout,RDHL,2026-08-31T17:03:00+00:00,2026-08-31T17:03:00.466251+00:00,False,"Did not reach +5%; 0m price -0.91%, range -0.91% to -0.91%, vol +6.45x, hist rising, dot 3, ATR long, VWAP below; 3m price -0.91%, range -0.91% to +1.82%, vol +1.50x, hist falling, dot 3, ATR long, VWAP below; 5m price -0.91%, range -0.91% to +1.82%, vol +0.54x, hist falling, dot 0, ATR long, VWAP below; 10m price -3.64%, range -5.45% to +1.82%, vol +0.21x, hist rising, dot 3, ATR long, VWAP below",3m: volume_ratio_20 >= +1 AND macd_histogram_direction is falling; 10m: price_vs_entry_pct <= -1 AND max_up_so_far_pct <= +4
2026-08-31,holdout,AEHL,2026-08-31T18:15:00+00:00,2026-08-31T18:15:03.000092+00:00,True,"Reached +5%; 0m price -0.79%, range -0.79% to -0.79%, vol +2.09x, hist rising, dot 3, ATR long, VWAP below; 3m price -1.42%, range -1.42% to -0.63%, vol +0.63x, hist falling, dot 2, ATR long, VWAP below; 5m price -1.42%, range -1.74% to -0.63%, vol +0.62x, hist falling, dot 0, ATR long, VWAP below; 10m price -0.95%, range -1.74% to -0.32%, vol +1.31x, hist falling, dot 3, ATR long, VWAP below",no selected early failure combination present
2026-08-31,holdout,NCRA,2026-08-31T18:36:00+00:00,2026-08-31T18:36:02.717829+00:00,False,"Did not reach +5%; 0m price -0.33%, range -0.33% to -0.33%, vol +4.77x, hist rising, dot 3, ATR long, VWAP above; 3m price -0.67%, range -1.34% to +1.34%, vol +1.18x, hist falling, dot 3, ATR long, VWAP above; 5m price -1.34%, range -2.34% to +1.34%, vol +0.55x, hist falling, dot 0, ATR long, VWAP above; 10m price +0.33%, range -2.68% to +1.34%, vol +3.29x, hist rising, dot 3, ATR long, VWAP above",3m: volume_ratio_20 >= +1 AND macd_histogram_direction is falling
2026-08-31,holdout,NCRA,2026-08-31T19:12:00+00:00,2026-08-31T19:12:02.357047+00:00,False,"Did not reach +5%; 0m price -0.98%, range -0.98% to -0.98%, vol +2.76x, hist rising, dot 3, ATR long, VWAP above; 3m price -0.98%, range -3.27% to -0.33%, vol +1.66x, hist falling, dot 3, ATR long, VWAP above; 5m price -1.96%, range -3.27% to -0.33%, vol +0.88x, hist falling, dot 0, ATR long, VWAP above; 10m price -1.96%, range -3.92% to -0.33%, vol +0.55x, hist falling, dot 1, ATR long, VWAP above",3m: volume_ratio_20 >= +1 AND macd_histogram_direction is falling; 10m: price_vs_entry_pct <= -1 AND max_up_so_far_pct <= +4
2026-08-31,holdout,YDDL,2026-08-31T19:40:00+00:00,2026-08-31T19:40:00.885075+00:00,False,"Did not reach +5%; 0m price -0.44%, range -0.44% to -0.44%, vol +2.71x, hist rising, dot 3, ATR long, VWAP below; 3m price -0.88%, range -1.32% to +0.44%, vol +0.93x, hist falling, dot 2, ATR long, VWAP below; 5m price -0.44%, range -1.32% to +0.44%, vol +1.06x, hist rising, dot 3, ATR long, VWAP below; 10m price +0.00%, range -3.07% to +0.44%, vol +1.61x, hist rising, dot 3, ATR long, VWAP below",nothing visible
2026-08-31,holdout,AEHL,2026-08-31T19:57:00+00:00,2026-08-31T19:57:00.065697+00:00,False,"Did not reach +5%; 0m price -0.46%, range -0.46% to -0.46%, vol +1.95x, hist rising, dot 3, ATR long, VWAP below; 3m price -1.07%, range -1.53% to +1.38%, vol +1.72x, hist falling, dot 3, ATR long, VWAP below; 5m price NA, range -1.53% to +1.38%, vol NA, hist NA, dot NA, ATR NA, VWAP NA; 10m price NA, range -1.53% to +1.38%, vol NA, hist NA, dot NA, ATR NA, VWAP NA",3m: volume_ratio_20 >= +1 AND macd_histogram_direction is falling
2026-08-31,holdout,NCRA,2026-08-31T19:57:00+00:00,2026-08-31T19:57:03.370460+00:00,False,"Did not reach +5%; 0m price -0.69%, range -0.69% to -0.69%, vol +2.79x, hist rising, dot 3, ATR long, VWAP above; 3m price -1.04%, range -1.38% to +2.77%, vol +2.64x, hist falling, dot 0, ATR long, VWAP above; 5m price NA, range -1.38% to +2.77%, vol NA, hist NA, dot NA, ATR NA, VWAP NA; 10m price NA, range -1.38% to +2.77%, vol NA, hist NA, dot NA, ATR NA, VWAP NA",3m: volume_ratio_20 >= +1 AND macd_histogram_direction is falling
2026-09-01,holdout,SSM,2026-09-01T12:52:00+00:00,2026-09-01T12:52:00.103711+00:00,False,"Did not reach +5%; 0m price -0.26%, range -0.26% to -0.26%, vol +0.47x, hist rising, dot 3, ATR long, VWAP below; 3m price -0.26%, range -0.79% to +0.26%, vol +1.16x, hist falling, dot 3, ATR long, VWAP below; 5m price -1.05%, range -1.05% to +0.26%, vol +0.68x, hist falling, dot 0, ATR long, VWAP below; 10m price -2.63%, range -2.63% to +0.26%, vol +1.03x, hist falling, dot 0, ATR long, VWAP below",3m: volume_ratio_20 >= +1 AND macd_histogram_direction is falling; 10m: price_vs_entry_pct <= -1 AND max_up_so_far_pct <= +4
2026-09-01,holdout,BIAF,2026-09-01T13:03:00+00:00,2026-09-01T13:03:00.041311+00:00,True,"Reached +5%; 0m price -0.45%, range -0.45% to -0.45%, vol +2.04x, hist rising, dot 3, ATR long, VWAP below; 3m price -2.09%, range -4.32% to -0.15%, vol +0.45x, hist falling, dot 2, ATR long, VWAP below; 5m price +2.24%, range -4.32% to +2.53%, vol +2.39x, hist rising, dot 3, ATR long, VWAP below; 10m price +0.75%, range -4.32% to +3.43%, vol +0.51x, hist falling, dot 1, ATR long, VWAP below",no selected early failure combination present
2026-09-01,holdout,SSM,2026-09-01T13:38:00+00:00,2026-09-01T13:38:00.013530+00:00,True,"Reached +5%; 0m price -0.50%, range -0.50% to -0.50%, vol +6.02x, hist rising, dot 3, ATR long, VWAP above; 3m price -1.75%, range -2.50% to +6.00%, vol +3.06x, hist falling, dot 3, ATR long, VWAP below; 5m price +3.25%, range -2.50% to +6.00%, vol +3.54x, hist rising, dot 3, ATR long, VWAP above; 10m price +7.50%, range -2.50% to +8.25%, vol +2.23x, hist rising, dot 3, ATR long, VWAP above",3m: volume_ratio_20 >= +1 AND macd_histogram_direction is falling
