session_day_et,symbol,policy,entry_slot,entry_mode,order_type,scanner_window_start,scanner_window_end,arm_bar_ts_ms,signal_ts,entry_ts,entry_px,target_px,floor_px,exit_trigger_ts,exit_ts,exit_px,exit_reason,ret_pct,duration_seconds,mfe_pct,mae_pct,first_plus_1_ts,first_plus_2_ts,first_minus_1_ts,first_minus_2_ts,quotes_observed
2026-08-24,XPON,target+2_floor-1,first,resting,STOP_LIMIT,2026-08-24T12:34:07+00:00,,0,2026-08-24T17:23:00+00:00,2026-08-24T17:31:59.346000+00:00,7.22,7.3644,7.147799999999999,2026-08-24T17:32:00.617511+00:00,2026-08-24T17:32:00.617659+00:00,7.11,floor,-1.5235457063711833,1.271659,0.0,-1.5235457063711833,,,2026-08-24T17:32:00.617511+00:00,,2
2026-08-24,XPON,target+2_floor-1,reclaim,resting,STOP_LIMIT,2026-08-24T12:34:07+00:00,,1787592660000,2026-08-24T17:35:00+00:00,2026-08-24T18:06:35.580000+00:00,7.52,7.6704,7.4448,2026-08-24T18:06:44.104586+00:00,2026-08-24T18:06:44.104829+00:00,7.44,floor,-1.0638297872340319,8.524829,0.0,-1.0638297872340319,,,2026-08-24T18:06:44.104586+00:00,,68
2026-08-24,XPON,target+2_floor-1,first,resting,STOP_LIMIT,2026-08-24T12:34:07+00:00,,0,2026-08-24T18:36:00+00:00,2026-08-24T18:38:43.267000+00:00,7.38,7.5276,7.3062,2026-08-24T18:38:43.738048+00:00,2026-08-24T18:38:43.738558+00:00,7.28,floor,-1.3550135501354965,0.471558,0.0,-1.3550135501354965,,,2026-08-24T18:38:43.738048+00:00,,4
2026-08-24,XPON,target+2_floor-1,reclaim,resting,STOP_LIMIT,2026-08-24T12:34:07+00:00,,1787597460000,2026-08-24T18:54:00+00:00,2026-08-24T18:55:09.410000+00:00,7.74,7.8948,7.6626,2026-08-24T18:55:09.961368+00:00,2026-08-24T18:55:10.060245+00:00,7.67,floor,-0.9043927648578847,0.650245,0.0,-1.0335917312661507,,,2026-08-24T18:55:09.961368+00:00,,4
2026-08-24,XPON,target+2_floor+0,first,resting,STOP_LIMIT,2026-08-24T12:34:07+00:00,,0,2026-08-24T13:33:00+00:00,2026-08-24T13:33:26.763000+00:00,8.73,8.9046,8.73,2026-08-24T13:33:26.848327+00:00,2026-08-24T13:33:26.849295+00:00,8.65,floor,-0.9163802978235975,0.086295,0.0,-0.9163802978235975,,,,,2
2026-08-24,XPON,target+2_floor+0,first,resting,STOP_LIMIT,2026-08-24T12:34:07+00:00,,0,2026-08-24T14:29:00+00:00,2026-08-24T14:54:06.629000+00:00,7.13,7.2726,7.13,2026-08-24T14:54:06.943903+00:00,2026-08-24T14:54:06.944978+00:00,7.07,floor,-0.8415147265077085,0.315978,0.0,-0.8415147265077085,,,,,2
2026-08-24,XPON,target+2_floor+0,reclaim,resting,STOP_LIMIT,2026-08-24T12:34:07+00:00,,1787583300000,2026-08-24T14:58:00+00:00,2026-08-24T15:01:19.240000+00:00,7.3,7.446,7.3,2026-08-24T15:01:19.879080+00:00,2026-08-24T15:01:19.879577+00:00,7.27,floor,-0.41095890410959246,0.639577,0.0,-0.41095890410959246,,,,,2
2026-08-24,XPON,target+2_floor+0,first,resting,STOP_LIMIT,2026-08-24T12:34:07+00:00,,0,2026-08-24T16:49:00+00:00,2026-08-24T17:03:07.843000+00:00,7.65,7.803000000000001,7.65,2026-08-24T17:03:07.864326+00:00,2026-08-24T17:03:07.864689+00:00,7.59,floor,-0.7843137254902025,0.021689,0.0,-0.7843137254902025,,,,,2
2026-08-24,XPON,target+2_floor+0,first,resting,STOP_LIMIT,2026-08-24T12:34:07+00:00,,0,2026-08-24T17:23:00+00:00,2026-08-24T17:31:59.346000+00:00,7.22,7.3644,7.22,2026-08-24T17:32:00.617511+00:00,2026-08-24T17:32:00.617659+00:00,7.11,floor,-1.5235457063711833,1.271659,0.0,-1.5235457063711833,,,2026-08-24T17:32:00.617511+00:00,,2
2026-08-24,XPON,target+2_floor+0,reclaim,resting,STOP_LIMIT,2026-08-24T12:34:07+00:00,,1787592660000,2026-08-24T17:35:00+00:00,2026-08-24T18:06:35.580000+00:00,7.52,7.6704,7.52,2026-08-24T18:06:35.921490+00:00,2026-08-24T18:06:37.373547+00:00,7.48,floor,-0.5319148936170099,1.793547,0.0,-0.5319148936170099,,,,,2
2026-08-24,XPON,target+2_floor+0,first,resting,STOP_LIMIT,2026-08-24T12:34:07+00:00,,0,2026-08-24T18:36:00+00:00,2026-08-24T18:38:43.267000+00:00,7.38,7.5276,7.38,2026-08-24T18:38:43.736496+00:00,2026-08-24T18:38:43.736923+00:00,7.31,floor,-0.9485094850948549,0.469923,0.0,-0.9485094850948549,,,,,2
2026-08-24,XPON,target+2_floor+0,reclaim,resting,STOP_LIMIT,2026-08-24T12:34:07+00:00,,1787597460000,2026-08-24T18:54:00+00:00,2026-08-24T18:55:09.410000+00:00,7.74,7.8948,7.74,2026-08-24T18:55:09.591959+00:00,2026-08-24T18:55:09.960484+00:00,7.67,floor,-0.9043927648578847,0.550484,0.0,-0.9043927648578847,,,,,2
2026-08-25,AIXI,target+1_floor-2,first,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,0,2026-08-25T16:14:00+00:00,2026-08-25T16:22:56.155000+00:00,1.16,1.1716,1.1367999999999998,2026-08-25T16:25:19.627294+00:00,2026-08-25T16:25:19.627792+00:00,1.13,floor,-2.5862068965517264,143.472792,0.0,-2.5862068965517264,,,2026-08-25T16:24:54.410416+00:00,2026-08-25T16:25:19.627294+00:00,190
2026-08-25,AIXI,target+1_floor-2,reclaim,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,1787674980000,2026-08-25T16:26:00+00:00,2026-08-25T16:29:11.222000+00:00,1.17,1.1817,1.1465999999999998,2026-08-25T16:29:28.501750+00:00,2026-08-25T16:29:28.501750+00:00,1.1817,target,1.0000000000000038,17.27975,1.7094017094017109,-0.8547008547008554,2026-08-25T16:29:28.501750+00:00,,,,59
2026-08-25,AIXI,target+1_floor-2,reclaim,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,1787679300000,2026-08-25T17:38:00+00:00,2026-08-25T17:38:30.138000+00:00,1.29,1.3029,1.2642,2026-08-25T17:38:56.022902+00:00,2026-08-25T17:38:56.023689+00:00,1.26,floor,-2.325581395348839,25.885689,0.0,-2.325581395348839,,,2026-08-25T17:38:55.996552+00:00,2026-08-25T17:38:56.022902+00:00,73
2026-08-25,AIXI,target+1_floor-2,first,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,0,2026-08-25T17:57:00+00:00,2026-08-25T18:12:09.641000+00:00,1.24,1.2524,1.2152,2026-08-25T18:12:43.912971+00:00,2026-08-25T18:12:43.912971+00:00,1.2524,target,0.9999999999999972,34.271971,1.6129032258064528,-1.6129032258064528,2026-08-25T18:12:43.912971+00:00,,2026-08-25T18:12:11.262039+00:00,,226
2026-08-25,AIXI,target+1_floor-2,first,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,0,2026-08-25T19:28:00+00:00,2026-08-25T19:44:25.800000+00:00,1.25,1.2625,1.225,2026-08-25T19:44:34.979353+00:00,2026-08-25T19:44:34.979353+00:00,1.2625,target,0.9999999999999963,9.179353,1.6000000000000014,-0.8000000000000007,2026-08-25T19:44:34.979353+00:00,,,,78
2026-08-25,AIXI,target+1_floor-2,reclaim,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,1787687040000,2026-08-25T19:52:00+00:00,2026-08-25T19:53:58.736000+00:00,1.3,1.3130000000000002,1.274,2026-08-25T19:54:14.241827+00:00,2026-08-25T19:54:14.241827+00:00,1.3130000000000002,target,1.0000000000000093,15.505827,1.5384615384615397,-1.5384615384615397,2026-08-25T19:54:14.241827+00:00,,2026-08-25T19:54:07.756007+00:00,,191
2026-08-25,AIXI,target+1_floor-1,first,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,0,2026-08-25T16:14:00+00:00,2026-08-25T16:22:56.155000+00:00,1.16,1.1716,1.1483999999999999,2026-08-25T16:24:54.410416+00:00,2026-08-25T16:24:54.410654+00:00,1.14,floor,-1.7241379310344844,118.255654,0.0,-1.7241379310344844,,,2026-08-25T16:24:54.410416+00:00,,167
2026-08-25,AIXI,target+1_floor-1,reclaim,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,1787674980000,2026-08-25T16:26:00+00:00,2026-08-25T16:29:11.222000+00:00,1.17,1.1817,1.1582999999999999,2026-08-25T16:29:28.501750+00:00,2026-08-25T16:29:28.501750+00:00,1.1817,target,1.0000000000000038,17.27975,1.7094017094017109,-0.8547008547008554,2026-08-25T16:29:28.501750+00:00,,,,59
2026-08-25,AIXI,target+1_floor-1,reclaim,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,1787679300000,2026-08-25T17:38:00+00:00,2026-08-25T17:38:30.138000+00:00,1.29,1.3029,1.2771000000000001,2026-08-25T17:38:55.996552+00:00,2026-08-25T17:38:55.997373+00:00,1.27,floor,-1.5503875968992262,25.859373,0.0,-1.5503875968992262,,,2026-08-25T17:38:55.996552+00:00,,54
2026-08-25,AIXI,target+1_floor-1,first,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,0,2026-08-25T17:57:00+00:00,2026-08-25T18:12:09.641000+00:00,1.24,1.2524,1.2276,2026-08-25T18:12:11.262039+00:00,2026-08-25T18:12:11.262330+00:00,1.22,floor,-1.6129032258064528,1.62133,0.0,-1.6129032258064528,,,2026-08-25T18:12:11.262039+00:00,,5
2026-08-25,AIXI,target+1_floor-1,first,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,0,2026-08-25T19:28:00+00:00,2026-08-25T19:44:25.800000+00:00,1.25,1.2625,1.2375,2026-08-25T19:44:34.979353+00:00,2026-08-25T19:44:34.979353+00:00,1.2625,target,0.9999999999999963,9.179353,1.6000000000000014,-0.8000000000000007,2026-08-25T19:44:34.979353+00:00,,,,78
2026-08-25,AIXI,target+1_floor-1,reclaim,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,1787687040000,2026-08-25T19:52:00+00:00,2026-08-25T19:53:58.736000+00:00,1.3,1.3130000000000002,1.287,2026-08-25T19:54:07.756007+00:00,2026-08-25T19:54:07.828860+00:00,1.28,floor,-1.5384615384615397,9.09286,0.0,-1.5384615384615397,,,2026-08-25T19:54:07.756007+00:00,,38
2026-08-25,AIXI,target+1_floor+0,first,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,0,2026-08-25T16:14:00+00:00,2026-08-25T16:22:56.155000+00:00,1.16,1.1716,1.16,2026-08-25T16:22:56.399889+00:00,2026-08-25T16:22:57.155717+00:00,1.15,floor,-0.8620689655172422,1.000717,0.0,-0.8620689655172422,,,,,2
2026-08-25,AIXI,target+1_floor+0,reclaim,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,1787674980000,2026-08-25T16:26:00+00:00,2026-08-25T16:29:11.222000+00:00,1.17,1.1817,1.17,2026-08-25T16:29:11.470501+00:00,2026-08-25T16:29:12.061074+00:00,1.16,floor,-0.8547008547008554,0.839074,0.0,-0.8547008547008554,,,,,2
2026-08-25,AIXI,target+1_floor+0,reclaim,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,1787679300000,2026-08-25T17:38:00+00:00,2026-08-25T17:38:30.138000+00:00,1.29,1.3029,1.29,2026-08-25T17:38:30.440969+00:00,2026-08-25T17:38:31.287693+00:00,1.28,floor,-0.7751937984496131,1.149693,0.0,-0.7751937984496131,,,,,2
2026-08-25,AIXI,target+1_floor+0,first,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,0,2026-08-25T17:57:00+00:00,2026-08-25T18:12:09.641000+00:00,1.24,1.2524,1.24,2026-08-25T18:12:10.353728+00:00,2026-08-25T18:12:11.260411+00:00,1.23,floor,-0.8064516129032264,1.619411,0.0,-0.8064516129032264,,,,,2
2026-08-25,AIXI,target+1_floor+0,first,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,0,2026-08-25T19:28:00+00:00,2026-08-25T19:44:25.800000+00:00,1.25,1.2625,1.25,2026-08-25T19:44:25.908240+00:00,2026-08-25T19:44:25.908553+00:00,1.24,floor,-0.8000000000000007,0.108553,0.0,-0.8000000000000007,,,,,2
2026-08-25,AIXI,target+1_floor+0,reclaim,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,1787687040000,2026-08-25T19:52:00+00:00,2026-08-25T19:53:58.736000+00:00,1.3,1.3130000000000002,1.3,2026-08-25T19:53:59.009043+00:00,2026-08-25T19:53:59.175860+00:00,1.29,floor,-0.7692307692307698,0.43986,0.0,-0.7692307692307698,,,,,2
2026-08-25,AIXI,target+2_floor-2,first,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,0,2026-08-25T16:14:00+00:00,2026-08-25T16:22:56.155000+00:00,1.16,1.1832,1.1367999999999998,2026-08-25T16:25:19.627294+00:00,2026-08-25T16:25:19.627792+00:00,1.13,floor,-2.5862068965517264,143.472792,0.0,-2.5862068965517264,,,2026-08-25T16:24:54.410416+00:00,2026-08-25T16:25:19.627294+00:00,190
2026-08-25,AIXI,target+2_floor-2,reclaim,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,1787674980000,2026-08-25T16:26:00+00:00,2026-08-25T16:29:11.222000+00:00,1.17,1.1934,1.1465999999999998,2026-08-25T16:29:30.981119+00:00,2026-08-25T16:29:30.981119+00:00,1.1934,target,2.0000000000000075,19.759119,2.5641025641025665,-0.8547008547008554,2026-08-25T16:29:28.501750+00:00,2026-08-25T16:29:30.981119+00:00,,,82
2026-08-25,AIXI,target+2_floor-2,reclaim,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,1787679300000,2026-08-25T17:38:00+00:00,2026-08-25T17:38:30.138000+00:00,1.29,1.3158,1.2642,2026-08-25T17:38:56.022902+00:00,2026-08-25T17:38:56.023689+00:00,1.26,floor,-2.325581395348839,25.885689,0.0,-2.325581395348839,,,2026-08-25T17:38:55.996552+00:00,2026-08-25T17:38:56.022902+00:00,73
2026-08-25,AIXI,target+2_floor-2,first,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,0,2026-08-25T17:57:00+00:00,2026-08-25T18:12:09.641000+00:00,1.24,1.2648,1.2152,2026-08-25T18:13:01.494270+00:00,2026-08-25T18:13:01.494270+00:00,1.2648,target,1.9999999999999944,51.85327,2.4193548387096793,-1.6129032258064528,2026-08-25T18:12:43.912971+00:00,2026-08-25T18:13:01.494270+00:00,2026-08-25T18:12:11.262039+00:00,,296
2026-08-25,AIXI,target+2_floor-2,first,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,0,2026-08-25T19:28:00+00:00,2026-08-25T19:44:25.800000+00:00,1.25,1.275,1.225,2026-08-25T19:45:52.158186+00:00,2026-08-25T19:45:52.158186+00:00,1.275,target,1.9999999999999927,86.358186,2.400000000000002,-0.8000000000000007,2026-08-25T19:44:34.979353+00:00,2026-08-25T19:45:52.158186+00:00,,,472
2026-08-25,AIXI,target+2_floor-2,reclaim,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,1787687040000,2026-08-25T19:52:00+00:00,2026-08-25T19:53:58.736000+00:00,1.3,1.326,1.274,2026-08-25T19:54:23.124505+00:00,2026-08-25T19:54:23.124505+00:00,1.326,target,2.0000000000000018,24.388505,2.3076923076923097,-1.5384615384615397,2026-08-25T19:54:14.241827+00:00,2026-08-25T19:54:23.124505+00:00,2026-08-25T19:54:07.756007+00:00,,239
2026-08-25,AIXI,target+2_floor-1,first,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,0,2026-08-25T16:14:00+00:00,2026-08-25T16:22:56.155000+00:00,1.16,1.1832,1.1483999999999999,2026-08-25T16:24:54.410416+00:00,2026-08-25T16:24:54.410654+00:00,1.14,floor,-1.7241379310344844,118.255654,0.0,-1.7241379310344844,,,2026-08-25T16:24:54.410416+00:00,,167
2026-08-25,AIXI,target+2_floor-1,reclaim,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,1787674980000,2026-08-25T16:26:00+00:00,2026-08-25T16:29:11.222000+00:00,1.17,1.1934,1.1582999999999999,2026-08-25T16:29:30.981119+00:00,2026-08-25T16:29:30.981119+00:00,1.1934,target,2.0000000000000075,19.759119,2.5641025641025665,-0.8547008547008554,2026-08-25T16:29:28.501750+00:00,2026-08-25T16:29:30.981119+00:00,,,82
2026-08-25,AIXI,target+2_floor-1,reclaim,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,1787679300000,2026-08-25T17:38:00+00:00,2026-08-25T17:38:30.138000+00:00,1.29,1.3158,1.2771000000000001,2026-08-25T17:38:55.996552+00:00,2026-08-25T17:38:55.997373+00:00,1.27,floor,-1.5503875968992262,25.859373,0.0,-1.5503875968992262,,,2026-08-25T17:38:55.996552+00:00,,54
2026-08-25,AIXI,target+2_floor-1,first,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,0,2026-08-25T17:57:00+00:00,2026-08-25T18:12:09.641000+00:00,1.24,1.2648,1.2276,2026-08-25T18:12:11.262039+00:00,2026-08-25T18:12:11.262330+00:00,1.22,floor,-1.6129032258064528,1.62133,0.0,-1.6129032258064528,,,2026-08-25T18:12:11.262039+00:00,,5
2026-08-25,AIXI,target+2_floor-1,first,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,0,2026-08-25T19:28:00+00:00,2026-08-25T19:44:25.800000+00:00,1.25,1.275,1.2375,2026-08-25T19:45:52.158186+00:00,2026-08-25T19:45:52.158186+00:00,1.275,target,1.9999999999999927,86.358186,2.400000000000002,-0.8000000000000007,2026-08-25T19:44:34.979353+00:00,2026-08-25T19:45:52.158186+00:00,,,472
2026-08-25,AIXI,target+2_floor-1,reclaim,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,1787687040000,2026-08-25T19:52:00+00:00,2026-08-25T19:53:58.736000+00:00,1.3,1.326,1.287,2026-08-25T19:54:07.756007+00:00,2026-08-25T19:54:07.828860+00:00,1.28,floor,-1.5384615384615397,9.09286,0.0,-1.5384615384615397,,,2026-08-25T19:54:07.756007+00:00,,38
2026-08-25,AIXI,target+2_floor+0,first,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,0,2026-08-25T16:14:00+00:00,2026-08-25T16:22:56.155000+00:00,1.16,1.1832,1.16,2026-08-25T16:22:56.399889+00:00,2026-08-25T16:22:57.155717+00:00,1.15,floor,-0.8620689655172422,1.000717,0.0,-0.8620689655172422,,,,,2
2026-08-25,AIXI,target+2_floor+0,reclaim,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,1787674980000,2026-08-25T16:26:00+00:00,2026-08-25T16:29:11.222000+00:00,1.17,1.1934,1.17,2026-08-25T16:29:11.470501+00:00,2026-08-25T16:29:12.061074+00:00,1.16,floor,-0.8547008547008554,0.839074,0.0,-0.8547008547008554,,,,,2
2026-08-25,AIXI,target+2_floor+0,reclaim,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,1787679300000,2026-08-25T17:38:00+00:00,2026-08-25T17:38:30.138000+00:00,1.29,1.3158,1.29,2026-08-25T17:38:30.440969+00:00,2026-08-25T17:38:31.287693+00:00,1.28,floor,-0.7751937984496131,1.149693,0.0,-0.7751937984496131,,,,,2
2026-08-25,AIXI,target+2_floor+0,first,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,0,2026-08-25T17:57:00+00:00,2026-08-25T18:12:09.641000+00:00,1.24,1.2648,1.24,2026-08-25T18:12:10.353728+00:00,2026-08-25T18:12:11.260411+00:00,1.23,floor,-0.8064516129032264,1.619411,0.0,-0.8064516129032264,,,,,2
2026-08-25,AIXI,target+2_floor+0,first,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,0,2026-08-25T19:28:00+00:00,2026-08-25T19:44:25.800000+00:00,1.25,1.275,1.25,2026-08-25T19:44:25.908240+00:00,2026-08-25T19:44:25.908553+00:00,1.24,floor,-0.8000000000000007,0.108553,0.0,-0.8000000000000007,,,,,2
2026-08-25,AIXI,target+2_floor+0,reclaim,resting,STOP_LIMIT,2026-08-25T13:53:46+00:00,,1787687040000,2026-08-25T19:52:00+00:00,2026-08-25T19:53:58.736000+00:00,1.3,1.326,1.3,2026-08-25T19:53:59.009043+00:00,2026-08-25T19:53:59.175860+00:00,1.29,floor,-0.7692307692307698,0.43986,0.0,-0.7692307692307698,,,,,2
2026-08-25,DAIC,target+1_floor-2,first,resting,STOP_LIMIT,2026-08-25T08:14:09+00:00,,0,2026-08-25T15:25:00+00:00,2026-08-25T15:36:53.044000+00:00,3.2,3.232,3.136,2026-08-25T15:37:47.391787+00:00,2026-08-25T15:37:47.392648+00:00,3.13,floor,-2.187500000000009,54.348648,0.0,-2.187500000000009,,,2026-08-25T15:36:53.698035+00:00,2026-08-25T15:37:47.391787+00:00,270
2026-08-25,DAIC,target+1_floor-2,first,resting,STOP_LIMIT,2026-08-25T08:14:09+00:00,,0,2026-08-25T15:38:00+00:00,2026-08-25T16:04:47.455000+00:00,3.2,3.232,3.136,2026-08-25T16:04:57.374326+00:00,2026-08-25T16:04:57.374655+00:00,3.14,floor,-1.8750000000000018,9.919655,0.0,-2.187500000000009,,,2026-08-25T16:04:57.369083+00:00,2026-08-25T16:04:57.374326+00:00,63
2026-08-25,DAIC,target+1_floor-2,reclaim,resting,STOP_LIMIT,2026-08-25T08:14:09+00:00,,1787673900000,2026-08-25T16:08:00+00:00,2026-08-25T16:10:54.265000+00:00,3.52,3.5552,3.4495999999999998,2026-08-25T16:11:11.956114+00:00,2026-08-25T16:11:11.956387+00:00,3.44,floor,-2.2727272727272747,17.691387,0.8522727272727216,-2.2727272727272747,,,2026-08-25T16:11:01.185293+00:00,2026-08-25T16:11:11.956114+00:00,248
2026-08-25,DAIC,target+1_floor-2,reclaim,resting,STOP_LIMIT,2026-08-25T08:14:09+00:00,,1787680920000,2026-08-25T18:07:00+00:00,2026-08-25T18:10:24.827000+00:00,3.78,3.8177999999999996,3.7043999999999997,2026-08-25T18:11:02.581136+00:00,2026-08-25T18:11:02.786215+00:00,3.71,floor,-1.8518518518518476,37.959215,0.0,-2.1164021164021065,,,2026-08-25T18:10:29.845559+00:00,2026-08-25T18:11:02.581136+00:00,174
2026-08-25,DAIC,target+1_floor-2,reclaim,resting,STOP_LIMIT,2026-08-25T08:14:09+00:00,,1787687040000,2026-08-25T19:47:00+00:00,2026-08-25T19:48:31.394000+00:00,3.94,3.9794,3.8611999999999997,2026-08-25T19:49:39.985207+00:00,2026-08-25T19:49:39.985441+00:00,3.85,floor,-2.2842639593908594,68.591441,0.7614213197969607,-2.2842639593908594,,,2026-08-25T19:48:34.422683+00:00,2026-08-25T19:49:39.985207+00:00,837
2026-08-25,DAIC,target+1_floor-1,first,resting,STOP_LIMIT,2026-08-25T08:14:09+00:00,,0,2026-08-25T15:25:00+00:00,2026-08-25T15:36:53.044000+00:00,3.2,3.232,3.168,2026-08-25T15:36:53.698035+00:00,2026-08-25T15:36:53.698422+00:00,3.16,floor,-1.250000000000001,0.654422,0.0,-1.250000000000001,,,2026-08-25T15:36:53.698035+00:00,,3
2026-08-25,DAIC,target+1_floor-1,reclaim,resting,STOP_LIMIT,2026-08-25T08:14:09+00:00,,1787673900000,2026-08-25T16:08:00+00:00,2026-08-25T16:10:54.265000+00:00,3.52,3.5552,3.4848,2026-08-25T16:11:01.185293+00:00,2026-08-25T16:11:01.185562+00:00,3.48,floor,-1.1363636363636374,6.920562,0.0,-1.1363636363636374,,,2026-08-25T16:11:01.185293+00:00,,58
2026-08-25,DAIC,target+1_floor-1,reclaim,resting,STOP_LIMIT,2026-08-25T08:14:09+00:00,,1787680920000,2026-08-25T18:07:00+00:00,2026-08-25T18:10:24.827000+00:00,3.78,3.8177999999999996,3.7422,2026-08-25T18:10:29.845559+00:00,2026-08-25T18:10:31.278188+00:00,3.74,floor,-1.0582010582010475,6.451188,0.0,-1.0582010582010475,,,2026-08-25T18:10:29.845559+00:00,,80
2026-08-25,DAIC,target+1_floor-1,reclaim,resting,STOP_LIMIT,2026-08-25T08:14:09+00:00,,1787687040000,2026-08-25T19:47:00+00:00,2026-08-25T19:48:31.394000+00:00,3.94,3.9794,3.9006,2026-08-25T19:48:34.422683+00:00,2026-08-25T19:48:34.423044+00:00,3.9,floor,-1.0152284263959401,3.029044,0.0,-1.0152284263959401,,,2026-08-25T19:48:34.422683+00:00,,31
2026-08-25,DAIC,target+1_floor+0,first,resting,STOP_LIMIT,2026-08-25T08:14:09+00:00,,0,2026-08-25T15:25:00+00:00,2026-08-25T15:36:53.044000+00:00,3.2,3.232,3.2,2026-08-25T15:36:53.149013+00:00,2026-08-25T15:36:53.698035+00:00,3.16,floor,-1.250000000000001,0.654035,0.0,-1.250000000000001,,,2026-08-25T15:36:53.698035+00:00,,2
2026-08-25,DAIC,target+1_floor+0,reclaim,resting,STOP_LIMIT,2026-08-25T08:14:09+00:00,,1787673900000,2026-08-25T16:08:00+00:00,2026-08-25T16:10:54.265000+00:00,3.52,3.5552,3.52,2026-08-25T16:10:54.359117+00:00,2026-08-25T16:10:54.997504+00:00,3.5,floor,-0.5681818181818187,0.732504,0.0,-0.5681818181818187,,,,,2
2026-08-25,DAIC,target+1_floor+0,reclaim,resting,STOP_LIMIT,2026-08-25T08:14:09+00:00,,1787680920000,2026-08-25T18:07:00+00:00,2026-08-25T18:10:24.827000+00:00,3.78,3.8177999999999996,3.78,2026-08-25T18:10:24.833521+00:00,2026-08-25T18:10:24.839704+00:00,3.75,floor,-0.7936507936507886,0.012704,0.0,-0.7936507936507886,,,,,2
2026-08-25,DAIC,target+1_floor+0,reclaim,resting,STOP_LIMIT,2026-08-25T08:14:09+00:00,,1787687040000,2026-08-25T19:47:00+00:00,2026-08-25T19:48:31.394000+00:00,3.94,3.9794,3.94,2026-08-25T19:48:31.493808+00:00,2026-08-25T19:48:31.495241+00:00,3.93,floor,-0.25380710659897937,0.101241,0.0,-0.25380710659897937,,,,,2
2026-08-25,DAIC,target+2_floor-2,first,resting,STOP_LIMIT,2026-08-25T08:14:09+00:00,,0,2026-08-25T15:25:00+00:00,2026-08-25T15:36:53.044000+00:00,3.2,3.2640000000000002,3.136,2026-08-25T15:37:47.391787+00:00,2026-08-25T15:37:47.392648+00:00,3.13,floor,-2.187500000000009,54.348648,0.0,-2.187500000000009,,,2026-08-25T15:36:53.698035+00:00,2026-08-25T15:37:47.391787+00:00,270
2026-08-25,DAIC,target+2_floor-2,first,resting,STOP_LIMIT,2026-08-25T08:14:09+00:00,,0,2026-08-25T15:38:00+00:00,2026-08-25T16:04:47.455000+00:00,3.2,3.2640000000000002,3.136,2026-08-25T16:04:57.374326+00:00,2026-08-25T16:04:57.374655+00:00,3.14,floor,-1.8750000000000018,9.919655,0.0,-2.187500000000009,,,2026-08-25T16:04:57.369083+00:00,2026-08-25T16:04:57.374326+00:00,63
2026-08-25,DAIC,target+2_floor-2,reclaim,resting,STOP_LIMIT,2026-08-25T08:14:09+00:00,,1787673900000,2026-08-25T16:08:00+00:00,2026-08-25T16:10:54.265000+00:00,3.52,3.5904000000000003,3.4495999999999998,2026-08-25T16:11:11.956114+00:00,2026-08-25T16:11:11.956387+00:00,3.44,floor,-2.2727272727272747,17.691387,0.8522727272727216,-2.2727272727272747,,,2026-08-25T16:11:01.185293+00:00,2026-08-25T16:11:11.956114+00:00,248
