day,target_pct,symbol,attempt,opening_high,entry_time_et,entry_price,slip_pct,max_down_to_target_or_1000,max_down_at_et,target_at_et,target_result,note,qualification
2026-08-31,5,YDDL,1,2.49,09:34:26,2.490000,0.0000,-0.4016064257028112449799196800,09:34,09:35,09:35,ASSUMED POST-BREAK ASK FILL,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,5,RDHL,2,1.42,09:35:14,1.420000,0.0000,-0.7042253521126760563380281700,09:35,09:35,09:35,ASSUMED POST-BREAK ASK FILL,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,5,AEHL,6,6.92,09:35:19,6.960000,0.578034682080924855491329500,-15.22988505747126436781609195,09:48,-,NEVER REACHED,ASSUMED POST-BREAK ASK FILL,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,5,YDDL,2,2.49,09:35:31,2.520000,1.204819277108433734939759000,-12.69841269841269841269841270,09:54,-,NEVER REACHED,ASSUMED POST-BREAK ASK FILL,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,5,RDHL,3,1.42,09:36:00,,,,-,-,UNANSWERABLE,post-break asks do not enter the trigger-to-+1.5% fill band,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,5,YDDL,3,2.49,09:37:28,2.490000,0.0000,-11.64658634538152610441767068,09:54,-,NEVER REACHED,ASSUMED POST-BREAK ASK FILL,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,5,YDDL,4,2.49,09:38:15,2.490000,0.0000,-11.64658634538152610441767068,09:54,-,NEVER REACHED,ASSUMED POST-BREAK ASK FILL,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,5,YDDL,5,2.49,09:39:03,2.490000,0.0000,-11.64658634538152610441767068,09:54,-,NEVER REACHED,ASSUMED POST-BREAK ASK FILL,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,5,YDDL,6,2.49,09:40:00,,,,-,-,UNANSWERABLE,no positive post-break ask within 2 seconds,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,5,YDDL,7,2.49,09:41:03,2.490000,0.0000,-11.64658634538152610441767068,09:54,-,NEVER REACHED,ASSUMED POST-BREAK ASK FILL,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,5,RDHL,4,1.42,09:42:02,1.440000,1.408450704225352112676056300,-36.80555555555555555555555556,09:47,-,NEVER REACHED,ASSUMED POST-BREAK ASK FILL,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,5,YDDL,8,2.49,09:42:30,2.490000,0.0000,-11.64658634538152610441767068,09:54,-,NEVER REACHED,ASSUMED POST-BREAK ASK FILL,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,5,YDDL,9,2.49,09:43:00,2.500000,0.401606425702811244979919700,-12.00,09:54,-,NEVER REACHED,ASSUMED POST-BREAK ASK FILL,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,5,YDDL,10,2.49,09:44:00,2.520000,1.204819277108433734939759000,-12.69841269841269841269841270,09:54,-,NEVER REACHED,ASSUMED POST-BREAK ASK FILL,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-01,5,BIAF,1,7.99,09:30:05,,,,-,-,UNANSWERABLE,post-break asks remain below the fixed trigger,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-01,5,BIAF,2,7.99,09:31:43,7.990000,0.0000,-11.63954943679599499374217772,09:33,09:36,09:36,ASSUMED POST-BREAK ASK FILL,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-01,5,LIDR,1,1.61,09:34:13,1.620000,0.621118012422360248447205000,-9.259259259259259259259259260,09:39,-,NEVER REACHED,ASSUMED POST-BREAK ASK FILL,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-01,5,LIDR,2,1.61,09:35:00,1.630000,1.242236024844720496894409900,-9.815950920245398773006134970,09:39,-,NEVER REACHED,ASSUMED POST-BREAK ASK FILL,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-01,5,BIAF,3,7.99,09:36:00,7.990000,0.0000,-4.255319148936170212765957450,09:36,09:36,09:36,ASSUMED POST-BREAK ASK FILL,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-01,5,BIAF,4,7.99,09:37:00,,,,-,-,UNANSWERABLE,post-break asks do not enter the trigger-to-+1.5% fill band,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-01,5,SSM,1,3.9,09:37:41,3.900000,0.00000,-1.282051282051282051282051280,09:37,09:39,09:39,ASSUMED POST-BREAK ASK FILL,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-01,5,BIAF,5,7.99,09:38:00,,,,-,-,UNANSWERABLE,post-break asks do not enter the trigger-to-+1.5% fill band,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-01,5,SSM,2,3.9,09:38:00,,,,-,-,UNANSWERABLE,post-break asks do not enter the trigger-to-+1.5% fill band,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-01,5,SSM,3,3.9,09:39:00,,,,-,-,UNANSWERABLE,post-break asks do not enter the trigger-to-+1.5% fill band,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-01,5,SSM,4,3.9,09:51:50,3.950000,1.282051282051282051282051300,-6.835443037974683544303797470,09:54,-,NEVER REACHED,ASSUMED POST-BREAK ASK FILL,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-01,5,SSM,5,3.9,09:52:03,3.900000,0.00000,-5.641025641025641025641025640,09:54,-,NEVER REACHED,ASSUMED POST-BREAK ASK FILL,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-02,5,PPBT,1,2.46,09:30:22,,,,-,-,UNANSWERABLE,post-break asks remain below the fixed trigger,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-02,5,VIVK,1,1.11,09:30:29,1.110000,0.0000,-9.909909909909909909909909910,09:33,-,NEVER REACHED,ASSUMED POST-BREAK ASK FILL,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-02,5,VIVK,2,1.11,09:31:00,1.110000,0.0000,-9.909909909909909909909909910,09:33,-,NEVER REACHED,ASSUMED POST-BREAK ASK FILL,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-02,5,PPBT,2,2.46,09:31:08,2.460000,0.0000,-11.78861788617886178861788618,09:38,-,NEVER REACHED,ASSUMED POST-BREAK ASK FILL,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-02,5,PPBT,3,2.46,09:32:09,2.460000,0.0000,-11.78861788617886178861788618,09:38,-,NEVER REACHED,ASSUMED POST-BREAK ASK FILL,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-02,5,PPBT,4,2.46,09:33:00,,,,-,-,UNANSWERABLE,post-break asks do not enter the trigger-to-+1.5% fill band,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-02,5,PPBT,5,2.46,09:34:00,2.490000,1.219512195121951219512195100,-12.85140562248995983935742972,09:38,-,NEVER REACHED,ASSUMED POST-BREAK ASK FILL,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-02,5,PPBT,6,2.46,09:44:03,2.460000,0.0000,-11.78861788617886178861788618,09:57,-,NEVER REACHED,ASSUMED POST-BREAK ASK FILL,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-02,5,LHAI,1,1.26,09:58:44,,,,-,-,UNANSWERABLE,post-break asks remain below the fixed trigger,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-03,5,MIMI,1,1.17,09:30:08,,,,-,-,UNANSWERABLE,post-break asks remain below the fixed trigger,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-03,5,GELS,1,1.02,09:30:34,1.020000,0.0000,-4.843137254901960784313725490,09:32,09:37,09:37,ASSUMED POST-BREAK ASK FILL,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-03,5,GELS,2,1.02,09:31:00,1.030000,0.980392156862745098039215700,-5.766990291262135922330097090,09:32,09:37,09:37,ASSUMED POST-BREAK ASK FILL,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
