session_day_et,symbol,buy_signal_ts,entry_ts,entry_px,reached_5,checkpoint_minutes,checkpoint_ts,quote_ts,current_return_pct,max_up_so_far_pct,max_down_so_far_pct,touched_plus_2,touched_minus_3,last_bar_ts,last_bar_direction,latest_minute_new_low,every_minute_new_low,new_low_streak_minutes
2026-08-31,RDHL,2026-08-31T17:03:00+00:00,2026-08-31T17:03:00.466251+00:00,1.1,False,3,2026-08-31T17:06:00.466251+00:00,2026-08-31T17:05:59.814484+00:00,-0.9090909090909207,1.8181818181818272,-0.9090909090909207,False,False,2026-08-31T17:06:00+00:00,down,False,False,0
2026-08-31,RDHL,2026-08-31T17:03:00+00:00,2026-08-31T17:03:00.466251+00:00,1.1,False,5,2026-08-31T17:08:00.466251+00:00,2026-08-31T17:07:58.864253+00:00,-0.9090909090909207,1.8181818181818272,-0.9090909090909207,False,False,2026-08-31T17:08:00+00:00,down,False,False,0
2026-08-31,RDHL,2026-08-31T17:03:00+00:00,2026-08-31T17:03:00.466251+00:00,1.1,False,10,2026-08-31T17:13:00.466251+00:00,2026-08-31T17:12:57.559284+00:00,-3.6363636363636402,1.8181818181818272,-5.454545454545453,False,True,2026-08-31T17:13:00+00:00,down,False,False,0
2026-08-31,WETO,2026-08-31T16:21:00+00:00,2026-08-31T16:21:00.121548+00:00,10.7,False,3,2026-08-31T16:24:00.121548+00:00,2026-08-31T16:23:58.364942+00:00,-5.327102803738299,-1.6822429906542027,-5.794392523364479,False,True,2026-08-31T16:24:00+00:00,up,True,True,2
2026-08-31,WETO,2026-08-31T16:21:00+00:00,2026-08-31T16:21:00.121548+00:00,10.7,False,5,2026-08-31T16:26:00.121548+00:00,2026-08-31T16:25:53.261360+00:00,-5.607476635514018,-1.6822429906542027,-5.794392523364479,False,True,2026-08-31T16:26:00+00:00,down,False,False,0
2026-08-31,WETO,2026-08-31T16:21:00+00:00,2026-08-31T16:21:00.121548+00:00,10.7,False,10,2026-08-31T16:31:00.121548+00:00,2026-08-31T16:30:59.178648+00:00,-8.411214953271013,-1.6822429906542027,-8.411214953271013,False,True,2026-08-31T16:31:00+00:00,down,True,False,5
2026-08-31,WETO,2026-08-31T16:47:00+00:00,2026-08-31T16:47:00.029010+00:00,10.42,True,3,2026-08-31T16:50:00.029010+00:00,2026-08-31T16:49:59.244488+00:00,3.934740882917481,6.333973128598842,-1.0556621880998023,True,False,2026-08-31T16:50:00+00:00,up,False,False,0
2026-08-31,WETO,2026-08-31T16:47:00+00:00,2026-08-31T16:47:00.029010+00:00,10.42,True,5,2026-08-31T16:52:00.029010+00:00,2026-08-31T16:51:59.276891+00:00,6.333973128598842,6.717850287907851,-1.0556621880998023,True,False,2026-08-31T16:52:00+00:00,up,False,False,0
2026-08-31,WETO,2026-08-31T16:47:00+00:00,2026-08-31T16:47:00.029010+00:00,10.42,True,10,2026-08-31T16:57:00.029010+00:00,2026-08-31T16:56:59.716333+00:00,8.445297504798475,13.43570057581573,-1.0556621880998023,True,False,2026-08-31T16:57:00+00:00,down,False,False,0
2026-08-31,YDDL,2026-08-31T12:12:00+00:00,2026-08-31T12:12:00.048820+00:00,2.39,True,3,2026-08-31T12:15:00.048820+00:00,2026-08-31T12:14:58.238494+00:00,-1.6736401673640273,-0.41841004184101394,-2.092050209205027,False,False,2026-08-31T12:15:00+00:00,down,False,False,0
2026-08-31,YDDL,2026-08-31T12:12:00+00:00,2026-08-31T12:12:00.048820+00:00,2.39,True,5,2026-08-31T12:17:00.048820+00:00,2026-08-31T12:16:59.933983+00:00,-2.5104602510460268,-0.41841004184101394,-2.5104602510460268,False,False,2026-08-31T12:17:00+00:00,down,True,False,1
2026-08-31,YDDL,2026-08-31T12:12:00+00:00,2026-08-31T12:12:00.048820+00:00,2.39,True,10,2026-08-31T12:22:00.048820+00:00,2026-08-31T12:21:59.885243+00:00,0.0,2.092050209205027,-2.9288702928870407,True,False,2026-08-31T12:22:00+00:00,up,False,False,0
2026-08-31,YDDL,2026-08-31T13:35:00+00:00,2026-08-31T13:35:00.171569+00:00,2.57,False,3,2026-08-31T13:38:00.171569+00:00,2026-08-31T13:37:58.989036+00:00,-4.6692607003890885,1.9455252918288153,-9.338521400778205,False,True,2026-08-31T13:38:00+00:00,up,False,False,0
2026-08-31,YDDL,2026-08-31T13:35:00+00:00,2026-08-31T13:35:00.171569+00:00,2.57,False,5,2026-08-31T13:40:00.171569+00:00,2026-08-31T13:39:59.326150+00:00,-2.7237354085603016,1.9455252918288153,-9.338521400778205,False,True,2026-08-31T13:40:00+00:00,up,False,False,0
2026-08-31,YDDL,2026-08-31T13:35:00+00:00,2026-08-31T13:35:00.171569+00:00,2.57,False,10,2026-08-31T13:45:00.171569+00:00,2026-08-31T13:44:59.304050+00:00,-3.8910505836575737,1.9455252918288153,-9.338521400778205,False,True,2026-08-31T13:45:00+00:00,down,False,False,0
2026-08-31,YDDL,2026-08-31T19:40:00+00:00,2026-08-31T19:40:00.885075+00:00,2.28,False,3,2026-08-31T19:43:00.885075+00:00,2026-08-31T19:42:56.214088+00:00,-0.8771929824561369,0.43859649122808264,-1.3157894736842053,False,False,2026-08-31T19:43:00+00:00,down,False,False,0
2026-08-31,YDDL,2026-08-31T19:40:00+00:00,2026-08-31T19:40:00.885075+00:00,2.28,False,5,2026-08-31T19:45:00.885075+00:00,2026-08-31T19:44:50.345658+00:00,-0.4385964912280542,0.43859649122808264,-1.3157894736842053,False,False,2026-08-31T19:45:00+00:00,up,False,False,0
2026-08-31,YDDL,2026-08-31T19:40:00+00:00,2026-08-31T19:40:00.885075+00:00,2.28,False,10,2026-08-31T19:50:00.885075+00:00,2026-08-31T19:49:55.929548+00:00,0.0,0.43859649122808264,-3.0701754385964932,False,True,2026-08-31T19:50:00+00:00,up,False,False,0
2026-09-01,BIAF,2026-09-01T13:03:00+00:00,2026-09-01T13:03:00.041311+00:00,6.71,True,3,2026-09-01T13:06:00.041311+00:00,2026-09-01T13:05:59.181619+00:00,-2.0864381520119224,-0.1490312965722751,-4.321907600596134,False,True,2026-09-01T13:06:00+00:00,down,False,False,0
2026-09-01,BIAF,2026-09-01T13:03:00+00:00,2026-09-01T13:03:00.041311+00:00,6.71,True,5,2026-09-01T13:08:00.041311+00:00,2026-09-01T13:07:59.892787+00:00,2.2354694485842117,2.533532041728776,-4.321907600596134,True,True,2026-09-01T13:08:00+00:00,up,False,False,0
2026-09-01,BIAF,2026-09-01T13:03:00+00:00,2026-09-01T13:03:00.041311+00:00,6.71,True,10,2026-09-01T13:13:00.041311+00:00,2026-09-01T13:13:00.001440+00:00,0.7451564828614039,3.427719821162455,-4.321907600596134,True,True,2026-09-01T13:13:00+00:00,down,False,False,0
2026-09-01,BIAF,2026-09-01T15:32:00+00:00,2026-09-01T15:32:00.033934+00:00,6.6,True,3,2026-09-01T15:35:00.033934+00:00,2026-09-01T15:34:57.593648+00:00,0.7575757575757791,2.8787878787878753,-1.5151515151515156,True,False,2026-09-01T15:35:00+00:00,down,False,False,0
2026-09-01,BIAF,2026-09-01T15:32:00+00:00,2026-09-01T15:32:00.033934+00:00,6.6,True,5,2026-09-01T15:37:00.033934+00:00,2026-09-01T15:36:59.579837+00:00,1.0606060606060765,2.8787878787878753,-1.5151515151515156,True,False,2026-09-01T15:37:00+00:00,up,False,False,0
2026-09-01,BIAF,2026-09-01T15:32:00+00:00,2026-09-01T15:32:00.033934+00:00,6.6,True,10,2026-09-01T15:42:00.033934+00:00,2026-09-01T15:41:59.413046+00:00,5.9090909090909065,7.8787878787878896,-1.5151515151515156,True,False,2026-09-01T15:42:00+00:00,down,False,False,0
2026-09-01,BIAF,2026-09-01T16:43:00+00:00,2026-09-01T16:43:00.089111+00:00,6.59,True,3,2026-09-01T16:46:00.089111+00:00,2026-09-01T16:45:45.679964+00:00,-1.3657056145675313,-0.455235204855839,-1.3657056145675313,False,False,2026-09-01T16:46:00+00:00,up,False,False,0
2026-09-01,BIAF,2026-09-01T16:43:00+00:00,2026-09-01T16:43:00.089111+00:00,6.59,True,5,2026-09-01T16:48:00.089111+00:00,2026-09-01T16:47:58.670314+00:00,-0.15174506828527967,-0.15174506828527967,-2.1244309559939296,False,False,2026-09-01T16:48:00+00:00,up,True,False,2
2026-09-01,BIAF,2026-09-01T16:43:00+00:00,2026-09-01T16:43:00.089111+00:00,6.59,True,10,2026-09-01T16:53:00.089111+00:00,2026-09-01T16:52:42.112834+00:00,-2.2761760242792093,0.6069802731411187,-2.5796661608497686,False,False,2026-09-01T16:53:00+00:00,up,False,False,0
2026-09-01,BIAF,2026-09-01T18:50:00+00:00,2026-09-01T18:50:01.023077+00:00,6.84,False,3,2026-09-01T18:53:01.023077+00:00,2026-09-01T18:52:57.831614+00:00,-3.5087719298245617,-2.339181286549703,-4.3859649122806985,False,True,2026-09-01T18:53:00+00:00,flat,False,False,0
2026-09-01,BIAF,2026-09-01T18:50:00+00:00,2026-09-01T18:50:01.023077+00:00,6.84,False,5,2026-09-01T18:55:01.023077+00:00,2026-09-01T18:54:58.420509+00:00,-2.631578947368425,-2.0467836257309813,-4.3859649122806985,False,True,2026-09-01T18:55:00+00:00,down,False,False,0
2026-09-01,BIAF,2026-09-01T18:50:00+00:00,2026-09-01T18:50:01.023077+00:00,6.84,False,10,2026-09-01T19:00:01.023077+00:00,2026-09-01T18:59:58.338591+00:00,-1.9005847953216346,-0.5847953216374293,-4.3859649122806985,False,True,2026-09-01T19:00:00+00:00,up,False,False,0
2026-09-01,FLYE,2026-09-01T15:38:00+00:00,2026-09-01T15:38:00.465272+00:00,1.89,True,3,2026-09-01T15:41:00.465272+00:00,2026-09-01T15:40:57.817675+00:00,-1.0582010582010497,-0.529100529100532,-2.6455026455026456,False,False,2026-09-01T15:41:00+00:00,up,False,False,0
2026-09-01,FLYE,2026-09-01T15:38:00+00:00,2026-09-01T15:38:00.465272+00:00,1.89,True,5,2026-09-01T15:43:00.465272+00:00,2026-09-01T15:42:59.737502+00:00,-0.529100529100532,0.0,-2.6455026455026456,False,False,2026-09-01T15:43:00+00:00,flat,False,False,0
2026-09-01,FLYE,2026-09-01T15:38:00+00:00,2026-09-01T15:38:00.465272+00:00,1.89,True,10,2026-09-01T15:48:00.465272+00:00,2026-09-01T15:47:56.621766+00:00,-2.1164021164020994,0.0,-2.6455026455026456,False,False,2026-09-01T15:48:00+00:00,down,False,False,0
2026-09-01,FLYE,2026-09-01T17:49:00+00:00,2026-09-01T17:49:01.716091+00:00,2.06,True,3,2026-09-01T17:52:01.716091+00:00,2026-09-01T17:52:00.980127+00:00,0.4854368932038824,1.4563106796116472,-0.4854368932038966,False,False,2026-09-01T17:52:00+00:00,down,False,False,0
2026-09-01,FLYE,2026-09-01T17:49:00+00:00,2026-09-01T17:49:01.716091+00:00,2.06,True,5,2026-09-01T17:54:01.716091+00:00,2026-09-01T17:53:56.420371+00:00,-1.4563106796116614,1.4563106796116472,-1.9417475728155296,False,False,2026-09-01T17:54:00+00:00,flat,False,False,0
2026-09-01,FLYE,2026-09-01T17:49:00+00:00,2026-09-01T17:49:01.716091+00:00,2.06,True,10,2026-09-01T17:59:01.716091+00:00,2026-09-01T17:58:59.459169+00:00,1.4563106796116472,2.427184466019412,-1.9417475728155296,True,False,2026-09-01T17:59:00+00:00,down,False,False,0
2026-09-01,RDAC,2026-09-01T17:47:00+00:00,2026-09-01T17:47:00.019615+00:00,6.41,True,3,2026-09-01T17:50:00.019615+00:00,2026-09-01T17:49:59.111651+00:00,2.340093603744137,5.304212168486728,-1.4040561622464907,True,False,2026-09-01T17:50:00+00:00,down,False,False,0
2026-09-01,RDAC,2026-09-01T17:47:00+00:00,2026-09-01T17:47:00.019615+00:00,6.41,True,5,2026-09-01T17:52:00.019615+00:00,2026-09-01T17:51:55.965449+00:00,0.6240249609984545,5.304212168486728,-1.4040561622464907,True,False,2026-09-01T17:52:00+00:00,down,False,False,0
2026-09-01,RDAC,2026-09-01T17:47:00+00:00,2026-09-01T17:47:00.019615+00:00,6.41,True,10,2026-09-01T17:57:00.019615+00:00,2026-09-01T17:56:59.118186+00:00,2.4960998439937754,5.304212168486728,-1.4040561622464907,True,False,2026-09-01T17:57:00+00:00,up,False,False,0
2026-09-01,SSM,2026-09-01T12:52:00+00:00,2026-09-01T12:52:00.103711+00:00,3.8,False,3,2026-09-01T12:55:00.103711+00:00,2026-09-01T12:54:48.904775+00:00,-0.2631578947368354,0.2631578947368496,-0.7894736842105203,False,False,2026-09-01T12:55:00+00:00,down,False,False,0
2026-09-01,SSM,2026-09-01T12:52:00+00:00,2026-09-01T12:52:00.103711+00:00,3.8,False,5,2026-09-01T12:57:00.103711+00:00,2026-09-01T12:56:56.913337+00:00,-1.05263157894737,0.2631578947368496,-1.05263157894737,False,False,2026-09-01T12:57:00+00:00,down,True,False,1
2026-09-01,SSM,2026-09-01T12:52:00+00:00,2026-09-01T12:52:00.103711+00:00,3.8,False,10,2026-09-01T13:02:00.103711+00:00,2026-09-01T13:01:59.790322+00:00,-2.6315789473684106,0.2631578947368496,-2.6315789473684106,False,False,2026-09-01T13:02:00+00:00,down,True,False,2
2026-09-01,SSM,2026-09-01T13:38:00+00:00,2026-09-01T13:38:00.013530+00:00,4.0,True,3,2026-09-01T13:41:00.013530+00:00,2026-09-01T13:40:59.920193+00:00,-1.75,6.0,-2.5,True,False,2026-09-01T13:41:00+00:00,down,False,False,0
2026-09-01,SSM,2026-09-01T13:38:00+00:00,2026-09-01T13:38:00.013530+00:00,4.0,True,5,2026-09-01T13:43:00.013530+00:00,2026-09-01T13:42:59.874929+00:00,3.25,6.0,-2.5,True,False,2026-09-01T13:43:00+00:00,down,False,False,0
2026-09-01,SSM,2026-09-01T13:38:00+00:00,2026-09-01T13:38:00.013530+00:00,4.0,True,10,2026-09-01T13:48:00.013530+00:00,2026-09-01T13:47:59.987494+00:00,7.5,8.25,-2.5,True,False,2026-09-01T13:48:00+00:00,up,False,False,0
2026-09-01,SSM,2026-09-01T14:44:00+00:00,2026-09-01T14:44:00.349362+00:00,4.09,False,3,2026-09-01T14:47:00.349362+00:00,2026-09-01T14:46:59.428270+00:00,-1.711491442542794,1.9559902200489034,-1.9559902200489034,False,False,2026-09-01T14:47:00+00:00,down,True,True,2
2026-09-01,SSM,2026-09-01T14:44:00+00:00,2026-09-01T14:44:00.349362+00:00,4.09,False,5,2026-09-01T14:49:00.349362+00:00,2026-09-01T14:48:59.942846+00:00,-5.623471882640587,1.9559902200489034,-6.845965770171148,False,True,2026-09-01T14:49:00+00:00,down,True,True,4
2026-09-01,SSM,2026-09-01T14:44:00+00:00,2026-09-01T14:44:00.349362+00:00,4.09,False,10,2026-09-01T14:54:00.349362+00:00,2026-09-01T14:53:56.745475+00:00,-3.6674816625916833,1.9559902200489034,-6.845965770171148,False,True,2026-09-01T14:54:00+00:00,down,False,False,0
2026-09-01,SSM,2026-09-01T15:27:00+00:00,2026-09-01T15:27:02.246693+00:00,3.92,True,3,2026-09-01T15:30:02.246693+00:00,2026-09-01T15:29:59.235929+00:00,0.0,0.7653061224489761,-1.0204081632653015,False,False,2026-09-01T15:30:00+00:00,down,False,False,0
2026-09-01,SSM,2026-09-01T15:27:00+00:00,2026-09-01T15:27:02.246693+00:00,3.92,True,5,2026-09-01T15:32:02.246693+00:00,2026-09-01T15:31:58.284677+00:00,-0.7653061224489761,0.7653061224489761,-1.0204081632653015,False,False,2026-09-01T15:32:00+00:00,down,False,False,0
2026-09-01,SSM,2026-09-01T15:27:00+00:00,2026-09-01T15:27:02.246693+00:00,3.92,True,10,2026-09-01T15:37:02.246693+00:00,2026-09-01T15:36:47.876883+00:00,-0.5102040816326507,0.7653061224489761,-1.2755102040816269,False,False,2026-09-01T15:37:00+00:00,down,False,False,0
2026-09-01,SSM,2026-09-01T17:38:00+00:00,2026-09-01T17:38:08.983953+00:00,4.03,False,3,2026-09-01T17:41:08.983953+00:00,2026-09-01T17:40:48.001553+00:00,-1.2406947890818998,-0.4962779156327741,-1.2406947890818998,False,False,2026-09-01T17:41:00+00:00,down,False,False,0
2026-09-01,SSM,2026-09-01T17:38:00+00:00,2026-09-01T17:38:08.983953+00:00,4.03,False,5,2026-09-01T17:43:08.983953+00:00,2026-09-01T17:43:02.161720+00:00,-1.4888337468982655,-0.4962779156327741,-1.4888337468982655,False,False,2026-09-01T17:43:00+00:00,down,False,False,0
2026-09-01,SSM,2026-09-01T17:38:00+00:00,2026-09-01T17:38:08.983953+00:00,4.03,False,10,2026-09-01T17:48:08.983953+00:00,2026-09-01T17:48:03.437027+00:00,-0.4962779156327741,0.0,-1.4888337468982655,False,False,2026-09-01T17:48:00+00:00,down,False,False,0
2026-09-01,SSM,2026-09-01T18:32:00+00:00,2026-09-01T18:32:09.909305+00:00,3.97,True,3,2026-09-01T18:35:09.909305+00:00,2026-09-01T18:35:05.712025+00:00,-1.763224181360215,-0.2518891687657572,-1.763224181360215,False,False,2026-09-01T18:35:00+00:00,down,True,False,1
2026-09-01,SSM,2026-09-01T18:32:00+00:00,2026-09-01T18:32:09.909305+00:00,3.97,True,5,2026-09-01T18:37:09.909305+00:00,2026-09-01T18:37:05.070994+00:00,-1.0075566750629719,-0.2518891687657572,-1.763224181360215,False,False,2026-09-01T18:37:00+00:00,flat,False,False,0
2026-09-01,SSM,2026-09-01T18:32:00+00:00,2026-09-01T18:32:09.909305+00:00,3.97,True,10,2026-09-01T18:42:09.909305+00:00,2026-09-01T18:41:36.440126+00:00,-2.0151133501259437,-0.2518891687657572,-2.5188916876574297,False,False,2026-09-01T18:42:00+00:00,up,False,False,0
