day,symbol,population,entry_time_et,entry_price,entry_source,stop_pct,target_at_et,target_price,stop_at_et,stop_price,atr_bar_minute_et,atr_exit_at_et,atr_exit_price,exit_rule,exit_at_et,exit_price,return_pct,recovered_after_stop,target_answerable,stop_answerable,stop_on_reopen,answer,qualification
2026-08-31,YDDL,PRIMARY,09:34:26,2.49,FROZEN FROM OPERATOR-APPROVED ROW,-5,09:35:08,2.620000,09:36:09,2.350000,09:54:00,09:55:00,2.230000,+5%,09:35:08,2.620000,5.220883534136546184738955800,,True,True,False,,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,YDDL,PRIMARY,09:34:26,2.49,FROZEN FROM OPERATOR-APPROVED ROW,-6,09:35:08,2.620000,09:36:10,2.330000,09:54:00,09:55:00,2.230000,+5%,09:35:08,2.620000,5.220883534136546184738955800,,True,True,False,,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,YDDL,PRIMARY,09:34:26,2.49,FROZEN FROM OPERATOR-APPROVED ROW,-7,09:35:08,2.620000,09:53:39,2.310000,09:54:00,09:55:00,2.230000,+5%,09:35:08,2.620000,5.220883534136546184738955800,,True,True,False,,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,YDDL,PRIMARY,09:34:26,2.49,FROZEN FROM OPERATOR-APPROVED ROW,-8,09:35:08,2.620000,09:54:19,2.290000,09:54:00,09:55:00,2.230000,+5%,09:35:08,2.620000,5.220883534136546184738955800,,True,True,False,,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,RDHL,PRIMARY,09:30:53,1.39,FROZEN FROM OPERATOR-APPROVED ROW,-1,09:35:36,1.460000,09:31:23,1.370000,09:47:00,09:48:00,1.270000,STOP,09:31:23,1.370000,-1.438848920863309352517985610,True,True,True,False,,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,RDHL,PRIMARY,09:30:53,1.39,FROZEN FROM OPERATOR-APPROVED ROW,-2,09:35:36,1.460000,09:31:23,1.360000,09:47:00,09:48:00,1.270000,STOP,09:31:23,1.360000,-2.158273381294964028776978420,True,True,True,False,,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,RDHL,PRIMARY,09:30:53,1.39,FROZEN FROM OPERATOR-APPROVED ROW,-3,09:35:36,1.460000,09:31:28,1.340000,09:47:00,09:48:00,1.270000,STOP,09:31:28,1.340000,-3.597122302158273381294964030,True,True,True,False,,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,RDHL,PRIMARY,09:30:53,1.39,FROZEN FROM OPERATOR-APPROVED ROW,-4,09:35:36,1.460000,09:31:30,1.330000,09:47:00,09:48:00,1.270000,STOP,09:31:30,1.330000,-4.316546762589928057553956830,True,True,True,False,,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,RDHL,PRIMARY,09:30:53,1.39,FROZEN FROM OPERATOR-APPROVED ROW,-5,09:35:36,1.460000,09:31:30,1.320000,09:47:00,09:48:00,1.270000,STOP,09:31:30,1.320000,-5.035971223021582733812949640,True,True,True,False,,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,RDHL,PRIMARY,09:30:53,1.39,FROZEN FROM OPERATOR-APPROVED ROW,-6,09:35:36,1.460000,09:31:30,1.300000,09:47:00,09:48:00,1.270000,STOP,09:31:30,1.300000,-6.474820143884892086330935250,True,True,True,False,,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
