session_day_et,symbol,policy,entry_slot,entry_mode,order_type,scanner_window_start,scanner_window_end,segment_id,arm_bar_ts_ms,signal_ts,entry_ts,entry_px,target_px,floor_px,exit_trigger_ts,exit_ts,exit_px,exit_reason,ret_pct,duration_seconds,mfe_pct,mae_pct,first_plus_1_ts,first_plus_2_ts,first_minus_1_ts,first_minus_2_ts,quotes_observed
2026-09-01,BIAF,target+2_floor+0,reclaim,resting,STOP_LIMIT,2026-09-01T12:07:07+00:00,,1788285300000,1788288540000,2026-09-01T18:52:00+00:00,2026-09-01T19:06:47.347000+00:00,6.85,6.987,6.85,2026-09-01T19:06:47.358353+00:00,2026-09-01T19:06:47.442329+00:00,6.75,floor,-1.459854014598535,0.095329,0.0,-1.459854014598535,,,2026-09-01T19:06:47.358353+00:00,,2
2026-09-01,FLYE,target+1_floor-2,first,resting,STOP_LIMIT,2026-09-01T15:23:09+00:00,,1788276780000,0,2026-09-01T15:37:00+00:00,2026-09-01T15:37:54.135000+00:00,1.89,1.9088999999999998,1.8521999999999998,2026-09-01T15:38:07.693311+00:00,2026-09-01T15:38:07.693593+00:00,1.85,floor,-2.1164021164021065,13.558593,0.0,-2.1164021164021065,,,2026-09-01T15:38:00.666707+00:00,2026-09-01T15:38:07.693311+00:00,56
2026-09-01,FLYE,target+1_floor-2,reclaim,resting,STOP_LIMIT,2026-09-01T15:23:09+00:00,,1788276780000,1788277020000,2026-09-01T15:40:00+00:00,2026-09-01T15:41:13.048000+00:00,1.89,1.9088999999999998,1.8521999999999998,2026-09-01T15:43:23.232309+00:00,2026-09-01T15:43:23.232992+00:00,1.85,floor,-2.1164021164021065,130.184992,0.0,-2.1164021164021065,,,2026-09-01T15:41:16.031787+00:00,2026-09-01T15:43:23.232309+00:00,136
2026-09-01,FLYE,target+1_floor-2,reclaim,resting,STOP_LIMIT,2026-09-01T15:23:09+00:00,,1788281700000,1788284880000,2026-09-01T17:51:00+00:00,2026-09-01T17:57:53.300000+00:00,2.1,2.121,2.058,2026-09-01T17:59:40.901644+00:00,2026-09-01T17:59:40.901841+00:00,2.05,floor,-2.380952380952394,107.601841,0.476190476190466,-2.380952380952394,,,2026-09-01T17:59:04.496712+00:00,2026-09-01T17:59:40.901644+00:00,285
2026-09-01,FLYE,target+1_floor-1,first,resting,STOP_LIMIT,2026-09-01T15:23:09+00:00,,1788276780000,0,2026-09-01T15:37:00+00:00,2026-09-01T15:37:54.135000+00:00,1.89,1.9088999999999998,1.8711,2026-09-01T15:38:00.666707+00:00,2026-09-01T15:38:00.666971+00:00,1.87,floor,-1.0582010582010475,6.531971,0.0,-1.0582010582010475,,,2026-09-01T15:38:00.666707+00:00,,6
2026-09-01,FLYE,target+1_floor-1,reclaim,resting,STOP_LIMIT,2026-09-01T15:23:09+00:00,,1788276780000,1788277020000,2026-09-01T15:40:00+00:00,2026-09-01T15:41:13.048000+00:00,1.89,1.9088999999999998,1.8711,2026-09-01T15:41:16.031787+00:00,2026-09-01T15:41:20.798883+00:00,1.88,floor,-0.5291005291005296,7.750883,0.0,-1.0582010582010475,,,2026-09-01T15:41:16.031787+00:00,,3
2026-09-01,FLYE,target+1_floor-1,reclaim,resting,STOP_LIMIT,2026-09-01T15:23:09+00:00,,1788281700000,1788284880000,2026-09-01T17:51:00+00:00,2026-09-01T17:57:53.300000+00:00,2.1,2.121,2.079,2026-09-01T17:59:04.496712+00:00,2026-09-01T17:59:04.497235+00:00,2.07,floor,-1.4285714285714404,71.197235,0.476190476190466,-1.4285714285714404,,,2026-09-01T17:59:04.496712+00:00,,225
2026-09-01,FLYE,target+1_floor+0,first,resting,STOP_LIMIT,2026-09-01T15:23:09+00:00,,1788276780000,0,2026-09-01T15:37:00+00:00,2026-09-01T15:37:54.135000+00:00,1.89,1.9088999999999998,1.89,2026-09-01T15:37:57.063077+00:00,2026-09-01T15:37:59.059026+00:00,1.88,floor,-0.5291005291005296,4.924026,0.0,-0.5291005291005296,,,,,2
2026-09-01,FLYE,target+1_floor+0,reclaim,resting,STOP_LIMIT,2026-09-01T15:23:09+00:00,,1788276780000,1788277020000,2026-09-01T15:40:00+00:00,2026-09-01T15:41:13.048000+00:00,1.89,1.9088999999999998,1.89,2026-09-01T15:41:16.031380+00:00,2026-09-01T15:41:16.031787+00:00,1.87,floor,-1.0582010582010475,2.983787,0.0,-1.0582010582010475,,,2026-09-01T15:41:16.031787+00:00,,2
2026-09-01,FLYE,target+1_floor+0,reclaim,resting,STOP_LIMIT,2026-09-01T15:23:09+00:00,,1788281700000,1788284880000,2026-09-01T17:51:00+00:00,2026-09-01T17:57:53.300000+00:00,2.1,2.121,2.1,2026-09-01T17:57:54.768341+00:00,2026-09-01T17:57:54.774446+00:00,2.09,floor,-0.47619047619048716,1.474446,0.0,-0.47619047619048716,,,,,2
2026-09-01,FLYE,target+2_floor-2,first,resting,STOP_LIMIT,2026-09-01T15:23:09+00:00,,1788276780000,0,2026-09-01T15:37:00+00:00,2026-09-01T15:37:54.135000+00:00,1.89,1.9278,1.8521999999999998,2026-09-01T15:38:07.693311+00:00,2026-09-01T15:38:07.693593+00:00,1.85,floor,-2.1164021164021065,13.558593,0.0,-2.1164021164021065,,,2026-09-01T15:38:00.666707+00:00,2026-09-01T15:38:07.693311+00:00,56
2026-09-01,FLYE,target+2_floor-2,reclaim,resting,STOP_LIMIT,2026-09-01T15:23:09+00:00,,1788276780000,1788277020000,2026-09-01T15:40:00+00:00,2026-09-01T15:41:13.048000+00:00,1.89,1.9278,1.8521999999999998,2026-09-01T15:43:23.232309+00:00,2026-09-01T15:43:23.232992+00:00,1.85,floor,-2.1164021164021065,130.184992,0.0,-2.1164021164021065,,,2026-09-01T15:41:16.031787+00:00,2026-09-01T15:43:23.232309+00:00,136
2026-09-01,FLYE,target+2_floor-2,reclaim,resting,STOP_LIMIT,2026-09-01T15:23:09+00:00,,1788281700000,1788284880000,2026-09-01T17:51:00+00:00,2026-09-01T17:57:53.300000+00:00,2.1,2.1420000000000003,2.058,2026-09-01T17:59:40.901644+00:00,2026-09-01T17:59:40.901841+00:00,2.05,floor,-2.380952380952394,107.601841,0.476190476190466,-2.380952380952394,,,2026-09-01T17:59:04.496712+00:00,2026-09-01T17:59:40.901644+00:00,285
2026-09-01,FLYE,target+2_floor-1,first,resting,STOP_LIMIT,2026-09-01T15:23:09+00:00,,1788276780000,0,2026-09-01T15:37:00+00:00,2026-09-01T15:37:54.135000+00:00,1.89,1.9278,1.8711,2026-09-01T15:38:00.666707+00:00,2026-09-01T15:38:00.666971+00:00,1.87,floor,-1.0582010582010475,6.531971,0.0,-1.0582010582010475,,,2026-09-01T15:38:00.666707+00:00,,6
2026-09-01,FLYE,target+2_floor-1,reclaim,resting,STOP_LIMIT,2026-09-01T15:23:09+00:00,,1788276780000,1788277020000,2026-09-01T15:40:00+00:00,2026-09-01T15:41:13.048000+00:00,1.89,1.9278,1.8711,2026-09-01T15:41:16.031787+00:00,2026-09-01T15:41:20.798883+00:00,1.88,floor,-0.5291005291005296,7.750883,0.0,-1.0582010582010475,,,2026-09-01T15:41:16.031787+00:00,,3
2026-09-01,FLYE,target+2_floor-1,reclaim,resting,STOP_LIMIT,2026-09-01T15:23:09+00:00,,1788281700000,1788284880000,2026-09-01T17:51:00+00:00,2026-09-01T17:57:53.300000+00:00,2.1,2.1420000000000003,2.079,2026-09-01T17:59:04.496712+00:00,2026-09-01T17:59:04.497235+00:00,2.07,floor,-1.4285714285714404,71.197235,0.476190476190466,-1.4285714285714404,,,2026-09-01T17:59:04.496712+00:00,,225
2026-09-01,FLYE,target+2_floor+0,first,resting,STOP_LIMIT,2026-09-01T15:23:09+00:00,,1788276780000,0,2026-09-01T15:37:00+00:00,2026-09-01T15:37:54.135000+00:00,1.89,1.9278,1.89,2026-09-01T15:37:57.063077+00:00,2026-09-01T15:37:59.059026+00:00,1.88,floor,-0.5291005291005296,4.924026,0.0,-0.5291005291005296,,,,,2
2026-09-01,FLYE,target+2_floor+0,reclaim,resting,STOP_LIMIT,2026-09-01T15:23:09+00:00,,1788276780000,1788277020000,2026-09-01T15:40:00+00:00,2026-09-01T15:41:13.048000+00:00,1.89,1.9278,1.89,2026-09-01T15:41:16.031380+00:00,2026-09-01T15:41:16.031787+00:00,1.87,floor,-1.0582010582010475,2.983787,0.0,-1.0582010582010475,,,2026-09-01T15:41:16.031787+00:00,,2
2026-09-01,FLYE,target+2_floor+0,reclaim,resting,STOP_LIMIT,2026-09-01T15:23:09+00:00,,1788281700000,1788284880000,2026-09-01T17:51:00+00:00,2026-09-01T17:57:53.300000+00:00,2.1,2.1420000000000003,2.1,2026-09-01T17:57:54.768341+00:00,2026-09-01T17:57:54.774446+00:00,2.09,floor,-0.47619047619048716,1.474446,0.0,-0.47619047619048716,,,,,2
2026-09-01,RDAC,target+1_floor-2,reclaim,resting,STOP_LIMIT,2026-09-01T17:46:29+00:00,,1788289500000,1788289500000,2026-09-01T19:16:00+00:00,2026-09-01T19:38:51.958000+00:00,6.75,6.8175,6.615,2026-09-01T19:38:51.969947+00:00,2026-09-01T19:38:53.697496+00:00,6.48,floor,-3.999999999999994,1.739496,0.0,-3.999999999999994,,,2026-09-01T19:38:51.969947+00:00,2026-09-01T19:38:51.969947+00:00,2
2026-09-01,RDAC,target+1_floor-1,reclaim,resting,STOP_LIMIT,2026-09-01T17:46:29+00:00,,1788289500000,1788289500000,2026-09-01T19:16:00+00:00,2026-09-01T19:38:51.958000+00:00,6.75,6.8175,6.6825,2026-09-01T19:38:51.969947+00:00,2026-09-01T19:38:53.697496+00:00,6.48,floor,-3.999999999999994,1.739496,0.0,-3.999999999999994,,,2026-09-01T19:38:51.969947+00:00,2026-09-01T19:38:51.969947+00:00,2
2026-09-01,RDAC,target+1_floor+0,reclaim,resting,STOP_LIMIT,2026-09-01T17:46:29+00:00,,1788289500000,1788289500000,2026-09-01T19:16:00+00:00,2026-09-01T19:38:51.958000+00:00,6.75,6.8175,6.75,2026-09-01T19:38:51.969947+00:00,2026-09-01T19:38:53.697496+00:00,6.48,floor,-3.999999999999994,1.739496,0.0,-3.999999999999994,,,2026-09-01T19:38:51.969947+00:00,2026-09-01T19:38:51.969947+00:00,2
2026-09-01,RDAC,target+2_floor-2,reclaim,resting,STOP_LIMIT,2026-09-01T17:46:29+00:00,,1788289500000,1788289500000,2026-09-01T19:16:00+00:00,2026-09-01T19:38:51.958000+00:00,6.75,6.885,6.615,2026-09-01T19:38:51.969947+00:00,2026-09-01T19:38:53.697496+00:00,6.48,floor,-3.999999999999994,1.739496,0.0,-3.999999999999994,,,2026-09-01T19:38:51.969947+00:00,2026-09-01T19:38:51.969947+00:00,2
2026-09-01,RDAC,target+2_floor-1,reclaim,resting,STOP_LIMIT,2026-09-01T17:46:29+00:00,,1788289500000,1788289500000,2026-09-01T19:16:00+00:00,2026-09-01T19:38:51.958000+00:00,6.75,6.885,6.6825,2026-09-01T19:38:51.969947+00:00,2026-09-01T19:38:53.697496+00:00,6.48,floor,-3.999999999999994,1.739496,0.0,-3.999999999999994,,,2026-09-01T19:38:51.969947+00:00,2026-09-01T19:38:51.969947+00:00,2
2026-09-01,RDAC,target+2_floor+0,reclaim,resting,STOP_LIMIT,2026-09-01T17:46:29+00:00,,1788289500000,1788289500000,2026-09-01T19:16:00+00:00,2026-09-01T19:38:51.958000+00:00,6.75,6.885,6.75,2026-09-01T19:38:51.969947+00:00,2026-09-01T19:38:53.697496+00:00,6.48,floor,-3.999999999999994,1.739496,0.0,-3.999999999999994,,,2026-09-01T19:38:51.969947+00:00,2026-09-01T19:38:51.969947+00:00,2
2026-09-01,SSM,target+1_floor-2,reclaim,reactive,limit,2026-09-01T08:35:52+00:00,,1788267060000,1788267060000,2026-09-01T13:25:20.136000+00:00,2026-09-01T13:25:20.136000+00:00,3.84,3.8784,3.7632,2026-09-01T13:26:56.187386+00:00,2026-09-01T13:26:56.187386+00:00,3.8784,target,1.0000000000000056,96.051386,1.0416666666666676,-1.0416666666666676,2026-09-01T13:26:56.187386+00:00,,2026-09-01T13:25:45.419787+00:00,,105
2026-09-01,SSM,target+1_floor-2,first,resting,STOP_LIMIT,2026-09-01T08:35:52+00:00,,1788269580000,0,2026-09-01T13:34:00+00:00,2026-09-01T13:38:12.723000+00:00,3.96,3.9996,3.8808,2026-09-01T13:38:53.112482+00:00,2026-09-01T13:38:53.112482+00:00,3.9996,target,1.000000000000002,40.389482,1.010101010101011,-1.5151515151515165,2026-09-01T13:38:53.112482+00:00,,2026-09-01T13:38:12.938227+00:00,,231
2026-09-01,SSM,target+1_floor-2,reclaim,reactive,market,2026-09-01T08:35:52+00:00,,1788269580000,1788269820000,2026-09-01T13:48:02.717000+00:00,2026-09-01T13:48:02.717000+00:00,4.36,4.4036,4.2728,2026-09-01T13:48:04.358691+00:00,2026-09-01T13:48:04.359057+00:00,4.27,floor,-2.0642201834862557,1.642057,0.0,-2.0642201834862557,,,2026-09-01T13:48:04.354355+00:00,2026-09-01T13:48:04.358691+00:00,50
2026-09-01,SSM,target+1_floor-2,first,resting,STOP_LIMIT,2026-09-01T08:35:52+00:00,,1788271020000,0,2026-09-01T14:38:00+00:00,2026-09-01T14:43:50.601000+00:00,4.06,4.1006,3.9787999999999997,2026-09-01T14:44:26.866746+00:00,2026-09-01T14:44:26.866746+00:00,4.1006,target,1.0000000000000102,36.265746,1.2315270935960767,-0.7389162561576198,2026-09-01T14:44:26.866746+00:00,,,,192
2026-09-01,SSM,target+1_floor-2,reclaim,resting,STOP_LIMIT,2026-09-01T08:35:52+00:00,,1788274260000,1788276360000,2026-09-01T15:29:00+00:00,2026-09-01T15:30:42.528000+00:00,3.96,3.9996,3.8808,2026-09-01T15:30:44.486828+00:00,2026-09-01T15:30:44.487930+00:00,3.89,floor,-1.7676767676767637,1.95993,0.0,-2.020202020202022,,,2026-09-01T15:30:44.467805+00:00,2026-09-01T15:30:44.486828+00:00,3
2026-09-01,SSM,target+1_floor-2,reclaim,resting,STOP_LIMIT,2026-09-01T08:35:52+00:00,,1788285480000,1788287460000,2026-09-01T18:40:00+00:00,2026-09-01T18:58:19.154000+00:00,3.99,4.0299000000000005,3.9102,2026-09-01T19:00:15.388596+00:00,2026-09-01T19:00:15.388596+00:00,4.0299000000000005,target,1.0000000000000067,116.234596,1.0025062656641612,-1.253132832080207,2026-09-01T19:00:15.388596+00:00,,2026-09-01T18:58:19.220048+00:00,,86
2026-09-01,SSM,target+1_floor-1,reclaim,reactive,limit,2026-09-01T08:35:52+00:00,,1788267060000,1788267060000,2026-09-01T13:25:20.136000+00:00,2026-09-01T13:25:20.136000+00:00,3.84,3.8784,3.8015999999999996,2026-09-01T13:25:45.419787+00:00,2026-09-01T13:25:49.600939+00:00,3.8,floor,-1.0416666666666676,29.464939,0.0,-1.0416666666666676,,,2026-09-01T13:25:45.419787+00:00,,28
2026-09-01,SSM,target+1_floor-1,first,resting,STOP_LIMIT,2026-09-01T08:35:52+00:00,,1788269580000,0,2026-09-01T13:34:00+00:00,2026-09-01T13:38:12.723000+00:00,3.96,3.9996,3.9204,2026-09-01T13:38:12.938227+00:00,2026-09-01T13:38:13.057724+00:00,3.91,floor,-1.262626262626258,0.334724,0.0,-1.262626262626258,,,2026-09-01T13:38:12.938227+00:00,,2
2026-09-01,SSM,target+1_floor-1,reclaim,reactive,market,2026-09-01T08:35:52+00:00,,1788269580000,1788269820000,2026-09-01T13:48:02.717000+00:00,2026-09-01T13:48:02.717000+00:00,4.36,4.4036,4.316400000000001,2026-09-01T13:48:04.354355+00:00,2026-09-01T13:48:04.354579+00:00,4.31,floor,-1.1467889908257043,1.637579,0.0,-1.1467889908257043,,,2026-09-01T13:48:04.354355+00:00,,29
2026-09-01,SSM,target+1_floor-1,first,resting,STOP_LIMIT,2026-09-01T08:35:52+00:00,,1788271020000,0,2026-09-01T14:38:00+00:00,2026-09-01T14:43:50.601000+00:00,4.06,4.1006,4.019399999999999,2026-09-01T14:44:26.866746+00:00,2026-09-01T14:44:26.866746+00:00,4.1006,target,1.0000000000000102,36.265746,1.2315270935960767,-0.7389162561576198,2026-09-01T14:44:26.866746+00:00,,,,192
2026-09-01,SSM,target+1_floor-1,reclaim,resting,STOP_LIMIT,2026-09-01T08:35:52+00:00,,1788274260000,1788276360000,2026-09-01T15:29:00+00:00,2026-09-01T15:30:42.528000+00:00,3.96,3.9996,3.9204,2026-09-01T15:30:44.467805+00:00,2026-09-01T15:30:44.486828+00:00,3.88,floor,-2.020202020202022,1.958828,0.0,-2.020202020202022,,,2026-09-01T15:30:44.467805+00:00,2026-09-01T15:30:44.486828+00:00,2
2026-09-01,SSM,target+1_floor-1,reclaim,resting,STOP_LIMIT,2026-09-01T08:35:52+00:00,,1788285480000,1788287460000,2026-09-01T18:40:00+00:00,2026-09-01T18:58:19.154000+00:00,3.99,4.0299000000000005,3.9501000000000004,2026-09-01T18:58:19.220048+00:00,2026-09-01T18:58:19.993911+00:00,3.95,floor,-1.0025062656641612,0.839911,0.0,-1.0025062656641612,,,2026-09-01T18:58:19.220048+00:00,,2
2026-09-01,SSM,target+1_floor+0,reclaim,reactive,limit,2026-09-01T08:35:52+00:00,,1788267060000,1788267060000,2026-09-01T13:25:20.136000+00:00,2026-09-01T13:25:20.136000+00:00,3.84,3.8784,3.84,2026-09-01T13:25:20.136698+00:00,2026-09-01T13:25:21.221005+00:00,3.82,floor,-0.5208333333333338,1.085005,0.0,-0.5208333333333338,,,,,2
2026-09-01,SSM,target+1_floor+0,first,resting,STOP_LIMIT,2026-09-01T08:35:52+00:00,,1788269580000,0,2026-09-01T13:34:00+00:00,2026-09-01T13:38:12.723000+00:00,3.96,3.9996,3.96,2026-09-01T13:38:12.938227+00:00,2026-09-01T13:38:13.057724+00:00,3.91,floor,-1.262626262626258,0.334724,0.0,-1.262626262626258,,,2026-09-01T13:38:12.938227+00:00,,2
2026-09-01,SSM,target+1_floor+0,reclaim,reactive,market,2026-09-01T08:35:52+00:00,,1788269580000,1788269820000,2026-09-01T13:48:02.717000+00:00,2026-09-01T13:48:02.717000+00:00,4.36,4.4036,4.36,2026-09-01T13:48:04.332755+00:00,2026-09-01T13:48:04.337630+00:00,4.34,floor,-0.45871559633028575,1.62063,0.0,-0.45871559633028575,,,,,2
2026-09-01,SSM,target+1_floor+0,first,resting,STOP_LIMIT,2026-09-01T08:35:52+00:00,,1788271020000,0,2026-09-01T14:38:00+00:00,2026-09-01T14:43:50.601000+00:00,4.06,4.1006,4.06,2026-09-01T14:43:51.979612+00:00,2026-09-01T14:43:52.494412+00:00,4.05,floor,-0.24630541871920658,1.893412,0.0,-0.24630541871920658,,,,,2
2026-09-01,SSM,target+1_floor+0,reclaim,resting,STOP_LIMIT,2026-09-01T08:35:52+00:00,,1788274260000,1788276360000,2026-09-01T15:29:00+00:00,2026-09-01T15:30:42.528000+00:00,3.96,3.9996,3.96,2026-09-01T15:30:44.467805+00:00,2026-09-01T15:30:44.486828+00:00,3.88,floor,-2.020202020202022,1.958828,0.0,-2.020202020202022,,,2026-09-01T15:30:44.467805+00:00,2026-09-01T15:30:44.486828+00:00,2
2026-09-01,SSM,target+1_floor+0,reclaim,resting,STOP_LIMIT,2026-09-01T08:35:52+00:00,,1788285480000,1788287460000,2026-09-01T18:40:00+00:00,2026-09-01T18:58:19.154000+00:00,3.99,4.0299000000000005,3.99,2026-09-01T18:58:19.220048+00:00,2026-09-01T18:58:19.993911+00:00,3.95,floor,-1.0025062656641612,0.839911,0.0,-1.0025062656641612,,,2026-09-01T18:58:19.220048+00:00,,2
2026-09-01,SSM,target+2_floor-2,reclaim,reactive,limit,2026-09-01T08:35:52+00:00,,1788267060000,1788267060000,2026-09-01T13:25:20.136000+00:00,2026-09-01T13:25:20.136000+00:00,3.84,3.9168,3.7632,2026-09-01T13:28:49.226418+00:00,2026-09-01T13:28:54.818044+00:00,3.76,floor,-2.0833333333333353,214.682044,1.3020833333333404,-2.0833333333333353,2026-09-01T13:26:56.187386+00:00,,2026-09-01T13:25:45.419787+00:00,2026-09-01T13:28:49.226418+00:00,313
2026-09-01,SSM,target+2_floor-2,first,resting,STOP_LIMIT,2026-09-01T08:35:52+00:00,,1788269580000,0,2026-09-01T13:34:00+00:00,2026-09-01T13:38:12.723000+00:00,3.96,4.0392,3.8808,2026-09-01T13:38:58.237965+00:00,2026-09-01T13:38:58.237965+00:00,4.0392,target,2.000000000000004,45.514965,2.020202020202022,-1.5151515151515165,2026-09-01T13:38:53.112482+00:00,2026-09-01T13:38:58.237965+00:00,2026-09-01T13:38:12.938227+00:00,,297
2026-09-01,SSM,target+2_floor-2,reclaim,reactive,market,2026-09-01T08:35:52+00:00,,1788269580000,1788269820000,2026-09-01T13:48:02.717000+00:00,2026-09-01T13:48:02.717000+00:00,4.36,4.4472000000000005,4.2728,2026-09-01T13:48:04.358691+00:00,2026-09-01T13:48:04.359057+00:00,4.27,floor,-2.0642201834862557,1.642057,0.0,-2.0642201834862557,,,2026-09-01T13:48:04.354355+00:00,2026-09-01T13:48:04.358691+00:00,50
2026-09-01,SSM,target+2_floor-2,first,resting,STOP_LIMIT,2026-09-01T08:35:52+00:00,,1788271020000,0,2026-09-01T14:38:00+00:00,2026-09-01T14:43:50.601000+00:00,4.06,4.1411999999999995,3.9787999999999997,2026-09-01T14:45:01.760888+00:00,2026-09-01T14:45:01.760888+00:00,4.1411999999999995,target,1.9999999999999987,71.159888,2.216748768472925,-0.7389162561576198,2026-09-01T14:44:26.866746+00:00,2026-09-01T14:45:01.760888+00:00,,,358
2026-09-01,SSM,target+2_floor-2,reclaim,resting,STOP_LIMIT,2026-09-01T08:35:52+00:00,,1788274260000,1788276360000,2026-09-01T15:29:00+00:00,2026-09-01T15:30:42.528000+00:00,3.96,4.0392,3.8808,2026-09-01T15:30:44.486828+00:00,2026-09-01T15:30:44.487930+00:00,3.89,floor,-1.7676767676767637,1.95993,0.0,-2.020202020202022,,,2026-09-01T15:30:44.467805+00:00,2026-09-01T15:30:44.486828+00:00,3
2026-09-01,SSM,target+2_floor-2,reclaim,resting,STOP_LIMIT,2026-09-01T08:35:52+00:00,,1788285480000,1788287460000,2026-09-01T18:40:00+00:00,2026-09-01T18:58:19.154000+00:00,3.99,4.0698,3.9102,2026-09-01T19:03:07.940566+00:00,2026-09-01T19:03:07.940566+00:00,4.0698,target,1.9999999999999911,288.786566,2.0050125313283225,-1.253132832080207,2026-09-01T19:00:15.388596+00:00,2026-09-01T19:03:07.940566+00:00,2026-09-01T18:58:19.220048+00:00,,237
2026-09-01,SSM,target+2_floor-1,reclaim,reactive,limit,2026-09-01T08:35:52+00:00,,1788267060000,1788267060000,2026-09-01T13:25:20.136000+00:00,2026-09-01T13:25:20.136000+00:00,3.84,3.9168,3.8015999999999996,2026-09-01T13:25:45.419787+00:00,2026-09-01T13:25:49.600939+00:00,3.8,floor,-1.0416666666666676,29.464939,0.0,-1.0416666666666676,,,2026-09-01T13:25:45.419787+00:00,,28
2026-09-01,SSM,target+2_floor-1,first,resting,STOP_LIMIT,2026-09-01T08:35:52+00:00,,1788269580000,0,2026-09-01T13:34:00+00:00,2026-09-01T13:38:12.723000+00:00,3.96,4.0392,3.9204,2026-09-01T13:38:12.938227+00:00,2026-09-01T13:38:13.057724+00:00,3.91,floor,-1.262626262626258,0.334724,0.0,-1.262626262626258,,,2026-09-01T13:38:12.938227+00:00,,2
2026-09-01,SSM,target+2_floor-1,reclaim,reactive,market,2026-09-01T08:35:52+00:00,,1788269580000,1788269820000,2026-09-01T13:48:02.717000+00:00,2026-09-01T13:48:02.717000+00:00,4.36,4.4472000000000005,4.316400000000001,2026-09-01T13:48:04.354355+00:00,2026-09-01T13:48:04.354579+00:00,4.31,floor,-1.1467889908257043,1.637579,0.0,-1.1467889908257043,,,2026-09-01T13:48:04.354355+00:00,,29
2026-09-01,SSM,target+2_floor-1,first,resting,STOP_LIMIT,2026-09-01T08:35:52+00:00,,1788271020000,0,2026-09-01T14:38:00+00:00,2026-09-01T14:43:50.601000+00:00,4.06,4.1411999999999995,4.019399999999999,2026-09-01T14:45:01.760888+00:00,2026-09-01T14:45:01.760888+00:00,4.1411999999999995,target,1.9999999999999987,71.159888,2.216748768472925,-0.7389162561576198,2026-09-01T14:44:26.866746+00:00,2026-09-01T14:45:01.760888+00:00,,,358
2026-09-01,SSM,target+2_floor-1,reclaim,resting,STOP_LIMIT,2026-09-01T08:35:52+00:00,,1788274260000,1788276360000,2026-09-01T15:29:00+00:00,2026-09-01T15:30:42.528000+00:00,3.96,4.0392,3.9204,2026-09-01T15:30:44.467805+00:00,2026-09-01T15:30:44.486828+00:00,3.88,floor,-2.020202020202022,1.958828,0.0,-2.020202020202022,,,2026-09-01T15:30:44.467805+00:00,2026-09-01T15:30:44.486828+00:00,2
2026-09-01,SSM,target+2_floor-1,reclaim,resting,STOP_LIMIT,2026-09-01T08:35:52+00:00,,1788285480000,1788287460000,2026-09-01T18:40:00+00:00,2026-09-01T18:58:19.154000+00:00,3.99,4.0698,3.9501000000000004,2026-09-01T18:58:19.220048+00:00,2026-09-01T18:58:19.993911+00:00,3.95,floor,-1.0025062656641612,0.839911,0.0,-1.0025062656641612,,,2026-09-01T18:58:19.220048+00:00,,2
2026-09-01,SSM,target+2_floor+0,reclaim,reactive,limit,2026-09-01T08:35:52+00:00,,1788267060000,1788267060000,2026-09-01T13:25:20.136000+00:00,2026-09-01T13:25:20.136000+00:00,3.84,3.9168,3.84,2026-09-01T13:25:20.136698+00:00,2026-09-01T13:25:21.221005+00:00,3.82,floor,-0.5208333333333338,1.085005,0.0,-0.5208333333333338,,,,,2
2026-09-01,SSM,target+2_floor+0,first,resting,STOP_LIMIT,2026-09-01T08:35:52+00:00,,1788269580000,0,2026-09-01T13:34:00+00:00,2026-09-01T13:38:12.723000+00:00,3.96,4.0392,3.96,2026-09-01T13:38:12.938227+00:00,2026-09-01T13:38:13.057724+00:00,3.91,floor,-1.262626262626258,0.334724,0.0,-1.262626262626258,,,2026-09-01T13:38:12.938227+00:00,,2
2026-09-01,SSM,target+2_floor+0,reclaim,reactive,market,2026-09-01T08:35:52+00:00,,1788269580000,1788269820000,2026-09-01T13:48:02.717000+00:00,2026-09-01T13:48:02.717000+00:00,4.36,4.4472000000000005,4.36,2026-09-01T13:48:04.332755+00:00,2026-09-01T13:48:04.337630+00:00,4.34,floor,-0.45871559633028575,1.62063,0.0,-0.45871559633028575,,,,,2
2026-09-01,SSM,target+2_floor+0,first,resting,STOP_LIMIT,2026-09-01T08:35:52+00:00,,1788271020000,0,2026-09-01T14:38:00+00:00,2026-09-01T14:43:50.601000+00:00,4.06,4.1411999999999995,4.06,2026-09-01T14:43:51.979612+00:00,2026-09-01T14:43:52.494412+00:00,4.05,floor,-0.24630541871920658,1.893412,0.0,-0.24630541871920658,,,,,2
2026-09-01,SSM,target+2_floor+0,reclaim,resting,STOP_LIMIT,2026-09-01T08:35:52+00:00,,1788274260000,1788276360000,2026-09-01T15:29:00+00:00,2026-09-01T15:30:42.528000+00:00,3.96,4.0392,3.96,2026-09-01T15:30:44.467805+00:00,2026-09-01T15:30:44.486828+00:00,3.88,floor,-2.020202020202022,1.958828,0.0,-2.020202020202022,,,2026-09-01T15:30:44.467805+00:00,2026-09-01T15:30:44.486828+00:00,2
2026-09-01,SSM,target+2_floor+0,reclaim,resting,STOP_LIMIT,2026-09-01T08:35:52+00:00,,1788285480000,1788287460000,2026-09-01T18:40:00+00:00,2026-09-01T18:58:19.154000+00:00,3.99,4.0698,3.99,2026-09-01T18:58:19.220048+00:00,2026-09-01T18:58:19.993911+00:00,3.95,floor,-1.0025062656641612,0.839911,0.0,-1.0025062656641612,,,2026-09-01T18:58:19.220048+00:00,,2
