checkpoint_minutes,measure,cut,threshold_value,winner_denominator,winner_on_cut_side,winner_other_side,loser_denominator,loser_on_cut_side,loser_other_side,separates
10,Highest point so far,>= +6.06936,6.069364161849705,39,11,28,47,0,47,False
10,Highest point so far,<= +6.29921,6.299212598425214,39,30,9,47,47,0,False
10,Highest point so far,>= +6.29921,6.299212598425214,39,10,29,47,0,47,False
10,Highest point so far,<= +6.92042,6.920415224913484,39,31,8,47,47,0,False
10,Highest point so far,>= +6.92042,6.920415224913484,39,9,30,47,0,47,False
10,Highest point so far,<= +7.58808,7.588075880758808,39,32,7,47,47,0,False
10,Highest point so far,>= +7.58808,7.588075880758808,39,8,31,47,0,47,False
10,Highest point so far,<= +7.87879,7.8787878787878896,39,33,6,47,47,0,False
10,Highest point so far,>= +7.87879,7.8787878787878896,39,7,32,47,0,47,False
10,Highest point so far,<= +7.97297,7.972972972972968,39,34,5,47,47,0,False
10,Highest point so far,>= +7.97297,7.972972972972968,39,6,33,47,0,47,False
10,Highest point so far,<= +7.98122,7.981220657276992,39,35,4,47,47,0,False
10,Highest point so far,>= +7.98122,7.981220657276992,39,5,34,47,0,47,False
10,Highest point so far,<= +8.25,8.25,39,36,3,47,47,0,False
10,Highest point so far,>= +8.25,8.25,39,4,35,47,0,47,False
10,Highest point so far,<= +10.479,10.47904191616766,39,37,2,47,47,0,False
10,Highest point so far,>= +10.479,10.47904191616766,39,3,36,47,0,47,False
10,Highest point so far,<= +13.4357,13.43570057581573,39,38,1,47,47,0,False
10,Highest point so far,>= +13.4357,13.43570057581573,39,2,37,47,0,47,False
10,Highest point so far,<= +19.6319,19.631901840490798,39,39,0,47,47,0,False
10,Highest point so far,>= +19.6319,19.631901840490798,39,1,38,47,0,47,False
10,Lowest point so far,<= -22.5182,-22.518159806295387,39,0,39,47,1,46,False
10,Lowest point so far,>= -22.5182,-22.518159806295387,39,39,0,47,47,0,False
10,Lowest point so far,<= -22.2689,-22.268907563025195,39,0,39,47,2,45,False
10,Lowest point so far,>= -22.2689,-22.268907563025195,39,39,0,47,46,1,False
10,Lowest point so far,<= -19.6571,-19.657142857142844,39,0,39,47,3,44,False
10,Lowest point so far,>= -19.6571,-19.657142857142844,39,39,0,47,45,2,False
10,Lowest point so far,<= -18.6246,-18.624641833810898,39,0,39,47,4,43,False
10,Lowest point so far,>= -18.6246,-18.624641833810898,39,39,0,47,44,3,False
10,Lowest point so far,<= -12.5,-12.499999999999986,39,0,39,47,5,42,False
10,Lowest point so far,>= -12.5,-12.499999999999986,39,39,0,47,43,4,False
10,Lowest point so far,<= -9.51557,-9.515570934256061,39,1,38,47,5,42,False
10,Lowest point so far,>= -9.51557,-9.515570934256061,39,39,0,47,42,5,False
10,Lowest point so far,<= -9.46746,-9.467455621301767,39,1,38,47,6,41,False
10,Lowest point so far,>= -9.46746,-9.467455621301767,39,38,1,47,42,5,False
10,Lowest point so far,<= -9.33852,-9.338521400778205,39,1,38,47,7,40,False
10,Lowest point so far,>= -9.33852,-9.338521400778205,39,38,1,47,41,6,False
10,Lowest point so far,<= -9.18033,-9.180327868852459,39,1,38,47,8,39,False
10,Lowest point so far,>= -9.18033,-9.180327868852459,39,38,1,47,40,7,False
10,Lowest point so far,<= -8.41121,-8.411214953271013,39,1,38,47,9,38,False
10,Lowest point so far,>= -8.41121,-8.411214953271013,39,38,1,47,39,8,False
10,Lowest point so far,<= -8.0402,-8.040201005025125,39,1,38,47,10,37,False
10,Lowest point so far,>= -8.0402,-8.040201005025125,39,38,1,47,38,9,False
10,Lowest point so far,<= -7.56757,-7.567567567567579,39,2,37,47,10,37,False
10,Lowest point so far,>= -7.56757,-7.567567567567579,39,38,1,47,37,10,False
10,Lowest point so far,<= -7.07965,-7.079646017699105,39,2,37,47,11,36,False
10,Lowest point so far,>= -7.07965,-7.079646017699105,39,37,2,47,37,10,False
10,Lowest point so far,<= -7.04225,-7.042253521126753,39,2,37,47,12,35,False
10,Lowest point so far,>= -7.04225,-7.042253521126753,39,37,2,47,36,11,False
10,Lowest point so far,<= -6.84597,-6.845965770171148,39,2,37,47,13,34,False
10,Lowest point so far,>= -6.84597,-6.845965770171148,39,37,2,47,35,12,False
10,Lowest point so far,<= -6.15866,-6.158663883089758,39,2,37,47,14,33,False
10,Lowest point so far,>= -6.15866,-6.158663883089758,39,37,2,47,34,13,False
10,Lowest point so far,<= -5.68862,-5.688622754491007,39,3,36,47,14,33,False
10,Lowest point so far,>= -5.68862,-5.688622754491007,39,37,2,47,33,14,False
10,Lowest point so far,<= -5.51181,-5.511811023622045,39,3,36,47,15,32,False
10,Lowest point so far,>= -5.51181,-5.511811023622045,39,36,3,47,33,14,False
10,Lowest point so far,<= -5.49133,-5.49132947976878,39,4,35,47,15,32,False
10,Lowest point so far,>= -5.49133,-5.49132947976878,39,36,3,47,32,15,False
10,Lowest point so far,<= -5.45455,-5.454545454545453,39,4,35,47,16,31,False
10,Lowest point so far,>= -5.45455,-5.454545454545453,39,35,4,47,32,15,False
10,Lowest point so far,<= -5.1532,-5.153203342618383,39,5,34,47,16,31,False
10,Lowest point so far,>= -5.1532,-5.153203342618383,39,35,4,47,31,16,False
10,Lowest point so far,<= -5.14019,-5.140186915887867,39,5,34,47,17,30,False
10,Lowest point so far,>= -5.14019,-5.140186915887867,39,34,5,47,31,16,False
10,Lowest point so far,<= -4.8,-4.800000000000011,39,5,34,47,18,29,False
10,Lowest point so far,>= -4.8,-4.800000000000011,39,34,5,47,30,17,False
10,Lowest point so far,<= -4.72441,-4.7244094488189035,39,6,33,47,18,29,False
10,Lowest point so far,>= -4.72441,-4.7244094488189035,39,34,5,47,29,18,False
10,Lowest point so far,<= -4.38596,-4.3859649122806985,39,6,33,47,19,28,False
10,Lowest point so far,>= -4.38596,-4.3859649122806985,39,33,6,47,29,18,False
10,Lowest point so far,<= -4.37436,-4.374364191251274,39,7,32,47,19,28,False
10,Lowest point so far,>= -4.37436,-4.374364191251274,39,33,6,47,28,19,False
10,Lowest point so far,<= -4.32191,-4.321907600596134,39,8,31,47,19,28,False
10,Lowest point so far,>= -4.32191,-4.321907600596134,39,32,7,47,28,19,False
10,Lowest point so far,<= -4.05405,-4.054054054054063,39,8,31,47,20,27,False
10,Lowest point so far,>= -4.05405,-4.054054054054063,39,31,8,47,28,19,False
10,Lowest point so far,<= -3.92157,-3.921568627450995,39,8,31,47,21,26,False
10,Lowest point so far,>= -3.92157,-3.921568627450995,39,31,8,47,27,20,False
10,Lowest point so far,<= -3.84615,-3.8461538461538396,39,9,30,47,21,26,False
10,Lowest point so far,>= -3.84615,-3.8461538461538396,39,31,8,47,26,21,False
10,Lowest point so far,<= -3.74332,-3.7433155080213965,39,9,30,47,22,25,False
10,Lowest point so far,>= -3.74332,-3.7433155080213965,39,30,9,47,26,21,False
10,Lowest point so far,<= -3.63636,-3.6363636363636402,39,9,30,47,23,24,False
10,Lowest point so far,>= -3.63636,-3.6363636363636402,39,30,9,47,25,22,False
10,Lowest point so far,<= -3.6036,-3.6036036036036165,39,9,30,47,24,23,False
10,Lowest point so far,>= -3.6036,-3.6036036036036165,39,30,9,47,24,23,False
10,Lowest point so far,<= -3.56037,-3.5603715170278605,39,10,29,47,24,23,False
10,Lowest point so far,>= -3.56037,-3.5603715170278605,39,30,9,47,23,24,False
10,Lowest point so far,<= -3.28638,-3.2863849765258095,39,11,28,47,24,23,False
10,Lowest point so far,>= -3.28638,-3.2863849765258095,39,29,10,47,23,24,False
10,Lowest point so far,<= -3.21678,-3.2167832167832273,39,12,27,47,24,23,False
10,Lowest point so far,>= -3.21678,-3.2167832167832273,39,28,11,47,23,24,False
10,Lowest point so far,<= -3.07018,-3.0701754385964932,39,12,27,47,25,22,False
10,Lowest point so far,>= -3.07018,-3.0701754385964932,39,27,12,47,23,24,False
10,Lowest point so far,<= -3.0303,-3.030303030303031,39,12,27,47,26,21,False
10,Lowest point so far,>= -3.0303,-3.030303030303031,39,27,12,47,22,25,False
10,Lowest point so far,<= -3.02548,-3.025477707006374,39,13,26,47,26,21,False
10,Lowest point so far,>= -3.02548,-3.025477707006374,39,27,12,47,21,26,False
10,Lowest point so far,<= -2.98851,-2.988505747126439,39,14,25,47,26,21,False
10,Lowest point so far,>= -2.98851,-2.988505747126439,39,26,13,47,21,26,False
10,Lowest point so far,<= -2.92887,-2.9288702928870407,39,15,24,47,26,21,False
10,Lowest point so far,>= -2.92887,-2.9288702928870407,39,25,14,47,21,26,False
10,Lowest point so far,<= -2.82132,-2.8213166144200557,39,15,24,47,27,20,False
10,Lowest point so far,>= -2.82132,-2.8213166144200557,39,24,15,47,21,26,False
10,Lowest point so far,<= -2.80778,-2.8077753779697616,39,15,24,47,28,19,False
10,Lowest point so far,>= -2.80778,-2.8077753779697616,39,24,15,47,20,27,False
10,Lowest point so far,<= -2.72873,-2.7287319422151057,39,16,23,47,28,19,False
10,Lowest point so far,>= -2.72873,-2.7287319422151057,39,24,15,47,19,28,False
10,Lowest point so far,<= -2.67559,-2.675585284280942,39,16,23,47,29,18,False
10,Lowest point so far,>= -2.67559,-2.675585284280942,39,23,16,47,19,28,False
10,Lowest point so far,<= -2.6455,-2.6455026455026456,39,17,22,47,29,18,False
10,Lowest point so far,>= -2.6455,-2.6455026455026456,39,23,16,47,18,29,False
10,Lowest point so far,<= -2.63158,-2.6315789473684106,39,17,22,47,30,17,False
10,Lowest point so far,>= -2.63158,-2.6315789473684106,39,22,17,47,18,29,False
10,Lowest point so far,<= -2.60973,-2.6097271648873033,39,18,21,47,30,17,False
10,Lowest point so far,>= -2.60973,-2.6097271648873033,39,22,17,47,17,30,False
10,Lowest point so far,<= -2.5974,-2.597402597402592,39,18,21,47,31,16,False
10,Lowest point so far,>= -2.5974,-2.597402597402592,39,21,18,47,17,30,False
10,Lowest point so far,<= -2.58621,-2.5862068965517295,39,19,20,47,31,16,False
10,Lowest point so far,>= -2.58621,-2.5862068965517295,39,21,18,47,16,31,False
10,Lowest point so far,<= -2.57967,-2.5796661608497686,39,20,19,47,31,16,False
10,Lowest point so far,>= -2.57967,-2.5796661608497686,39,20,19,47,16,31,False
10,Lowest point so far,<= -2.5641,-2.564102564102569,39,20,19,47,32,15,False
10,Lowest point so far,>= -2.5641,-2.564102564102569,39,19,20,47,16,31,False
10,Lowest point so far,<= -2.51889,-2.5188916876574297,39,21,18,47,32,15,False
10,Lowest point so far,>= -2.51889,-2.5188916876574297,39,19,20,47,15,32,False
10,Lowest point so far,<= -2.5,-2.5,39,22,17,47,32,15,False
10,Lowest point so far,>= -2.5,-2.5,39,18,21,47,15,32,False
10,Lowest point so far,<= -2.45399,-2.4539877300613284,39,23,16,47,32,15,False
10,Lowest point so far,>= -2.45399,-2.4539877300613284,39,17,22,47,15,32,False
10,Lowest point so far,<= -2.39234,-2.3923444976076524,39,24,15,47,32,15,False
10,Lowest point so far,>= -2.39234,-2.3923444976076524,39,16,23,47,15,32,False
10,Lowest point so far,<= -2.19298,-2.192982456140342,39,24,15,47,33,14,False
10,Lowest point so far,>= -2.19298,-2.192982456140342,39,15,24,47,15,32,False
10,Lowest point so far,<= -2.17129,-2.1712907117008484,39,24,15,47,34,13,False
10,Lowest point so far,>= -2.17129,-2.1712907117008484,39,15,24,47,14,33,False
10,Lowest point so far,<= -2.08333,-2.0833333333333286,39,24,15,47,35,12,False
10,Lowest point so far,>= -2.08333,-2.0833333333333286,39,15,24,47,13,34,False
10,Lowest point so far,<= -2.07756,-2.0775623268697956,39,24,15,47,36,11,False
10,Lowest point so far,>= -2.07756,-2.0775623268697956,39,15,24,47,12,35,False
10,Lowest point so far,<= -2.05882,-2.058823529411754,39,24,15,47,37,10,False
10,Lowest point so far,>= -2.05882,-2.058823529411754,39,15,24,47,11,36,False
10,Lowest point so far,<= -2.01005,-2.010050251256274,39,25,14,47,37,10,False
10,Lowest point so far,>= -2.01005,-2.010050251256274,39,15,24,47,10,37,False
10,Lowest point so far,<= -1.97044,-1.9704433497536797,39,26,13,47,37,10,False
10,Lowest point so far,>= -1.97044,-1.9704433497536797,39,14,25,47,10,37,False
10,Lowest point so far,<= -1.94175,-1.9417475728155296,39,27,12,47,37,10,False
10,Lowest point so far,>= -1.94175,-1.9417475728155296,39,13,26,47,10,37,False
10,Lowest point so far,<= -1.8797,-1.8796992481203176,39,28,11,47,37,10,False
10,Lowest point so far,>= -1.8797,-1.8796992481203176,39,12,27,47,10,37,False
10,Lowest point so far,<= -1.84332,-1.8433179723502349,39,28,11,47,38,9,False
10,Lowest point so far,>= -1.84332,-1.8433179723502349,39,11,28,47,10,37,False
10,Lowest point so far,<= -1.80412,-1.8041237113401962,39,29,10,47,38,9,False
10,Lowest point so far,>= -1.80412,-1.8041237113401962,39,11,28,47,9,38,False
10,Lowest point so far,<= -1.73502,-1.7350157728706534,39,30,9,47,38,9,False
10,Lowest point so far,>= -1.73502,-1.7350157728706534,39,10,29,47,9,38,False
10,Lowest point so far,<= -1.63934,-1.639344262295083,39,31,8,47,38,9,False
10,Lowest point so far,>= -1.63934,-1.639344262295083,39,9,30,47,9,38,False
10,Lowest point so far,<= -1.5873,-1.5873015873015817,39,31,8,47,39,8,False
10,Lowest point so far,>= -1.5873,-1.5873015873015817,39,8,31,47,9,38,False
10,Lowest point so far,<= -1.53846,-1.5384615384615472,39,31,8,47,40,7,False
10,Lowest point so far,>= -1.53846,-1.5384615384615472,39,8,31,47,8,39,False
10,Lowest point so far,<= -1.51515,-1.5151515151515156,39,32,7,47,40,7,False
10,Lowest point so far,>= -1.51515,-1.5151515151515156,39,8,31,47,7,40,False
10,Lowest point so far,<= -1.48883,-1.4888337468982655,39,32,7,47,41,6,False
10,Lowest point so far,>= -1.48883,-1.4888337468982655,39,7,32,47,7,40,False
10,Lowest point so far,<= -1.4827,-1.4827018121910953,39,33,6,47,41,6,False
10,Lowest point so far,>= -1.4827,-1.4827018121910953,39,7,32,47,6,41,False
10,Lowest point so far,<= -1.47783,-1.4778325123152598,39,33,6,47,42,5,False
10,Lowest point so far,>= -1.47783,-1.4778325123152598,39,6,33,47,6,41,False
10,Lowest point so far,<= -1.40406,-1.4040561622464907,39,34,5,47,42,5,False
10,Lowest point so far,>= -1.40406,-1.4040561622464907,39,6,33,47,5,42,False
10,Lowest point so far,<= -1.36054,-1.3605442176870781,39,35,4,47,42,5,False
10,Lowest point so far,>= -1.36054,-1.3605442176870781,39,5,34,47,5,42,False
10,Lowest point so far,<= -1.27551,-1.2755102040816269,39,36,3,47,42,5,False
10,Lowest point so far,>= -1.27551,-1.2755102040816269,39,4,35,47,5,42,False
10,Lowest point so far,<= -1.11524,-1.115241635687724,39,36,3,47,43,4,False
10,Lowest point so far,>= -1.11524,-1.115241635687724,39,3,36,47,5,42,False
10,Lowest point so far,<= -1.05566,-1.0556621880998023,39,37,2,47,43,4,False
10,Lowest point so far,>= -1.05566,-1.0556621880998023,39,3,36,47,4,43,False
10,Lowest point so far,<= -1.02564,-1.025641025641022,39,37,2,47,44,3,False
10,Lowest point so far,>= -1.02564,-1.025641025641022,39,2,37,47,4,43,False
10,Lowest point so far,<= -0.934579,-0.9345794392523317,39,37,2,47,45,2,False
10,Lowest point so far,>= -0.934579,-0.9345794392523317,39,2,37,47,3,44,False
10,Lowest point so far,<= -0.684932,-0.684931506849324,39,37,2,47,46,1,False
10,Lowest point so far,>= -0.684932,-0.684931506849324,39,2,37,47,2,45,False
10,Lowest point so far,<= -0.518135,-0.5181347150259086,39,38,1,47,46,1,False
10,Lowest point so far,>= -0.518135,-0.5181347150259086,39,2,37,47,1,46,False
10,Lowest point so far,<= -0.457666,-0.4576659038901738,39,38,1,47,47,0,False
10,Lowest point so far,>= -0.457666,-0.4576659038901738,39,1,38,47,1,46,False
10,Lowest point so far,<= -0.271003,-0.27100271002709064,39,39,0,47,47,0,False
10,Lowest point so far,>= -0.271003,-0.27100271002709064,39,1,38,47,0,47,False
10,Consecutive new-low minutes,<= +0,0.0,39,39,0,47,39,8,False
10,Consecutive new-low minutes,>= +0,0.0,39,39,0,47,47,0,False
10,Consecutive new-low minutes,<= +1,1.0,39,39,0,47,45,2,False
10,Consecutive new-low minutes,>= +1,1.0,39,0,39,47,8,39,False
10,Consecutive new-low minutes,<= +2,2.0,39,39,0,47,46,1,False
10,Consecutive new-low minutes,>= +2,2.0,39,0,39,47,2,45,False
10,Consecutive new-low minutes,<= +5,5.0,39,39,0,47,47,0,False
10,Consecutive new-low minutes,>= +5,5.0,39,0,39,47,1,46,False
10,Touched +2%,is True,True,39,22,17,47,14,33,False
10,Touched +2%,is False,False,39,17,22,47,33,14,False
10,Touched -3%,is True,True,39,13,26,47,26,21,False
10,Touched -3%,is False,False,39,26,13,47,21,26,False
10,Latest minute made new low,is True,True,39,0,39,47,8,39,False
10,Latest minute made new low,is False,False,39,39,0,47,39,8,False
10,Every minute made new low,is True,True,39,0,39,47,0,47,False
10,Every minute made new low,is False,False,39,39,0,47,47,0,False
10,Last bar direction,is up,up,39,22,17,47,23,24,False
10,Last bar direction,is down,down,39,16,23,47,24,23,False
10,Last bar direction,is flat,flat,39,1,38,47,0,47,False
