checkpoint_minutes,measure,cut,threshold_value,winner_denominator,winner_on_cut_side,winner_other_side,loser_denominator,loser_on_cut_side,loser_other_side,separates
5,Price vs entry,>= +0.518135,0.5181347150259086,39,15,24,47,3,44,False
5,Price vs entry,<= +0.59312,0.5931198102016708,39,26,13,47,44,3,False
5,Price vs entry,>= +0.59312,0.5931198102016708,39,14,25,47,3,44,False
5,Price vs entry,<= +0.624025,0.6240249609984545,39,27,12,47,44,3,False
5,Price vs entry,>= +0.624025,0.6240249609984545,39,13,26,47,3,44,False
5,Price vs entry,<= +0.831025,0.8310249307479296,39,27,12,47,45,2,False
5,Price vs entry,>= +0.831025,0.8310249307479296,39,12,27,47,3,44,False
5,Price vs entry,<= +1.06061,1.0606060606060765,39,28,11,47,45,2,False
5,Price vs entry,>= +1.06061,1.0606060606060765,39,12,27,47,2,45,False
5,Price vs entry,<= +1.06838,1.0683760683760823,39,29,10,47,45,2,False
5,Price vs entry,>= +1.06838,1.0683760683760823,39,11,28,47,2,45,False
5,Price vs entry,<= +1.15607,1.1560693641618656,39,30,9,47,45,2,False
5,Price vs entry,>= +1.15607,1.1560693641618656,39,10,29,47,2,45,False
5,Price vs entry,<= +1.41753,1.4175257731958766,39,31,8,47,45,2,False
5,Price vs entry,>= +1.41753,1.4175257731958766,39,9,30,47,2,45,False
5,Price vs entry,<= +1.53846,1.538461538461533,39,31,8,47,46,1,False
5,Price vs entry,>= +1.53846,1.538461538461533,39,8,31,47,2,45,False
5,Price vs entry,<= +2.05128,2.051282051282044,39,31,8,47,47,0,False
5,Price vs entry,>= +2.05128,2.051282051282044,39,8,31,47,1,46,False
5,Price vs entry,<= +2.23547,2.2354694485842117,39,32,7,47,47,0,False
5,Price vs entry,>= +2.23547,2.2354694485842117,39,8,31,47,0,47,False
5,Price vs entry,<= +2.46305,2.463054187192128,39,33,6,47,47,0,False
5,Price vs entry,>= +2.46305,2.463054187192128,39,7,32,47,0,47,False
5,Price vs entry,<= +2.69461,2.694610778443135,39,34,5,47,47,0,False
5,Price vs entry,>= +2.69461,2.694610778443135,39,6,33,47,0,47,False
5,Price vs entry,<= +3.25,3.25,39,35,4,47,47,0,False
5,Price vs entry,>= +3.25,3.25,39,5,34,47,0,47,False
5,Price vs entry,<= +3.28638,3.2863849765258237,39,36,3,47,47,0,False
5,Price vs entry,>= +3.28638,3.2863849765258237,39,4,35,47,0,47,False
5,Price vs entry,<= +5.14905,5.149051490514893,39,37,2,47,47,0,False
5,Price vs entry,>= +5.14905,5.149051490514893,39,3,36,47,0,47,False
5,Price vs entry,<= +6.33397,6.333973128598842,39,38,1,47,47,0,False
5,Price vs entry,>= +6.33397,6.333973128598842,39,2,37,47,0,47,False
5,Price vs entry,<= +6.40138,6.401384083044974,39,39,0,47,47,0,False
5,Price vs entry,>= +6.40138,6.401384083044974,39,1,38,47,0,47,False
5,Highest point so far,<= -2.04678,-2.0467836257309813,39,0,39,47,1,46,False
5,Highest point so far,>= -2.04678,-2.0467836257309813,39,39,0,47,47,0,False
5,Highest point so far,<= -1.68224,-1.6822429906542027,39,0,39,47,2,45,False
5,Highest point so far,>= -1.68224,-1.6822429906542027,39,39,0,47,46,1,False
5,Highest point so far,<= -0.909091,-0.9090909090909207,39,0,39,47,3,44,False
5,Highest point so far,>= -0.909091,-0.9090909090909207,39,39,0,47,45,2,False
5,Highest point so far,<= -0.900901,-0.9009009009009077,39,0,39,47,4,43,False
5,Highest point so far,>= -0.900901,-0.9009009009009077,39,39,0,47,44,3,False
5,Highest point so far,<= -0.884956,-0.8849557522123632,39,0,39,47,5,42,False
5,Highest point so far,>= -0.884956,-0.8849557522123632,39,39,0,47,43,4,False
5,Highest point so far,<= -0.835073,-0.8350730688935357,39,0,39,47,6,41,False
5,Highest point so far,>= -0.835073,-0.8350730688935357,39,39,0,47,42,5,False
5,Highest point so far,<= -0.630915,-0.6309148264984117,39,1,38,47,6,41,False
5,Highest point so far,>= -0.630915,-0.6309148264984117,39,39,0,47,41,6,False
5,Highest point so far,<= -0.591716,-0.5917159763313578,39,1,38,47,7,40,False
5,Highest point so far,>= -0.591716,-0.5917159763313578,39,38,1,47,41,6,False
5,Highest point so far,<= -0.534759,-0.5347593582887669,39,1,38,47,8,39,False
5,Highest point so far,>= -0.534759,-0.5347593582887669,39,38,1,47,40,7,False
5,Highest point so far,<= -0.502513,-0.5025125628140756,39,2,37,47,8,39,False
5,Highest point so far,>= -0.502513,-0.5025125628140756,39,38,1,47,39,8,False
5,Highest point so far,<= -0.496278,-0.4962779156327741,39,2,37,47,9,38,False
5,Highest point so far,>= -0.496278,-0.4962779156327741,39,37,2,47,39,8,False
5,Highest point so far,<= -0.460829,-0.4608294930875445,39,2,37,47,10,37,False
5,Highest point so far,>= -0.460829,-0.4608294930875445,39,37,2,47,38,9,False
5,Highest point so far,<= -0.4329,-0.4329004329004391,39,2,37,47,11,36,False
5,Highest point so far,>= -0.4329,-0.4329004329004391,39,37,2,47,37,10,False
5,Highest point so far,<= -0.420168,-0.42016806722688216,39,2,37,47,12,35,False
5,Highest point so far,>= -0.420168,-0.42016806722688216,39,37,2,47,36,11,False
5,Highest point so far,<= -0.41841,-0.41841004184101394,39,3,36,47,12,35,False
5,Highest point so far,>= -0.41841,-0.41841004184101394,39,37,2,47,35,12,False
5,Highest point so far,<= -0.326797,-0.326797385620921,39,3,36,47,13,34,False
5,Highest point so far,>= -0.326797,-0.326797385620921,39,36,3,47,35,12,False
5,Highest point so far,<= -0.309598,-0.30959752321980716,39,4,35,47,13,34,False
5,Highest point so far,>= -0.309598,-0.30959752321980716,39,36,3,47,34,13,False
5,Highest point so far,<= -0.27972,-0.27972027972028,39,5,34,47,13,34,False
5,Highest point so far,>= -0.27972,-0.27972027972028,39,35,4,47,34,13,False
5,Highest point so far,<= -0.251889,-0.2518891687657572,39,6,33,47,13,34,False
5,Highest point so far,>= -0.251889,-0.2518891687657572,39,34,5,47,34,13,False
5,Highest point so far,<= -0.242131,-0.24213075060531253,39,6,33,47,14,33,False
5,Highest point so far,>= -0.242131,-0.24213075060531253,39,33,6,47,34,13,False
5,Highest point so far,<= -0.228833,-0.2288329519450798,39,6,33,47,15,32,False
5,Highest point so far,>= -0.228833,-0.2288329519450798,39,33,6,47,33,14,False
5,Highest point so far,<= -0.215983,-0.21598272138227514,39,6,33,47,16,31,False
5,Highest point so far,>= -0.215983,-0.21598272138227514,39,33,6,47,32,15,False
5,Highest point so far,<= -0.151745,-0.15174506828527967,39,7,32,47,16,31,False
5,Highest point so far,>= -0.151745,-0.15174506828527967,39,33,6,47,31,16,False
5,Highest point so far,<= +0,0.0,39,10,29,47,19,28,False
5,Highest point so far,>= +0,0.0,39,32,7,47,31,16,False
5,Highest point so far,<= +0.229885,0.22988505747127874,39,11,28,47,19,28,False
5,Highest point so far,>= +0.229885,0.22988505747127874,39,29,10,47,28,19,False
5,Highest point so far,<= +0.231481,0.23148148148146674,39,11,28,47,20,27,False
5,Highest point so far,>= +0.231481,0.23148148148146674,39,28,11,47,28,19,False
5,Highest point so far,<= +0.263158,0.2631578947368496,39,11,28,47,21,26,False
5,Highest point so far,>= +0.263158,0.2631578947368496,39,28,11,47,27,20,False
5,Highest point so far,<= +0.318471,0.3184713375796093,39,12,27,47,21,26,False
5,Highest point so far,>= +0.318471,0.3184713375796093,39,28,11,47,26,21,False
5,Highest point so far,<= +0.342857,0.34285714285712743,39,12,27,47,22,25,False
5,Highest point so far,>= +0.342857,0.34285714285712743,39,27,12,47,26,21,False
5,Highest point so far,<= +0.438596,0.43859649122808264,39,12,27,47,23,24,False
5,Highest point so far,>= +0.438596,0.43859649122808264,39,27,12,47,25,22,False
5,Highest point so far,<= +0.45045,0.45045045045044674,39,12,27,47,24,23,False
5,Highest point so far,>= +0.45045,0.45045045045044674,39,27,12,47,24,23,False
5,Highest point so far,<= +0.508647,0.5086469989827265,39,13,26,47,24,23,False
5,Highest point so far,>= +0.508647,0.5086469989827265,39,27,12,47,23,24,False
5,Highest point so far,<= +0.512821,0.512820512820511,39,13,26,47,25,22,False
5,Highest point so far,>= +0.512821,0.512820512820511,39,26,13,47,23,24,False
5,Highest point so far,<= +0.518135,0.5181347150259086,39,14,25,47,25,22,False
5,Highest point so far,>= +0.518135,0.5181347150259086,39,26,13,47,22,25,False
5,Highest point so far,<= +0.765306,0.7653061224489761,39,15,24,47,25,22,False
5,Highest point so far,>= +0.765306,0.7653061224489761,39,25,14,47,22,25,False
5,Highest point so far,<= +0.787402,0.7874015748031411,39,16,23,47,25,22,False
5,Highest point so far,>= +0.787402,0.7874015748031411,39,24,15,47,22,25,False
5,Highest point so far,<= +0.823723,0.823723228995064,39,17,22,47,25,22,False
5,Highest point so far,>= +0.823723,0.823723228995064,39,23,16,47,22,25,False
5,Highest point so far,<= +0.882353,0.8823529411764639,39,17,22,47,26,21,False
5,Highest point so far,>= +0.882353,0.8823529411764639,39,22,17,47,22,25,False
5,Highest point so far,<= +0.892857,0.8928571428571672,39,17,22,47,27,20,False
5,Highest point so far,>= +0.892857,0.8928571428571672,39,22,17,47,21,26,False
5,Highest point so far,<= +1.25392,1.2539184952978104,39,17,22,47,28,19,False
5,Highest point so far,>= +1.25392,1.2539184952978104,39,22,17,47,20,27,False
5,Highest point so far,<= +1.28411,1.2841091492776826,39,18,21,47,28,19,False
5,Highest point so far,>= +1.28411,1.2841091492776826,39,22,17,47,19,28,False
5,Highest point so far,<= +1.33779,1.3377926421404425,39,18,21,47,29,18,False
5,Highest point so far,>= +1.33779,1.3377926421404425,39,21,18,47,19,28,False
5,Highest point so far,<= +1.36054,1.3605442176870781,39,19,20,47,29,18,False
5,Highest point so far,>= +1.36054,1.3605442176870781,39,21,18,47,18,29,False
5,Highest point so far,<= +1.39276,1.3927576601671348,39,20,19,47,29,18,False
5,Highest point so far,>= +1.39276,1.3927576601671348,39,20,19,47,18,29,False
5,Highest point so far,<= +1.43541,1.4354066985646057,39,21,18,47,29,18,False
5,Highest point so far,>= +1.43541,1.4354066985646057,39,19,20,47,18,29,False
5,Highest point so far,<= +1.44509,1.4450867052023142,39,22,17,47,29,18,False
5,Highest point so far,>= +1.44509,1.4450867052023142,39,18,21,47,18,29,False
5,Highest point so far,<= +1.45631,1.4563106796116472,39,23,16,47,29,18,False
5,Highest point so far,>= +1.45631,1.4563106796116472,39,17,22,47,18,29,False
5,Highest point so far,<= +1.53846,1.538461538461533,39,23,16,47,30,17,False
5,Highest point so far,>= +1.53846,1.538461538461533,39,16,23,47,18,29,False
5,Highest point so far,<= +1.5748,1.5748031496062964,39,23,16,47,31,16,False
5,Highest point so far,>= +1.5748,1.5748031496062964,39,16,23,47,17,30,False
5,Highest point so far,<= +1.74603,1.7460317460317611,39,23,16,47,32,15,False
5,Highest point so far,>= +1.74603,1.7460317460317611,39,16,23,47,16,31,False
5,Highest point so far,<= +1.81818,1.8181818181818272,39,23,16,47,33,14,False
5,Highest point so far,>= +1.81818,1.8181818181818272,39,16,23,47,15,32,False
5,Highest point so far,<= +1.84049,1.8404907975460247,39,24,15,47,33,14,False
5,Highest point so far,>= +1.84049,1.8404907975460247,39,16,23,47,14,33,False
5,Highest point so far,<= +1.92308,1.9230769230769198,39,25,14,47,33,14,False
5,Highest point so far,>= +1.92308,1.9230769230769198,39,15,24,47,14,33,False
5,Highest point so far,<= +1.94553,1.9455252918288153,39,25,14,47,34,13,False
5,Highest point so far,>= +1.94553,1.9455252918288153,39,14,25,47,14,33,False
5,Highest point so far,<= +1.95599,1.9559902200489034,39,25,14,47,35,12,False
5,Highest point so far,>= +1.95599,1.9559902200489034,39,14,25,47,13,34,False
5,Highest point so far,<= +2.00573,2.0057306590257866,39,25,14,47,36,11,False
5,Highest point so far,>= +2.00573,2.0057306590257866,39,14,25,47,12,35,False
5,Highest point so far,<= +2.05128,2.051282051282044,39,25,14,47,37,10,False
5,Highest point so far,>= +2.05128,2.051282051282044,39,14,25,47,11,36,False
5,Highest point so far,<= +2.17129,2.1712907117008626,39,25,14,47,38,9,False
5,Highest point so far,>= +2.17129,2.1712907117008626,39,14,25,47,10,37,False
5,Highest point so far,<= +2.4,2.4000000000000057,39,25,14,47,39,8,False
5,Highest point so far,>= +2.4,2.4000000000000057,39,14,25,47,9,38,False
5,Highest point so far,<= +2.53353,2.533532041728776,39,26,13,47,39,8,False
5,Highest point so far,>= +2.53353,2.533532041728776,39,14,25,47,8,39,False
5,Highest point so far,<= +2.63158,2.631578947368425,39,26,13,47,40,7,False
5,Highest point so far,>= +2.63158,2.631578947368425,39,13,26,47,8,39,False
5,Highest point so far,<= +2.73224,2.7322404371584526,39,27,12,47,40,7,False
5,Highest point so far,>= +2.73224,2.7322404371584526,39,13,26,47,7,40,False
5,Highest point so far,<= +2.87879,2.8787878787878753,39,28,11,47,40,7,False
5,Highest point so far,>= +2.87879,2.8787878787878753,39,12,27,47,7,40,False
5,Highest point so far,<= +2.95082,2.9508196721311606,39,28,11,47,41,6,False
5,Highest point so far,>= +2.95082,2.9508196721311606,39,11,28,47,7,40,False
5,Highest point so far,<= +2.95567,2.955665024630534,39,28,11,47,42,5,False
5,Highest point so far,>= +2.95567,2.955665024630534,39,11,28,47,6,41,False
5,Highest point so far,<= +2.96392,2.963917525773212,39,29,10,47,42,5,False
5,Highest point so far,>= +2.96392,2.963917525773212,39,11,28,47,5,42,False
5,Highest point so far,<= +3.34572,3.3457249070632002,39,29,10,47,43,4,False
5,Highest point so far,>= +3.34572,3.3457249070632002,39,10,29,47,5,42,False
5,Highest point so far,<= +3.51759,3.517587939698501,39,29,10,47,44,3,False
5,Highest point so far,>= +3.51759,3.517587939698501,39,10,29,47,4,43,False
5,Highest point so far,<= +3.73832,3.738317757009341,39,29,10,47,45,2,False
5,Highest point so far,>= +3.73832,3.738317757009341,39,10,29,47,3,44,False
5,Highest point so far,<= +3.73961,3.739612188365655,39,29,10,47,46,1,False
5,Highest point so far,>= +3.73961,3.739612188365655,39,10,29,47,2,45,False
5,Highest point so far,<= +3.94089,3.940886699507388,39,30,9,47,46,1,False
5,Highest point so far,>= +3.94089,3.940886699507388,39,10,29,47,1,46,False
5,Highest point so far,<= +4.62633,4.62633451957295,39,31,8,47,46,1,False
5,Highest point so far,>= +4.62633,4.62633451957295,39,9,30,47,1,46,False
5,Highest point so far,<= +4.7619,4.761904761904773,39,31,8,47,47,0,False
5,Highest point so far,>= +4.7619,4.761904761904773,39,8,31,47,1,46,False
5,Highest point so far,<= +5.30421,5.304212168486728,39,32,7,47,47,0,False
5,Highest point so far,>= +5.30421,5.304212168486728,39,8,31,47,0,47,False
5,Highest point so far,<= +6,6.0,39,33,6,47,47,0,False
5,Highest point so far,>= +6,6.0,39,7,32,47,0,47,False
5,Highest point so far,<= +6.57277,6.5727699530516475,39,34,5,47,47,0,False
5,Highest point so far,>= +6.57277,6.5727699530516475,39,6,33,47,0,47,False
5,Highest point so far,<= +6.71785,6.717850287907851,39,35,4,47,47,0,False
5,Highest point so far,>= +6.71785,6.717850287907851,39,5,34,47,0,47,False
5,Highest point so far,<= +6.92042,6.920415224913484,39,36,3,47,47,0,False
5,Highest point so far,>= +6.92042,6.920415224913484,39,4,35,47,0,47,False
5,Highest point so far,<= +7.58808,7.588075880758808,39,37,2,47,47,0,False
5,Highest point so far,>= +7.58808,7.588075880758808,39,3,36,47,0,47,False
5,Highest point so far,<= +7.97297,7.972972972972968,39,38,1,47,47,0,False
5,Highest point so far,>= +7.97297,7.972972972972968,39,2,37,47,0,47,False
5,Highest point so far,<= +10.479,10.47904191616766,39,39,0,47,47,0,False
5,Highest point so far,>= +10.479,10.47904191616766,39,1,38,47,0,47,False
5,Lowest point so far,<= -22.5182,-22.518159806295387,39,0,39,47,1,46,False
5,Lowest point so far,>= -22.5182,-22.518159806295387,39,39,0,47,47,0,False
5,Lowest point so far,<= -18.6246,-18.624641833810898,39,0,39,47,2,45,False
5,Lowest point so far,>= -18.6246,-18.624641833810898,39,39,0,47,46,1,False
5,Lowest point so far,<= -12.8,-12.799999999999997,39,0,39,47,3,44,False
5,Lowest point so far,>= -12.8,-12.799999999999997,39,39,0,47,45,2,False
5,Lowest point so far,<= -9.51557,-9.515570934256061,39,1,38,47,3,44,False
5,Lowest point so far,>= -9.51557,-9.515570934256061,39,39,0,47,44,3,False
5,Lowest point so far,<= -9.33852,-9.338521400778205,39,1,38,47,4,43,False
5,Lowest point so far,>= -9.33852,-9.338521400778205,39,38,1,47,44,3,False
5,Lowest point so far,<= -9.18033,-9.180327868852459,39,1,38,47,5,42,False
5,Lowest point so far,>= -9.18033,-9.180327868852459,39,38,1,47,43,4,False
5,Lowest point so far,<= -8.87574,-8.875739644970409,39,1,38,47,6,41,False
5,Lowest point so far,>= -8.87574,-8.875739644970409,39,38,1,47,42,5,False
5,Lowest point so far,<= -8.57143,-8.57142857142857,39,1,38,47,7,40,False
5,Lowest point so far,>= -8.57143,-8.57142857142857,39,38,1,47,41,6,False
5,Lowest point so far,<= -7.56757,-7.567567567567579,39,2,37,47,7,40,False
5,Lowest point so far,>= -7.56757,-7.567567567567579,39,38,1,47,40,7,False
5,Lowest point so far,<= -7.04225,-7.042253521126753,39,2,37,47,8,39,False
5,Lowest point so far,>= -7.04225,-7.042253521126753,39,37,2,47,40,7,False
5,Lowest point so far,<= -6.84597,-6.845965770171148,39,2,37,47,9,38,False
5,Lowest point so far,>= -6.84597,-6.845965770171148,39,37,2,47,39,8,False
5,Lowest point so far,<= -5.79439,-5.794392523364479,39,2,37,47,10,37,False
5,Lowest point so far,>= -5.79439,-5.794392523364479,39,37,2,47,38,9,False
5,Lowest point so far,<= -5.68862,-5.688622754491007,39,3,36,47,10,37,False
5,Lowest point so far,>= -5.68862,-5.688622754491007,39,37,2,47,37,10,False
5,Lowest point so far,<= -5.49133,-5.49132947976878,39,4,35,47,10,37,False
5,Lowest point so far,>= -5.49133,-5.49132947976878,39,36,3,47,37,10,False
5,Lowest point so far,<= -5.30973,-5.309734513274321,39,4,35,47,11,36,False
5,Lowest point so far,>= -5.30973,-5.309734513274321,39,35,4,47,37,10,False
5,Lowest point so far,<= -5.04202,-5.0420168067227,39,4,35,47,12,35,False
5,Lowest point so far,>= -5.04202,-5.0420168067227,39,35,4,47,36,11,False
5,Lowest point so far,<= -4.72441,-4.7244094488189035,39,5,34,47,12,35,False
5,Lowest point so far,>= -4.72441,-4.7244094488189035,39,35,4,47,35,12,False
5,Lowest point so far,<= -4.38596,-4.3859649122806985,39,5,34,47,13,34,False
5,Lowest point so far,>= -4.38596,-4.3859649122806985,39,34,5,47,35,12,False
5,Lowest point so far,<= -4.37436,-4.374364191251274,39,6,33,47,13,34,False
5,Lowest point so far,>= -4.37436,-4.374364191251274,39,34,5,47,34,13,False
5,Lowest point so far,<= -4.32191,-4.321907600596134,39,7,32,47,13,34,False
5,Lowest point so far,>= -4.32191,-4.321907600596134,39,33,6,47,34,13,False
5,Lowest point so far,<= -4.31755,-4.317548746518099,39,8,31,47,13,34,False
5,Lowest point so far,>= -4.31755,-4.317548746518099,39,32,7,47,34,13,False
5,Lowest point so far,<= -4.20561,-4.205607476635535,39,8,31,47,14,33,False
5,Lowest point so far,>= -4.20561,-4.205607476635535,39,31,8,47,34,13,False
5,Lowest point so far,<= -3.9666,-3.9665970772442734,39,8,31,47,15,32,False
5,Lowest point so far,>= -3.9666,-3.9665970772442734,39,31,8,47,33,14,False
5,Lowest point so far,<= -3.6036,-3.6036036036036165,39,8,31,47,16,31,False
5,Lowest point so far,>= -3.6036,-3.6036036036036165,39,31,8,47,32,15,False
5,Lowest point so far,<= -3.56037,-3.5603715170278605,39,9,30,47,16,31,False
5,Lowest point so far,>= -3.56037,-3.5603715170278605,39,31,8,47,31,16,False
5,Lowest point so far,<= -3.51759,-3.517587939698501,39,9,30,47,17,30,False
5,Lowest point so far,>= -3.51759,-3.517587939698501,39,30,9,47,31,16,False
5,Lowest point so far,<= -3.28638,-3.2863849765258095,39,10,29,47,17,30,False
5,Lowest point so far,>= -3.28638,-3.2863849765258095,39,30,9,47,30,17,False
5,Lowest point so far,<= -3.26797,-3.267973856209153,39,10,29,47,18,29,False
5,Lowest point so far,>= -3.26797,-3.267973856209153,39,29,10,47,30,17,False
5,Lowest point so far,<= -3.21678,-3.2167832167832273,39,11,28,47,18,29,False
5,Lowest point so far,>= -3.21678,-3.2167832167832273,39,29,10,47,29,18,False
5,Lowest point so far,<= -3.14961,-3.149606299212607,39,11,28,47,19,28,False
5,Lowest point so far,>= -3.14961,-3.149606299212607,39,28,11,47,29,18,False
5,Lowest point so far,<= -3.02548,-3.025477707006374,39,12,27,47,19,28,False
5,Lowest point so far,>= -3.02548,-3.025477707006374,39,28,11,47,28,19,False
5,Lowest point so far,<= -2.72873,-2.7287319422151057,39,13,26,47,19,28,False
5,Lowest point so far,>= -2.72873,-2.7287319422151057,39,27,12,47,28,19,False
5,Lowest point so far,<= -2.72727,-2.7272727272727337,39,13,26,47,20,27,False
5,Lowest point so far,>= -2.72727,-2.7272727272727337,39,26,13,47,28,19,False
5,Lowest point so far,<= -2.66458,-2.6645768025078382,39,13,26,47,21,26,False
5,Lowest point so far,>= -2.66458,-2.6645768025078382,39,26,13,47,27,20,False
5,Lowest point so far,<= -2.6455,-2.6455026455026456,39,14,25,47,21,26,False
5,Lowest point so far,>= -2.6455,-2.6455026455026456,39,26,13,47,26,21,False
5,Lowest point so far,<= -2.60973,-2.6097271648873033,39,15,24,47,21,26,False
5,Lowest point so far,>= -2.60973,-2.6097271648873033,39,25,14,47,26,21,False
5,Lowest point so far,<= -2.59179,-2.5917926565874723,39,15,24,47,22,25,False
5,Lowest point so far,>= -2.59179,-2.5917926565874723,39,24,15,47,26,21,False
5,Lowest point so far,<= -2.58621,-2.5862068965517295,39,16,23,47,22,25,False
5,Lowest point so far,>= -2.58621,-2.5862068965517295,39,24,15,47,25,22,False
5,Lowest point so far,<= -2.5641,-2.564102564102569,39,16,23,47,23,24,False
5,Lowest point so far,>= -2.5641,-2.564102564102569,39,23,16,47,25,22,False
5,Lowest point so far,<= -2.51046,-2.5104602510460268,39,17,22,47,23,24,False
5,Lowest point so far,>= -2.51046,-2.5104602510460268,39,23,16,47,24,23,False
5,Lowest point so far,<= -2.5,-2.5,39,18,21,47,23,24,False
5,Lowest point so far,>= -2.5,-2.5,39,22,17,47,24,23,False
5,Lowest point so far,<= -2.45399,-2.4539877300613284,39,19,20,47,23,24,False
5,Lowest point so far,>= -2.45399,-2.4539877300613284,39,21,18,47,24,23,False
5,Lowest point so far,<= -2.4,-2.4000000000000057,39,19,20,47,24,23,False
5,Lowest point so far,>= -2.4,-2.4000000000000057,39,20,19,47,24,23,False
5,Lowest point so far,<= -2.38095,-2.3809523809523796,39,19,20,47,25,22,False
5,Lowest point so far,>= -2.38095,-2.3809523809523796,39,20,19,47,23,24,False
5,Lowest point so far,<= -2.34114,-2.341137123745824,39,19,20,47,26,21,False
5,Lowest point so far,>= -2.34114,-2.341137123745824,39,20,19,47,22,25,False
5,Lowest point so far,<= -2.19298,-2.192982456140342,39,19,20,47,27,20,False
5,Lowest point so far,>= -2.19298,-2.192982456140342,39,20,19,47,21,26,False
5,Lowest point so far,<= -2.12443,-2.1244309559939296,39,20,19,47,27,20,False
5,Lowest point so far,>= -2.12443,-2.1244309559939296,39,20,19,47,20,27,False
5,Lowest point so far,<= -2.07756,-2.0775623268697956,39,20,19,47,28,19,False
5,Lowest point so far,>= -2.07756,-2.0775623268697956,39,19,20,47,20,27,False
5,Lowest point so far,<= -2.05882,-2.058823529411754,39,20,19,47,29,18,False
5,Lowest point so far,>= -2.05882,-2.058823529411754,39,19,20,47,19,28,False
5,Lowest point so far,<= -2.05066,-2.0506634499396768,39,20,19,47,30,17,False
5,Lowest point so far,>= -2.05066,-2.0506634499396768,39,19,20,47,18,29,False
5,Lowest point so far,<= -2.01005,-2.010050251256274,39,21,18,47,30,17,False
5,Lowest point so far,>= -2.01005,-2.010050251256274,39,19,20,47,17,30,False
5,Lowest point so far,<= -1.97044,-1.9704433497536797,39,22,17,47,30,17,False
5,Lowest point so far,>= -1.97044,-1.9704433497536797,39,18,21,47,17,30,False
5,Lowest point so far,<= -1.94175,-1.9417475728155296,39,23,16,47,30,17,False
5,Lowest point so far,>= -1.94175,-1.9417475728155296,39,17,22,47,17,30,False
5,Lowest point so far,<= -1.8797,-1.8796992481203176,39,24,15,47,30,17,False
5,Lowest point so far,>= -1.8797,-1.8796992481203176,39,16,23,47,17,30,False
5,Lowest point so far,<= -1.84332,-1.8433179723502349,39,24,15,47,31,16,False
5,Lowest point so far,>= -1.84332,-1.8433179723502349,39,15,24,47,17,30,False
5,Lowest point so far,<= -1.80412,-1.8041237113401962,39,25,14,47,31,16,False
5,Lowest point so far,>= -1.80412,-1.8041237113401962,39,15,24,47,16,31,False
5,Lowest point so far,<= -1.8018,-1.8018018018018012,39,25,14,47,32,15,False
5,Lowest point so far,>= -1.8018,-1.8018018018018012,39,14,25,47,16,31,False
5,Lowest point so far,<= -1.76322,-1.763224181360215,39,26,13,47,32,15,False
5,Lowest point so far,>= -1.76322,-1.763224181360215,39,14,25,47,15,32,False
5,Lowest point so far,<= -1.73502,-1.7350157728706534,39,27,12,47,32,15,False
5,Lowest point so far,>= -1.73502,-1.7350157728706534,39,13,26,47,15,32,False
5,Lowest point so far,<= -1.63934,-1.639344262295083,39,28,11,47,32,15,False
5,Lowest point so far,>= -1.63934,-1.639344262295083,39,12,27,47,15,32,False
5,Lowest point so far,<= -1.53846,-1.5384615384615472,39,28,11,47,33,14,False
5,Lowest point so far,>= -1.53846,-1.5384615384615472,39,11,28,47,15,32,False
5,Lowest point so far,<= -1.51515,-1.5151515151515156,39,29,10,47,33,14,False
5,Lowest point so far,>= -1.51515,-1.5151515151515156,39,11,28,47,14,33,False
5,Lowest point so far,<= -1.48883,-1.4888337468982655,39,29,10,47,34,13,False
5,Lowest point so far,>= -1.48883,-1.4888337468982655,39,10,29,47,14,33,False
5,Lowest point so far,<= -1.47783,-1.4778325123152598,39,29,10,47,35,12,False
5,Lowest point so far,>= -1.47783,-1.4778325123152598,39,10,29,47,13,34,False
5,Lowest point so far,<= -1.43541,-1.4354066985645773,39,30,9,47,35,12,False
5,Lowest point so far,>= -1.43541,-1.4354066985645773,39,10,29,47,12,35,False
5,Lowest point so far,<= -1.40406,-1.4040561622464907,39,31,8,47,35,12,False
5,Lowest point so far,>= -1.40406,-1.4040561622464907,39,9,30,47,12,35,False
5,Lowest point so far,<= -1.31579,-1.3157894736842053,39,31,8,47,36,11,False
5,Lowest point so far,>= -1.31579,-1.3157894736842053,39,8,31,47,12,35,False
5,Lowest point so far,<= -1.28205,-1.2820512820512704,39,32,7,47,36,11,False
5,Lowest point so far,>= -1.28205,-1.2820512820512704,39,8,31,47,11,36,False
5,Lowest point so far,<= -1.26984,-1.2698412698412795,39,32,7,47,37,10,False
5,Lowest point so far,>= -1.26984,-1.2698412698412795,39,7,32,47,11,36,False
5,Lowest point so far,<= -1.14943,-1.1494252873563227,39,33,6,47,37,10,False
5,Lowest point so far,>= -1.14943,-1.1494252873563227,39,7,32,47,10,37,False
5,Lowest point so far,<= -1.06952,-1.069518716577548,39,33,6,47,38,9,False
5,Lowest point so far,>= -1.06952,-1.069518716577548,39,6,33,47,10,37,False
5,Lowest point so far,<= -1.05566,-1.0556621880998023,39,34,5,47,38,9,False
5,Lowest point so far,>= -1.05566,-1.0556621880998023,39,6,33,47,9,38,False
5,Lowest point so far,<= -1.05263,-1.05263157894737,39,34,5,47,39,8,False
5,Lowest point so far,>= -1.05263,-1.05263157894737,39,5,34,47,9,38,False
5,Lowest point so far,<= -1.02564,-1.025641025641022,39,34,5,47,40,7,False
