session_day_et,symbol,entry_ts,entry_slot,entry_mode,entry_px,won,ret_pct,first_bid_ret_pct,future_mfe_pct,future_mae_pct,future_reached_plus_1,future_reached_plus_2,future_reached_plus_5,mae_before_plus_1_pct,mae_before_plus_2_pct,mae_before_plus_5_pct,seconds_to_plus_1,seconds_to_plus_2,seconds_to_plus_5,log_entry_price,spread_pct,minutes_since_0700,scanner_age_min,confirm_rank_score,log_confirm_day_volume,log_float_used,confirm_change_pct,vwap_dist_pct,macd_pct,histogram_pct,macd_delta_pct,macd_increasing,macd_above_signal,poly_volume_ratio_20,poly_volume_5_vs_prev_5,schwab_volume_ratio_5,is_reclaim,is_reactive,entry_sequence
2026-08-24,PMI,2026-08-24T16:15:50.517000+00:00,reclaim,resting,4.39,False,-2.050113895216398,-0.9111617312072902,20.045558086560362,-2.050113895216398,True,True,True,-2.050113895216398,-2.050113895216398,-2.050113895216398,529.859632,543.727819,1164.978378,0.7315887651867387,0.9111617312072902,315.84195,134.89195,37.5,6.929065572857449,6.368962445043238,36.449,-4.879750740196213,0.15422635321398903,0.15301346556488665,0.1348668896564521,1.0,1.0,10.802511753295855,2.9312586794596642,7.499153275881533,1.0,0.0,4.0
2026-08-24,PMI,2026-08-24T17:45:59.823000+00:00,reclaim,resting,4.64,False,-2.5862068965517264,-1.077586206896548,13.57758620689655,-6.034482758620676,True,True,True,-6.034482758620676,-6.034482758620676,-6.034482758620676,5361.68614,5394.42539,7425.630413,0.7512791039833423,1.077586206896548,405.99705,225.04705,37.5,6.929065572857449,6.368962445043238,36.449,0.4049124332154641,0.5641343551309788,0.11105433917839233,-0.00034765301877211907,0.0,1.0,0.4208895487702537,0.20144510183779255,0.6113622411964954,1.0,0.0,5.0
2026-08-24,PMI,2026-08-24T19:14:30.630000+00:00,first,resting,4.66,True,0.9999999999999947,-0.214592274678107,13.090128755364795,-3.433476394849788,True,True,True,-0.858369098712447,-0.858369098712447,-3.433476394849788,52.784305,92.661835,2120.793934,0.7528164311882715,0.214592274678107,494.51050000000004,313.5605,37.5,6.929065572857449,6.368962445043238,36.449,0.9476818046555986,0.5191098676643179,0.14366215439970426,0.10551717876299711,1.0,1.0,1.4274904150131162,20.824791086350974,0.9272801909598163,0.0,0.0,6.0
2026-08-24,PMI,2026-08-24T19:18:50.818000+00:00,reclaim,resting,4.77,False,-2.5157232704402355,-0.8385744234800661,10.482180293501049,-5.660377358490558,True,True,True,-5.660377358490558,-5.660377358490558,-5.660377358490558,119.625524,1854.629309,1907.154737,0.7611758131557314,0.8385744234800661,498.8469666666667,317.89696666666663,37.5,6.929065572857449,6.368962445043238,36.449,3.307469100886203,0.9151014188706871,0.07447830259702622,-0.038367533270287024,0.0,1.0,1.6609997264235745,0.7346537955568732,1.4657830829917637,1.0,0.0,7.0
2026-08-24,XPON,2026-08-24T13:33:26.763000+00:00,first,resting,8.73,False,-2.290950744559004,-0.9163802978235975,5.841924398625427,-46.620847651775485,True,True,True,-2.290950744559004,-42.726231386025205,-42.726231386025205,7.748298,6745.073846,6745.442041,0.9881128402683519,0.6872852233677033,153.44605,59.32938333333333,60.0,6.67880772124129,5.983326732607903,69.141,7.101014282432263,-0.5602241370013439,0.5324006473710957,0.24334813492327234,1.0,1.0,1.2089812430979145,3.0232692156687904,1.3961551836512012,0.0,0.0,1.0
2026-08-24,XPON,2026-08-24T14:54:06.629000+00:00,first,resting,7.13,False,-2.244039270687239,-0.8415147265077085,29.593267882187945,-34.64235624123422,True,True,True,-3.225806451612897,-3.225806451612897,-4.488078541374478,144.806219,148.387622,827.550124,0.9100905455940681,0.8415147265077085,234.11048333333335,139.99381666666667,60.0,6.67880772124129,5.983326732607903,69.141,-5.572969465907539,0.44534160530290734,0.3371640200668608,0.3070969001181097,1.0,1.0,2.3058880458086066,1.5833333333333333,3.821290324515086,0.0,0.0,2.0
2026-08-24,XPON,2026-08-24T15:01:19.240000+00:00,reclaim,resting,7.3,False,-2.054794520547938,-0.41095890410959246,26.575342465753433,-36.16438356164383,True,True,True,-6.7123287671232905,-6.7123287671232905,-6.7123287671232905,363.93326,394.929285,427.290207,0.919078092376074,0.41095890410959246,241.32066666666665,147.204,60.0,6.67880772124129,5.983326732607903,69.141,-2.8406875836661944,0.9963124507505414,0.029830099151005367,0.14332589477225977,1.0,1.0,1.0789716906856537,0.5841488279671821,1.2306081216625433,1.0,0.0,3.0
2026-08-24,XPON,2026-08-24T17:03:07.843000+00:00,first,resting,7.65,False,-2.0915032679738577,-0.7843137254902025,4.444444444444443,-39.08496732026144,True,True,False,-39.08496732026144,-39.08496732026144,,6622.877976,6723.605537,,0.9370161074648142,0.9150326797385657,363.1307166666667,269.01405,60.0,6.67880772124129,5.983326732607903,69.141,-1.2102241549944586,0.22350267416764044,0.36696370700524866,0.1696400922876131,1.0,1.0,1.609049199828733,2.6077992893027817,1.940642177563958,0.0,0.0,4.0
2026-08-24,XPON,2026-08-24T17:31:59.346000+00:00,first,resting,7.22,False,-2.0775623268697987,-1.5235457063711833,10.664819944598344,-14.819944598337942,True,True,True,-2.0775623268697987,-2.0775623268697987,-7.063711911357339,80.105811,99.389614,4889.779577,0.9148718175400503,1.5235457063711833,391.9891,297.87243333333333,60.0,6.67880772124129,5.983326732607903,69.141,-6.350094228423282,0.2423442897284352,0.20568136076169197,0.14858173017031653,1.0,1.0,1.5160023414258035,1.1460240790137697,2.4809363636926776,0.0,0.0,5.0
2026-08-24,XPON,2026-08-24T18:06:35.580000+00:00,reclaim,resting,7.52,False,-2.1276595744680753,-0.5319148936170099,6.250000000000008,-18.21808510638297,True,True,True,-10.771276595744677,-10.771276595744677,-10.771276595744677,2813.549639,2813.678907,2915.904,0.9304395947667001,0.5319148936170099,426.593,332.47633333333334,60.0,6.67880772124129,5.983326732607903,69.141,-2.2373128863981027,0.5580448143183745,0.19913773435646515,0.08767659103063372,1.0,1.0,1.5039174813110983,0.5613004965776406,1.9528949950932286,1.0,0.0,6.0
2026-08-24,XPON,2026-08-24T18:38:43.267000+00:00,first,resting,7.38,False,-2.0325203252032447,-0.9485094850948549,8.265582655826563,-16.66666666666666,True,True,True,-3.658536585365848,-3.658536585365848,-3.658536585365848,408.089811,756.56814,988.12482,0.9232440186302765,0.9485094850948549,458.72111666666666,364.60445,60.0,6.67880772124129,5.983326732607903,69.141,-3.865301123207164,0.296126286812929,0.17809687496206725,0.10629576256715209,1.0,1.0,2.497159696087482,2.3866343001784305,3.6615850155130807,0.0,0.0,7.0
