session_day_et,symbol,buy_signal_ts,entry_ts,entry_px,reached_5,atr_segment_max_up_pct,session_max_up_pct,fixed_5_signal_ts,fixed_5_trigger,fixed_5_exit_ts,fixed_5_exit_px,fixed_5_exit_reason,fixed_5_return_pct,fixed_5_duration_minutes,fixed_5_capture_pct,atr_sell_signal_ts,atr_sell_trigger,atr_sell_exit_ts,atr_sell_exit_px,atr_sell_exit_reason,atr_sell_return_pct,atr_sell_duration_minutes,atr_sell_capture_pct,dot_bearish_signal_ts,dot_bearish_trigger,dot_bearish_exit_ts,dot_bearish_exit_px,dot_bearish_exit_reason,dot_bearish_return_pct,dot_bearish_duration_minutes,dot_bearish_capture_pct,macd_hist_below_zero_signal_ts,macd_hist_below_zero_trigger,macd_hist_below_zero_exit_ts,macd_hist_below_zero_exit_px,macd_hist_below_zero_exit_reason,macd_hist_below_zero_return_pct,macd_hist_below_zero_duration_minutes,macd_hist_below_zero_capture_pct,first_signal_ts,first_trigger,first_exit_ts,first_exit_px,first_exit_reason,first_return_pct,first_duration_minutes,first_capture_pct,second_signal_ts,second_trigger,second_exit_ts,second_exit_px,second_exit_reason,second_return_pct,second_duration_minutes,second_capture_pct
2026-08-24,XPON,2026-08-24T18:52:00+00:00,2026-08-24T18:52:00.470706+00:00,7.4,True,7.973,7.973,,target,2026-08-24T18:55:11.443414+00:00,7.77,target,5.0,3.18,62.71,,atr_sell,2026-08-24T19:07:00.372368+00:00,6.98,atr_sell,-5.6757,15.0,-71.19,2026-08-24T18:56:00+00:00,dot,2026-08-24T18:56:00.197040+00:00,7.16,signal,-3.2432,4.0,-40.68,2026-08-24T18:58:00+00:00,hist,2026-08-24T18:58:00.747638+00:00,7.2,signal,-2.7027,6.0,-33.9,2026-08-24T18:56:00+00:00,dot,2026-08-24T18:56:00.197040+00:00,7.16,signal,-3.2432,4.0,-40.68,2026-08-24T18:58:00+00:00,hist,2026-08-24T18:58:00.747638+00:00,7.2,signal,-2.7027,6.0,-33.9
2026-08-24,PMI,2026-08-24T19:14:00+00:00,2026-08-24T19:14:00.205665+00:00,4.68,True,12.6068,12.6068,,target,2026-08-24T19:49:56.058396+00:00,4.914,target,5.0,35.93,39.66,,session_close,2026-08-24T19:59:59.833877+00:00,5.23,session_close,11.7521,45.99,93.22,2026-08-24T19:26:00+00:00,dot,2026-08-24T19:26:00.339461+00:00,4.75,signal,1.4957,12.0,11.86,2026-08-24T19:28:00+00:00,hist,2026-08-24T19:28:00.419207+00:00,4.65,signal,-0.641,14.0,-5.08,2026-08-24T19:26:00+00:00,dot,2026-08-24T19:26:00.339461+00:00,4.75,signal,1.4957,12.0,11.86,2026-08-24T19:28:00+00:00,hist,2026-08-24T19:28:00.419207+00:00,4.65,signal,-0.641,14.0,-5.08
2026-08-24,LUCY,2026-08-24T19:20:00+00:00,2026-08-24T19:20:00.988445+00:00,1.11,False,-0.9009,0.9009,,atr_sell,2026-08-24T19:39:05.663730+00:00,1.05,atr_sell,-5.4054,19.08,-600.0,,atr_sell,2026-08-24T19:39:05.663730+00:00,1.05,atr_sell,-5.4054,19.08,-600.0,2026-08-24T19:25:00+00:00,dot,2026-08-24T19:25:03.859778+00:00,1.07,signal,-3.6036,5.05,-400.0,2026-08-24T19:34:00+00:00,hist,2026-08-24T19:34:00.072417+00:00,1.06,signal,-4.5045,13.98,-500.0,2026-08-24T19:25:00+00:00,dot,2026-08-24T19:25:03.859778+00:00,1.07,signal,-3.6036,5.05,-400.0,2026-08-24T19:34:00+00:00,hist,2026-08-24T19:34:00.072417+00:00,1.06,signal,-4.5045,13.98,-500.0
2026-08-24,BTCT,2026-08-24T19:47:00+00:00,2026-08-24T19:47:00.061639+00:00,1.87,False,-0.5348,-0.5348,,atr_sell,2026-08-24T19:57:00.139681+00:00,1.8,atr_sell,-3.7433,10.0,,,atr_sell,2026-08-24T19:57:00.139681+00:00,1.8,atr_sell,-3.7433,10.0,,2026-08-24T19:52:00+00:00,dot,2026-08-24T19:52:00.085042+00:00,1.85,signal,-1.0695,5.0,,2026-08-24T19:57:00+00:00,hist,2026-08-24T19:57:00.139681+00:00,1.8,signal,-3.7433,10.0,,2026-08-24T19:52:00+00:00,dot,2026-08-24T19:52:00.085042+00:00,1.85,signal,-1.0695,5.0,,2026-08-24T19:57:00+00:00,hist,2026-08-24T19:57:00.139681+00:00,1.8,signal,-3.7433,10.0,
2026-08-24,LUCY,2026-08-24T19:56:00+00:00,2026-08-24T19:56:00.913644+00:00,1.13,False,-0.885,-0.885,,session_close,2026-08-24T19:59:58.617783+00:00,1.09,session_close,-3.5398,3.96,,,session_close,2026-08-24T19:59:58.617783+00:00,1.09,session_close,-3.5398,3.96,,2026-08-24T19:59:00+00:00,dot,2026-08-24T19:59:02.167086+00:00,1.11,signal,-1.7699,3.02,,,none,2026-08-24T19:59:58.617783+00:00,1.09,session_close,-3.5398,3.96,,2026-08-24T19:59:00+00:00,dot,2026-08-24T19:59:02.167086+00:00,1.11,signal,-1.7699,3.02,,,none,2026-08-24T19:59:58.617783+00:00,1.09,session_close,-3.5398,3.96,
2026-08-25,WVVIP,2026-08-25T15:55:00+00:00,2026-08-25T15:55:00.522967+00:00,5.78,True,6.9204,6.9204,,target,2026-08-25T15:59:28.557750+00:00,6.069,target,5.0,4.47,72.25,,atr_sell,2026-08-25T16:13:01.199569+00:00,5.37,atr_sell,-7.0934,18.01,-102.5,2026-08-25T16:03:00+00:00,dot,2026-08-25T16:03:00.754189+00:00,5.7,signal,-1.3841,8.0,-20.0,2026-08-25T16:09:00+00:00,hist,2026-08-25T16:09:00.591933+00:00,5.71,signal,-1.2111,14.0,-17.5,2026-08-25T16:03:00+00:00,dot,2026-08-25T16:03:00.754189+00:00,5.7,signal,-1.3841,8.0,-20.0,2026-08-25T16:09:00+00:00,hist,2026-08-25T16:09:00.591933+00:00,5.71,signal,-1.2111,14.0,-17.5
2026-08-25,DAIC,2026-08-25T16:06:00+00:00,2026-08-25T16:06:00.328641+00:00,3.46,True,21.3873,21.3873,,target,2026-08-25T16:13:15.196265+00:00,3.633,target,5.0,7.25,23.38,,atr_sell,2026-08-25T17:14:00.177304+00:00,3.36,atr_sell,-2.8902,68.0,-13.51,2026-08-25T16:10:00+00:00,dot,2026-08-25T16:10:00.512057+00:00,3.33,signal,-3.7572,4.0,-17.57,2026-08-25T16:32:00+00:00,hist,2026-08-25T16:32:00.045304+00:00,3.8,signal,9.8266,26.0,45.95,2026-08-25T16:10:00+00:00,dot,2026-08-25T16:10:00.512057+00:00,3.33,signal,-3.7572,4.0,-17.57,2026-08-25T16:32:00+00:00,hist,2026-08-25T16:32:00.045304+00:00,3.8,signal,9.8266,26.0,45.95
2026-08-25,PMI,2026-08-25T16:21:00+00:00,2026-08-25T16:21:00.067792+00:00,7.76,True,43.0412,43.0412,,target,2026-08-25T16:42:16.153674+00:00,8.148,target,5.0,21.27,11.62,,atr_sell,2026-08-25T18:16:00.122472+00:00,9.12,atr_sell,17.5258,115.0,40.72,2026-08-25T16:34:00+00:00,dot,2026-08-25T16:34:00.282869+00:00,7.92,signal,2.0619,13.0,4.79,2026-08-25T16:36:00+00:00,hist,2026-08-25T16:36:00.152868+00:00,7.9,signal,1.8041,15.0,4.19,2026-08-25T16:34:00+00:00,dot,2026-08-25T16:34:00.282869+00:00,7.92,signal,2.0619,13.0,4.79,2026-08-25T16:36:00+00:00,hist,2026-08-25T16:36:00.152868+00:00,7.9,signal,1.8041,15.0,4.19
2026-08-25,AIXI,2026-08-25T16:24:00+00:00,2026-08-25T16:24:00.285366+00:00,1.16,True,15.5172,17.2414,,target,2026-08-25T16:29:58.658368+00:00,1.218,target,5.0,5.97,29.0,,atr_sell,2026-08-25T16:56:02.229093+00:00,1.16,atr_sell,0.0,32.03,0.0,2026-08-25T16:26:00+00:00,dot,2026-08-25T16:26:01.078436+00:00,1.13,signal,-2.5862,2.01,-15.0,2026-08-25T16:44:00+00:00,hist,2026-08-25T16:44:00.035683+00:00,1.22,signal,5.1724,20.0,30.0,2026-08-25T16:26:00+00:00,dot,2026-08-25T16:26:01.078436+00:00,1.13,signal,-2.5862,2.01,-15.0,2026-08-25T16:44:00+00:00,hist,2026-08-25T16:44:00.035683+00:00,1.22,signal,5.1724,20.0,30.0
2026-08-25,WVVIP,2026-08-25T16:38:00+00:00,2026-08-25T16:38:01.778848+00:00,5.6,False,0.8929,0.8929,,atr_sell,2026-08-25T16:43:00.148459+00:00,5.18,atr_sell,-7.5,4.97,-840.0,,atr_sell,2026-08-25T16:43:00.148459+00:00,5.18,atr_sell,-7.5,4.97,-840.0,2026-08-25T16:42:00+00:00,dot,2026-08-25T16:42:00.583628+00:00,5.32,signal,-5.0,3.98,-560.0,2026-08-25T16:45:00+00:00,hist,2026-08-25T16:45:03.988439+00:00,4.99,signal,-10.8929,7.04,-1220.0,2026-08-25T16:42:00+00:00,dot,2026-08-25T16:42:00.583628+00:00,5.32,signal,-5.0,3.98,-560.0,2026-08-25T16:45:00+00:00,hist,2026-08-25T16:45:03.988439+00:00,4.99,signal,-10.8929,7.04,-1220.0
2026-08-25,AIXI,2026-08-25T17:36:00+00:00,2026-08-25T17:36:01.808671+00:00,1.25,False,2.4,8.8,,atr_sell,2026-08-25T17:54:08.053214+00:00,1.15,atr_sell,-8.0,18.1,-90.91,,atr_sell,2026-08-25T17:54:08.053214+00:00,1.15,atr_sell,-8.0,18.1,-90.91,2026-08-25T17:41:00+00:00,dot,2026-08-25T17:41:00.536125+00:00,1.24,signal,-0.8,4.98,-9.09,2026-08-25T17:44:00+00:00,hist,2026-08-25T17:44:00.719504+00:00,1.2,signal,-4.0,7.98,-45.45,2026-08-25T17:41:00+00:00,dot,2026-08-25T17:41:00.536125+00:00,1.24,signal,-0.8,4.98,-9.09,2026-08-25T17:44:00+00:00,hist,2026-08-25T17:44:00.719504+00:00,1.2,signal,-4.0,7.98,-45.45
2026-08-25,DAIC,2026-08-25T18:03:00+00:00,2026-08-25T18:03:00.400137+00:00,3.66,True,11.7486,11.7486,,target,2026-08-25T18:22:40.925028+00:00,3.843,target,5.0,19.68,42.56,,atr_sell,2026-08-25T19:12:00.505504+00:00,3.52,atr_sell,-3.8251,69.0,-32.56,2026-08-25T18:13:00+00:00,dot,2026-08-25T18:13:00.554138+00:00,3.65,signal,-0.2732,10.0,-2.33,2026-08-25T18:15:00+00:00,hist,2026-08-25T18:15:00.846967+00:00,3.68,signal,0.5464,12.01,4.65,2026-08-25T18:13:00+00:00,dot,2026-08-25T18:13:00.554138+00:00,3.65,signal,-0.2732,10.0,-2.33,2026-08-25T18:15:00+00:00,hist,2026-08-25T18:15:00.846967+00:00,3.68,signal,0.5464,12.01,4.65
2026-08-25,AIXI,2026-08-25T18:13:00+00:00,2026-08-25T18:13:01.160804+00:00,1.27,False,1.5748,7.0866,,atr_sell,2026-08-25T19:16:00.327299+00:00,1.16,atr_sell,-8.6614,62.99,-122.22,,atr_sell,2026-08-25T19:16:00.327299+00:00,1.16,atr_sell,-8.6614,62.99,-122.22,2026-08-25T18:17:00+00:00,dot,2026-08-25T18:17:00.038663+00:00,1.24,signal,-2.3622,3.98,-33.33,2026-08-25T18:22:00+00:00,hist,2026-08-25T18:22:02.891277+00:00,1.22,signal,-3.937,9.03,-55.56,2026-08-25T18:17:00+00:00,dot,2026-08-25T18:17:00.038663+00:00,1.24,signal,-2.3622,3.98,-33.33,2026-08-25T18:22:00+00:00,hist,2026-08-25T18:22:02.891277+00:00,1.22,signal,-3.937,9.03,-55.56
2026-08-25,PMI,2026-08-25T18:41:00+00:00,2026-08-25T18:41:00.137993+00:00,9.83,True,7.2228,7.2228,,target,2026-08-25T19:20:04.794939+00:00,10.3215,target,5.0,39.08,69.23,,atr_sell,2026-08-25T19:57:00.148624+00:00,9.42,atr_sell,-4.1709,76.0,-57.75,2026-08-25T18:44:00+00:00,dot,2026-08-25T18:44:00.097586+00:00,9.51,signal,-3.2553,3.0,-45.07,2026-08-25T18:53:00+00:00,hist,2026-08-25T18:53:00.330760+00:00,9.25,signal,-5.9003,12.0,-81.69,2026-08-25T18:44:00+00:00,dot,2026-08-25T18:44:00.097586+00:00,9.51,signal,-3.2553,3.0,-45.07,2026-08-25T18:53:00+00:00,hist,2026-08-25T18:53:00.330760+00:00,9.25,signal,-5.9003,12.0,-81.69
2026-08-25,WVVIP,2026-08-25T19:42:00+00:00,2026-08-25T19:42:03.110480+00:00,3.5,False,-0.8571,-0.8571,,session_close,2026-08-25T19:59:42.265712+00:00,3.33,session_close,-4.8571,17.65,,,session_close,2026-08-25T19:59:42.265712+00:00,3.33,session_close,-4.8571,17.65,,,none,2026-08-25T19:59:42.265712+00:00,3.33,session_close,-4.8571,17.65,,,none,2026-08-25T19:59:42.265712+00:00,3.33,session_close,-4.8571,17.65,,,none,2026-08-25T19:59:42.265712+00:00,3.33,session_close,-4.8571,17.65,,,none,2026-08-25T19:59:42.265712+00:00,3.33,session_close,-4.8571,17.65,
2026-08-25,AIXI,2026-08-25T19:45:00+00:00,2026-08-25T19:45:00.371530+00:00,1.27,True,7.0866,7.0866,,target,2026-08-25T19:54:48.418812+00:00,1.3335,target,5.0,9.8,70.56,,session_close,2026-08-25T19:59:59.828140+00:00,1.31,session_close,3.1496,14.99,44.44,2026-08-25T19:47:00+00:00,dot,2026-08-25T19:47:00.246952+00:00,1.23,signal,-3.1496,2.0,-44.44,,none,2026-08-25T19:59:59.828140+00:00,1.31,session_close,3.1496,14.99,44.44,2026-08-25T19:47:00+00:00,dot,2026-08-25T19:47:00.246952+00:00,1.23,signal,-3.1496,2.0,-44.44,,none,2026-08-25T19:59:59.828140+00:00,1.31,session_close,3.1496,14.99,44.44
2026-08-25,DAIC,2026-08-25T19:45:00+00:00,2026-08-25T19:45:00.370510+00:00,3.69,True,8.1301,8.1301,,target,2026-08-25T19:45:57.117391+00:00,3.8745,target,5.0,0.95,61.5,,session_close,2026-08-25T19:59:59.828934+00:00,3.85,session_close,4.336,14.99,53.33,2026-08-25T19:53:00+00:00,dot,2026-08-25T19:53:00.049046+00:00,3.86,signal,4.607,7.99,56.67,2026-08-25T20:00:00+00:00,hist,2026-08-25T19:59:59.828934+00:00,3.85,session_close,4.336,14.99,53.33,2026-08-25T19:53:00+00:00,dot,2026-08-25T19:53:00.049046+00:00,3.86,signal,4.607,7.99,56.67,2026-08-25T20:00:00+00:00,hist,2026-08-25T19:59:59.828934+00:00,3.85,session_close,4.336,14.99,53.33
2026-08-26,DAIC,2026-08-26T12:35:00+00:00,2026-08-26T12:35:01.694955+00:00,5.88,True,13.4354,13.4354,,target,2026-08-26T12:49:27.560766+00:00,6.174,target,5.0,14.43,37.22,,atr_sell,2026-08-26T13:32:00.447666+00:00,5.92,atr_sell,0.6803,56.98,5.06,2026-08-26T12:40:00+00:00,dot,2026-08-26T12:40:00.812486+00:00,5.84,signal,-0.6803,4.99,-5.06,2026-08-26T12:58:00+00:00,hist,2026-08-26T12:58:07.813815+00:00,6.01,signal,2.2109,23.1,16.46,2026-08-26T12:40:00+00:00,dot,2026-08-26T12:40:00.812486+00:00,5.84,signal,-0.6803,4.99,-5.06,2026-08-26T12:58:00+00:00,hist,2026-08-26T12:58:07.813815+00:00,6.01,signal,2.2109,23.1,16.46
2026-08-26,YYGH,2026-08-26T12:57:00+00:00,2026-08-26T12:57:00.334133+00:00,1.95,False,3.0769,9.2308,,atr_sell,2026-08-26T13:31:00.191042+00:00,1.87,atr_sell,-4.1026,34.0,-44.44,,atr_sell,2026-08-26T13:31:00.191042+00:00,1.87,atr_sell,-4.1026,34.0,-44.44,2026-08-26T13:07:00+00:00,dot,2026-08-26T13:07:00.491373+00:00,1.98,signal,1.5385,10.0,16.67,2026-08-26T13:12:00+00:00,hist,2026-08-26T13:12:00.013059+00:00,1.95,signal,0.0,14.99,0.0,2026-08-26T13:07:00+00:00,dot,2026-08-26T13:07:00.491373+00:00,1.98,signal,1.5385,10.0,16.67,2026-08-26T13:12:00+00:00,hist,2026-08-26T13:12:00.013059+00:00,1.95,signal,0.0,14.99,0.0
2026-08-26,CRE,2026-08-26T12:58:00+00:00,2026-08-26T12:58:00.245641+00:00,6.98,False,2.0057,23.0659,,hard_stop,2026-08-26T13:01:21.256061+00:00,6.27,hard_stop,-10.1719,3.35,-44.1,,atr_sell,2026-08-26T13:03:00.125801+00:00,5.75,atr_sell,-17.6218,5.0,-76.4,2026-08-26T13:02:00+00:00,dot,2026-08-26T13:02:00.497687+00:00,6.31,signal,-9.5989,4.0,-41.61,2026-08-26T13:03:00+00:00,hist,2026-08-26T13:03:00.125801+00:00,5.75,signal,-17.6218,5.0,-76.4,2026-08-26T13:02:00+00:00,dot,2026-08-26T13:02:00.497687+00:00,6.31,signal,-9.5989,4.0,-41.61,2026-08-26T13:03:00+00:00,hist,2026-08-26T13:03:00.125801+00:00,5.75,signal,-17.6218,5.0,-76.4
2026-08-26,CRE,2026-08-26T13:31:00+00:00,2026-08-26T13:31:00.100384+00:00,6.68,True,28.5928,28.5928,,target,2026-08-26T13:32:38.242213+00:00,7.014,target,5.0,1.64,17.49,,atr_sell,2026-08-26T15:02:00.350580+00:00,6.76,atr_sell,1.1976,91.0,4.19,2026-08-26T13:39:00+00:00,dot,2026-08-26T13:39:00.144757+00:00,6.7,signal,0.2994,8.0,1.05,2026-08-26T13:42:00+00:00,hist,2026-08-26T13:42:00.000513+00:00,6.31,signal,-5.5389,11.0,-19.37,2026-08-26T13:39:00+00:00,dot,2026-08-26T13:39:00.144757+00:00,6.7,signal,0.2994,8.0,1.05,2026-08-26T13:42:00+00:00,hist,2026-08-26T13:42:00.000513+00:00,6.31,signal,-5.5389,11.0,-19.37
2026-08-26,YYGH,2026-08-26T13:40:00+00:00,2026-08-26T13:40:00.202071+00:00,1.99,False,3.5176,7.0352,,hard_stop,2026-08-26T13:56:23.026097+00:00,1.79,hard_stop,-10.0503,16.38,-142.86,,atr_sell,2026-08-26T13:57:00.369689+00:00,1.81,atr_sell,-9.0452,17.0,-128.57,2026-08-26T13:46:00+00:00,dot,2026-08-26T13:46:00.139868+00:00,1.9,signal,-4.5226,6.0,-64.29,2026-08-26T13:48:00+00:00,hist,2026-08-26T13:48:00.149021+00:00,1.88,signal,-5.5276,8.0,-78.57,2026-08-26T13:46:00+00:00,dot,2026-08-26T13:46:00.139868+00:00,1.9,signal,-4.5226,6.0,-64.29,2026-08-26T13:48:00+00:00,hist,2026-08-26T13:48:00.149021+00:00,1.88,signal,-5.5276,8.0,-78.57
2026-08-26,YYGH,2026-08-26T14:33:00+00:00,2026-08-26T14:33:00.580863+00:00,1.95,False,4.1026,9.2308,,atr_sell,2026-08-26T15:06:00.513678+00:00,1.9,atr_sell,-2.5641,33.0,-27.78,,atr_sell,2026-08-26T15:06:00.513678+00:00,1.9,atr_sell,-2.5641,33.0,-27.78,2026-08-26T14:43:00+00:00,dot,2026-08-26T14:43:00.594399+00:00,1.98,signal,1.5385,10.0,16.67,2026-08-26T14:49:00+00:00,hist,2026-08-26T14:49:00.928789+00:00,1.97,signal,1.0256,16.01,11.11,2026-08-26T14:43:00+00:00,dot,2026-08-26T14:43:00.594399+00:00,1.98,signal,1.5385,10.0,16.67,2026-08-26T14:49:00+00:00,hist,2026-08-26T14:49:00.928789+00:00,1.97,signal,1.0256,16.01,11.11
2026-08-26,YYGH,2026-08-26T15:31:00+00:00,2026-08-26T15:31:00.000437+00:00,2.03,False,2.9557,4.9261,,atr_sell,2026-08-26T16:32:01.459772+00:00,1.89,atr_sell,-6.8966,61.02,-140.0,,atr_sell,2026-08-26T16:32:01.459772+00:00,1.89,atr_sell,-6.8966,61.02,-140.0,2026-08-26T15:40:00+00:00,dot,2026-08-26T15:40:02.553686+00:00,2.02,signal,-0.4926,9.04,-10.0,2026-08-26T15:42:00+00:00,hist,2026-08-26T15:42:01.931275+00:00,1.99,signal,-1.9704,11.03,-40.0,2026-08-26T15:40:00+00:00,dot,2026-08-26T15:40:02.553686+00:00,2.02,signal,-0.4926,9.04,-10.0,2026-08-26T15:42:00+00:00,hist,2026-08-26T15:42:01.931275+00:00,1.99,signal,-1.9704,11.03,-40.0
2026-08-26,XPON,2026-08-26T15:37:00+00:00,2026-08-26T15:37:00.315452+00:00,9.58,False,-0.8351,-0.8351,,atr_sell,2026-08-26T16:14:01.937941+00:00,8.65,atr_sell,-9.7077,37.03,,,atr_sell,2026-08-26T16:14:01.937941+00:00,8.65,atr_sell,-9.7077,37.03,,2026-08-26T15:41:00+00:00,dot,2026-08-26T15:41:00.176592+00:00,9.31,signal,-2.8184,4.0,,2026-08-26T15:45:00+00:00,hist,2026-08-26T15:45:00.164538+00:00,9.0,signal,-6.0543,8.0,,2026-08-26T15:41:00+00:00,dot,2026-08-26T15:41:00.176592+00:00,9.31,signal,-2.8184,4.0,,2026-08-26T15:45:00+00:00,hist,2026-08-26T15:45:00.164538+00:00,9.0,signal,-6.0543,8.0,
2026-08-26,CRE,2026-08-26T16:20:00+00:00,2026-08-26T16:20:00.032365+00:00,6.3,False,1.746,9.0476,,atr_sell,2026-08-26T16:33:00.618670+00:00,6.02,atr_sell,-4.4444,13.01,-49.12,,atr_sell,2026-08-26T16:33:00.618670+00:00,6.02,atr_sell,-4.4444,13.01,-49.12,2026-08-26T16:26:00+00:00,dot,2026-08-26T16:26:02.725079+00:00,6.24,signal,-0.9524,6.04,-10.53,2026-08-26T16:33:00+00:00,hist,2026-08-26T16:33:00.618670+00:00,6.02,signal,-4.4444,13.01,-49.12,2026-08-26T16:26:00+00:00,dot,2026-08-26T16:26:02.725079+00:00,6.24,signal,-0.9524,6.04,-10.53,2026-08-26T16:33:00+00:00,hist,2026-08-26T16:33:00.618670+00:00,6.02,signal,-4.4444,13.01,-49.12
2026-08-26,CRE,2026-08-26T16:50:00+00:00,2026-08-26T16:50:03.164961+00:00,6.28,True,6.5287,9.3949,,target,2026-08-26T17:38:28.936306+00:00,6.594,target,5.0,48.43,53.22,,atr_sell,2026-08-26T18:45:00.624934+00:00,6.1,atr_sell,-2.8662,114.96,-30.51,2026-08-26T16:56:00+00:00,dot,2026-08-26T16:56:02.296373+00:00,6.15,signal,-2.0701,5.99,-22.03,2026-08-26T17:02:00+00:00,hist,2026-08-26T17:02:05.458972+00:00,6.03,signal,-3.9809,12.04,-42.37,2026-08-26T16:56:00+00:00,dot,2026-08-26T16:56:02.296373+00:00,6.15,signal,-2.0701,5.99,-22.03,2026-08-26T17:02:00+00:00,hist,2026-08-26T17:02:05.458972+00:00,6.03,signal,-3.9809,12.04,-42.37
2026-08-26,YYGH,2026-08-26T17:24:00+00:00,2026-08-26T17:24:00.206168+00:00,1.93,True,5.1813,10.3627,,target,2026-08-26T18:37:17.833100+00:00,2.0265,target,5.0,73.29,48.25,,atr_sell,2026-08-26T19:14:06.352527+00:00,1.93,atr_sell,0.0,110.1,0.0,2026-08-26T17:30:00+00:00,dot,2026-08-26T17:30:01.454053+00:00,1.92,signal,-0.5181,6.02,-5.0,2026-08-26T17:37:00+00:00,hist,2026-08-26T17:37:01.028544+00:00,1.91,signal,-1.0363,13.01,-10.0,2026-08-26T17:30:00+00:00,dot,2026-08-26T17:30:01.454053+00:00,1.92,signal,-0.5181,6.02,-5.0,2026-08-26T17:37:00+00:00,hist,2026-08-26T17:37:01.028544+00:00,1.91,signal,-1.0363,13.01,-10.0
2026-08-26,XPON,2026-08-26T17:34:00+00:00,2026-08-26T17:34:01.331290+00:00,8.29,False,2.1713,13.1484,,atr_sell,2026-08-26T18:01:00.713316+00:00,8.08,atr_sell,-2.5332,26.99,-19.27,,atr_sell,2026-08-26T18:01:00.713316+00:00,8.08,atr_sell,-2.5332,26.99,-19.27,2026-08-26T17:38:00+00:00,dot,2026-08-26T17:38:00.220731+00:00,8.24,signal,-0.6031,3.98,-4.59,2026-08-26T17:42:00+00:00,hist,2026-08-26T17:42:04.724952+00:00,8.17,signal,-1.4475,8.06,-11.01,2026-08-26T17:38:00+00:00,dot,2026-08-26T17:38:00.220731+00:00,8.24,signal,-0.6031,3.98,-4.59,2026-08-26T17:42:00+00:00,hist,2026-08-26T17:42:04.724952+00:00,8.17,signal,-1.4475,8.06,-11.01
2026-08-26,DAIC,2026-08-26T17:59:00+00:00,2026-08-26T17:59:00.708416+00:00,5.26,False,2.2814,2.2814,,session_close,2026-08-26T19:42:12.388398+00:00,5.06,session_close,-3.8023,103.19,-166.67,,session_close,2026-08-26T19:42:12.388398+00:00,5.06,session_close,-3.8023,103.19,-166.67,2026-08-26T18:04:00+00:00,dot,2026-08-26T18:04:00.103878+00:00,4.86,signal,-7.6046,4.99,-333.33,2026-08-26T19:40:00+00:00,hist,2026-08-26T19:40:51.918136+00:00,5.08,signal,-3.4221,101.85,-150.0,2026-08-26T18:04:00+00:00,dot,2026-08-26T18:04:00.103878+00:00,4.86,signal,-7.6046,4.99,-333.33,2026-08-26T19:40:00+00:00,hist,2026-08-26T19:40:51.918136+00:00,5.08,signal,-3.4221,101.85,-150.0
2026-08-26,XPON,2026-08-26T18:48:00+00:00,2026-08-26T18:48:00.641832+00:00,8.43,True,6.7616,11.2693,,target,2026-08-26T19:14:20.153037+00:00,8.8515,target,5.0,26.33,44.37,,atr_sell,2026-08-26T19:36:05.316208+00:00,8.4,atr_sell,-0.3559,48.08,-3.16,2026-08-26T18:53:00+00:00,dot,2026-08-26T18:53:02.527116+00:00,8.49,signal,0.7117,5.03,6.32,2026-08-26T18:59:00+00:00,hist,2026-08-26T18:59:05.040213+00:00,8.32,signal,-1.3049,11.07,-11.58,2026-08-26T18:53:00+00:00,dot,2026-08-26T18:53:02.527116+00:00,8.49,signal,0.7117,5.03,6.32,2026-08-26T18:59:00+00:00,hist,2026-08-26T18:59:05.040213+00:00,8.32,signal,-1.3049,11.07,-11.58
2026-08-26,CRE,2026-08-26T19:25:00+00:00,2026-08-26T19:25:00.266263+00:00,6.23,True,10.2729,10.2729,,target,2026-08-26T19:59:14.759688+00:00,6.5415,target,5.0,34.24,48.67,,session_close,2026-08-26T19:59:59.958179+00:00,6.76,session_close,8.5072,34.99,82.81,2026-08-26T19:37:00+00:00,dot,2026-08-26T19:37:03.474678+00:00,6.14,signal,-1.4446,12.05,-14.06,2026-08-26T19:40:00+00:00,hist,2026-08-26T19:40:02.743053+00:00,6.11,signal,-1.9262,15.04,-18.75,2026-08-26T19:37:00+00:00,dot,2026-08-26T19:37:03.474678+00:00,6.14,signal,-1.4446,12.05,-14.06,2026-08-26T19:40:00+00:00,hist,2026-08-26T19:40:02.743053+00:00,6.11,signal,-1.9262,15.04,-18.75
2026-08-26,CDTG,2026-08-26T19:28:00+00:00,2026-08-26T19:28:02.563357+00:00,1.3,False,-0.7692,-0.7692,,session_close,2026-08-26T19:29:46.600261+00:00,1.27,session_close,-2.3077,1.73,,,session_close,2026-08-26T19:29:46.600261+00:00,1.27,session_close,-2.3077,1.73,,,none,2026-08-26T19:29:46.600261+00:00,1.27,session_close,-2.3077,1.73,,,none,2026-08-26T19:29:46.600261+00:00,1.27,session_close,-2.3077,1.73,,,none,2026-08-26T19:29:46.600261+00:00,1.27,session_close,-2.3077,1.73,,,none,2026-08-26T19:29:46.600261+00:00,1.27,session_close,-2.3077,1.73,
