session_day_et,symbol,buy_signal_ts,entry_ts,entry_px,reached_5,atr_segment_max_up_pct,session_max_up_pct,fixed_5_signal_ts,fixed_5_trigger,fixed_5_exit_ts,fixed_5_exit_px,fixed_5_exit_reason,fixed_5_return_pct,fixed_5_duration_minutes,fixed_5_capture_pct,atr_sell_signal_ts,atr_sell_trigger,atr_sell_exit_ts,atr_sell_exit_px,atr_sell_exit_reason,atr_sell_return_pct,atr_sell_duration_minutes,atr_sell_capture_pct,dot_bearish_signal_ts,dot_bearish_trigger,dot_bearish_exit_ts,dot_bearish_exit_px,dot_bearish_exit_reason,dot_bearish_return_pct,dot_bearish_duration_minutes,dot_bearish_capture_pct,macd_hist_below_zero_signal_ts,macd_hist_below_zero_trigger,macd_hist_below_zero_exit_ts,macd_hist_below_zero_exit_px,macd_hist_below_zero_exit_reason,macd_hist_below_zero_return_pct,macd_hist_below_zero_duration_minutes,macd_hist_below_zero_capture_pct,first_signal_ts,first_trigger,first_exit_ts,first_exit_px,first_exit_reason,first_return_pct,first_duration_minutes,first_capture_pct,second_signal_ts,second_trigger,second_exit_ts,second_exit_px,second_exit_reason,second_return_pct,second_duration_minutes,second_capture_pct
2026-08-26,YYGH,2026-08-26T19:36:00+00:00,2026-08-26T19:36:00.656146+00:00,1.99,True,7.0352,7.0352,,target,2026-08-26T19:57:24.741717+00:00,2.0895,target,5.0,21.4,71.07,,session_close,2026-08-26T19:59:59.984816+00:00,2.13,session_close,7.0352,23.99,100.0,2026-08-26T19:39:00+00:00,dot,2026-08-26T19:39:00.223242+00:00,1.96,signal,-1.5075,2.99,-21.43,,none,2026-08-26T19:59:59.984816+00:00,2.13,session_close,7.0352,23.99,100.0,2026-08-26T19:39:00+00:00,dot,2026-08-26T19:39:00.223242+00:00,1.96,signal,-1.5075,2.99,-21.43,,none,2026-08-26T19:59:59.984816+00:00,2.13,session_close,7.0352,23.99,100.0
2026-08-26,XPON,2026-08-26T19:52:00+00:00,2026-08-26T19:52:00.328400+00:00,8.77,True,6.9555,6.9555,,target,2026-08-26T19:57:24.787779+00:00,9.2085,target,5.0,5.41,71.89,,session_close,2026-08-26T19:59:59.535075+00:00,9.09,session_close,3.6488,7.99,52.46,,none,2026-08-26T19:59:59.535075+00:00,9.09,session_close,3.6488,7.99,52.46,,none,2026-08-26T19:59:59.535075+00:00,9.09,session_close,3.6488,7.99,52.46,,none,2026-08-26T19:59:59.535075+00:00,9.09,session_close,3.6488,7.99,52.46,,none,2026-08-26T19:59:59.535075+00:00,9.09,session_close,3.6488,7.99,52.46
2026-08-27,WNW,2026-08-27T12:04:00+00:00,2026-08-27T12:04:00.411794+00:00,3.4,False,0.8824,7.9412,,atr_sell,2026-08-27T12:31:00.349408+00:00,3.3,atr_sell,-2.9412,27.0,-37.04,,atr_sell,2026-08-27T12:31:00.349408+00:00,3.3,atr_sell,-2.9412,27.0,-37.04,2026-08-27T12:07:00+00:00,dot,2026-08-27T12:07:00.026507+00:00,3.35,signal,-1.4706,2.99,-18.52,2026-08-27T12:18:00+00:00,hist,2026-08-27T12:18:01.205398+00:00,3.32,signal,-2.3529,14.01,-29.63,2026-08-27T12:07:00+00:00,dot,2026-08-27T12:07:00.026507+00:00,3.35,signal,-1.4706,2.99,-18.52,2026-08-27T12:18:00+00:00,hist,2026-08-27T12:18:01.205398+00:00,3.32,signal,-2.3529,14.01,-29.63
2026-08-27,PPCB,2026-08-27T13:33:00+00:00,2026-08-27T13:33:00.996009+00:00,4.13,False,-0.2421,-0.2421,,hard_stop,2026-08-27T13:34:54.921623+00:00,3.71,hard_stop,-10.1695,1.9,,,atr_sell,2026-08-27T13:50:01.813611+00:00,3.31,atr_sell,-19.8547,17.01,,2026-08-27T13:35:00+00:00,dot,2026-08-27T13:35:00.128376+00:00,3.3,signal,-20.0969,1.99,,2026-08-27T13:36:00+00:00,hist,2026-08-27T13:36:00.132584+00:00,3.41,signal,-17.4334,2.99,,2026-08-27T13:35:00+00:00,dot,2026-08-27T13:35:00.128376+00:00,3.3,signal,-20.0969,1.99,,2026-08-27T13:36:00+00:00,hist,2026-08-27T13:36:00.132584+00:00,3.41,signal,-17.4334,2.99,
2026-08-27,PPCB,2026-08-27T15:00:00+00:00,2026-08-27T15:00:02.136566+00:00,2.84,False,3.169,3.169,,atr_sell,2026-08-27T15:39:00.337440+00:00,2.6,atr_sell,-8.4507,38.97,-266.67,,atr_sell,2026-08-27T15:39:00.337440+00:00,2.6,atr_sell,-8.4507,38.97,-266.67,2026-08-27T15:04:00+00:00,dot,2026-08-27T15:04:00.134016+00:00,2.68,signal,-5.6338,3.97,-177.78,2026-08-27T15:21:00+00:00,hist,2026-08-27T15:21:06.117289+00:00,2.8,signal,-1.4085,21.07,-44.44,2026-08-27T15:04:00+00:00,dot,2026-08-27T15:04:00.134016+00:00,2.68,signal,-5.6338,3.97,-177.78,2026-08-27T15:21:00+00:00,hist,2026-08-27T15:21:06.117289+00:00,2.8,signal,-1.4085,21.07,-44.44
2026-08-27,MIMI,2026-08-27T15:30:00+00:00,2026-08-27T15:30:00.254017+00:00,2.69,False,4.461,4.461,,atr_sell,2026-08-27T16:28:00.828572+00:00,2.61,atr_sell,-2.974,58.01,-66.67,,atr_sell,2026-08-27T16:28:00.828572+00:00,2.61,atr_sell,-2.974,58.01,-66.67,2026-08-27T15:36:00+00:00,dot,2026-08-27T15:36:00.009329+00:00,2.66,signal,-1.1152,6.0,-25.0,2026-08-27T15:43:00+00:00,hist,2026-08-27T15:43:05.203063+00:00,2.67,signal,-0.7435,13.08,-16.67,2026-08-27T15:36:00+00:00,dot,2026-08-27T15:36:00.009329+00:00,2.66,signal,-1.1152,6.0,-25.0,2026-08-27T15:43:00+00:00,hist,2026-08-27T15:43:05.203063+00:00,2.67,signal,-0.7435,13.08,-16.67
2026-08-27,CELU,2026-08-27T16:36:00+00:00,2026-08-27T16:36:00.198679+00:00,2.03,True,7.8818,13.3005,,target,2026-08-27T16:48:46.209073+00:00,2.1315,target,5.0,12.77,37.59,,atr_sell,2026-08-27T17:11:01.458300+00:00,1.97,atr_sell,-2.9557,35.02,-22.22,2026-08-27T16:44:00+00:00,dot,2026-08-27T16:44:00.337490+00:00,2.05,signal,0.9852,8.0,7.41,2026-08-27T16:55:00+00:00,hist,2026-08-27T16:55:00.357357+00:00,2.08,signal,2.4631,19.0,18.52,2026-08-27T16:44:00+00:00,dot,2026-08-27T16:44:00.337490+00:00,2.05,signal,0.9852,8.0,7.41,2026-08-27T16:55:00+00:00,hist,2026-08-27T16:55:00.357357+00:00,2.08,signal,2.4631,19.0,18.52
2026-08-27,MIMI,2026-08-27T16:59:00+00:00,2026-08-27T16:59:00.853025+00:00,2.66,True,5.2632,5.2632,,target,2026-08-27T17:58:16.722573+00:00,2.793,target,5.0,59.26,95.0,,session_close,2026-08-27T18:08:52.802150+00:00,2.17,session_close,-18.4211,69.87,-350.0,2026-08-27T17:04:00+00:00,dot,2026-08-27T17:04:02.300997+00:00,2.62,signal,-1.5038,5.02,-28.57,2026-08-27T17:13:00+00:00,hist,2026-08-27T17:13:03.821036+00:00,2.63,signal,-1.1278,14.05,-21.43,2026-08-27T17:04:00+00:00,dot,2026-08-27T17:04:02.300997+00:00,2.62,signal,-1.5038,5.02,-28.57,2026-08-27T17:13:00+00:00,hist,2026-08-27T17:13:03.821036+00:00,2.63,signal,-1.1278,14.05,-21.43
2026-08-27,PPCB,2026-08-27T17:53:00+00:00,2026-08-27T17:53:00.587918+00:00,2.14,False,3.7383,11.215,,atr_sell,2026-08-27T18:12:02.917772+00:00,2.07,atr_sell,-3.271,19.04,-29.17,,atr_sell,2026-08-27T18:12:02.917772+00:00,2.07,atr_sell,-3.271,19.04,-29.17,2026-08-27T17:57:00+00:00,dot,2026-08-27T17:57:00.553976+00:00,2.12,signal,-0.9346,4.0,-8.33,2026-08-27T18:09:00+00:00,hist,2026-08-27T18:09:01.649329+00:00,2.16,signal,0.9346,16.02,8.33,2026-08-27T17:57:00+00:00,dot,2026-08-27T17:57:00.553976+00:00,2.12,signal,-0.9346,4.0,-8.33,2026-08-27T18:09:00+00:00,hist,2026-08-27T18:09:01.649329+00:00,2.16,signal,0.9346,16.02,8.33
2026-08-27,CELU,2026-08-27T18:16:00+00:00,2026-08-27T18:16:00.063753+00:00,2.13,True,7.9812,7.9812,,target,2026-08-27T18:17:55.399479+00:00,2.2365,target,5.0,1.92,62.65,,atr_sell,2026-08-27T19:14:00.948426+00:00,1.98,atr_sell,-7.0423,58.01,-88.24,2026-08-27T18:23:00+00:00,dot,2026-08-27T18:23:00.059531+00:00,2.2,signal,3.2864,7.0,41.18,2026-08-27T18:27:00+00:00,hist,2026-08-27T18:27:00.191442+00:00,2.14,signal,0.4695,11.0,5.88,2026-08-27T18:23:00+00:00,dot,2026-08-27T18:23:00.059531+00:00,2.2,signal,3.2864,7.0,41.18,2026-08-27T18:27:00+00:00,hist,2026-08-27T18:27:00.191442+00:00,2.14,signal,0.4695,11.0,5.88
2026-08-27,PPCB,2026-08-27T18:16:00+00:00,2026-08-27T18:16:00.119097+00:00,2.22,False,1.3514,7.2072,,atr_sell,2026-08-27T18:59:02.797998+00:00,2.16,atr_sell,-2.7027,43.04,-37.5,,atr_sell,2026-08-27T18:59:02.797998+00:00,2.16,atr_sell,-2.7027,43.04,-37.5,2026-08-27T18:22:00+00:00,dot,2026-08-27T18:22:01.829600+00:00,2.14,signal,-3.6036,6.03,-50.0,2026-08-27T18:22:00+00:00,hist,2026-08-27T18:22:01.829600+00:00,2.14,signal,-3.6036,6.03,-50.0,2026-08-27T18:22:00+00:00,dot+hist,2026-08-27T18:22:01.829600+00:00,2.14,signal,-3.6036,6.03,-50.0,2026-08-27T18:22:00+00:00,dot+hist,2026-08-27T18:22:01.829600+00:00,2.14,signal,-3.6036,6.03,-50.0
2026-08-27,PPCB,2026-08-27T19:11:00+00:00,2026-08-27T19:11:00.057224+00:00,2.28,False,4.386,4.386,,session_close,2026-08-27T19:59:56.846981+00:00,2.23,session_close,-2.193,48.95,-50.0,,session_close,2026-08-27T19:59:56.846981+00:00,2.23,session_close,-2.193,48.95,-50.0,2026-08-27T19:16:00+00:00,dot,2026-08-27T19:16:00.941667+00:00,2.28,signal,0.0,5.01,0.0,2026-08-27T19:23:00+00:00,hist,2026-08-27T19:23:02.625475+00:00,2.22,signal,-2.6316,12.04,-60.0,2026-08-27T19:16:00+00:00,dot,2026-08-27T19:16:00.941667+00:00,2.28,signal,0.0,5.01,0.0,2026-08-27T19:23:00+00:00,hist,2026-08-27T19:23:02.625475+00:00,2.22,signal,-2.6316,12.04,-60.0
2026-08-27,CELU,2026-08-27T19:42:00+00:00,2026-08-27T19:42:01.334896+00:00,2.14,False,0.0,0.0,,session_close,2026-08-27T19:59:59.988836+00:00,2.09,session_close,-2.3364,17.98,,,session_close,2026-08-27T19:59:59.988836+00:00,2.09,session_close,-2.3364,17.98,,2026-08-27T19:44:00+00:00,dot,2026-08-27T19:44:00.198580+00:00,2.08,signal,-2.8037,1.98,,2026-08-27T19:51:00+00:00,hist,2026-08-27T19:51:00.389848+00:00,2.06,signal,-3.7383,8.98,,2026-08-27T19:44:00+00:00,dot,2026-08-27T19:44:00.198580+00:00,2.08,signal,-2.8037,1.98,,2026-08-27T19:51:00+00:00,hist,2026-08-27T19:51:00.389848+00:00,2.06,signal,-3.7383,8.98,
2026-08-28,QNRX,2026-08-28T12:45:00+00:00,2026-08-28T12:45:00.502982+00:00,7.15,True,15.1049,15.1049,,target,2026-08-28T13:30:19.552726+00:00,7.5075,target,5.0,45.32,33.1,,atr_sell,2026-08-28T18:05:31.480762+00:00,6.92,atr_sell,-3.2168,320.52,-21.3,2026-08-28T12:49:00+00:00,dot,2026-08-28T12:49:01.189090+00:00,6.98,signal,-2.3776,4.01,-15.74,2026-08-28T13:08:00+00:00,hist,2026-08-28T13:08:00.320436+00:00,6.98,signal,-2.3776,23.0,-15.74,2026-08-28T12:49:00+00:00,dot,2026-08-28T12:49:01.189090+00:00,6.98,signal,-2.3776,4.01,-15.74,2026-08-28T13:08:00+00:00,hist,2026-08-28T13:08:00.320436+00:00,6.98,signal,-2.3776,23.0,-15.74
2026-08-31,YDDL,2026-08-31T12:12:00+00:00,2026-08-31T12:12:00.048820+00:00,2.39,True,6.2762,9.6234,,target,2026-08-31T13:05:27.431572+00:00,2.5095,target,5.0,53.46,51.96,,atr_sell,2026-08-31T13:29:00.872757+00:00,2.38,atr_sell,-0.4184,77.01,-4.35,2026-08-31T12:15:00+00:00,dot,2026-08-31T12:15:00.253041+00:00,2.35,signal,-1.6736,3.0,-17.39,2026-08-31T12:28:00+00:00,hist,2026-08-31T12:28:02.990276+00:00,2.34,signal,-2.0921,16.05,-21.74,2026-08-31T12:15:00+00:00,dot,2026-08-31T12:15:00.253041+00:00,2.35,signal,-1.6736,3.0,-17.39,2026-08-31T12:28:00+00:00,hist,2026-08-31T12:28:02.990276+00:00,2.34,signal,-2.0921,16.05,-21.74
2026-08-31,AEHL,2026-08-31T12:19:00+00:00,2026-08-31T12:19:02.645065+00:00,6.07,True,26.6886,37.8913,,target,2026-08-31T12:45:58.824010+00:00,6.3735,target,5.0,26.94,13.2,,atr_sell,2026-08-31T13:42:00.106546+00:00,6.16,atr_sell,1.4827,82.96,3.91,2026-08-31T12:25:00+00:00,dot,2026-08-31T12:25:04.801791+00:00,6.02,signal,-0.8237,6.04,-2.17,2026-08-31T12:27:00+00:00,hist,2026-08-31T12:27:03.965961+00:00,5.98,signal,-1.4827,8.02,-3.91,2026-08-31T12:25:00+00:00,dot,2026-08-31T12:25:04.801791+00:00,6.02,signal,-0.8237,6.04,-2.17,2026-08-31T12:27:00+00:00,hist,2026-08-31T12:27:03.965961+00:00,5.98,signal,-1.4827,8.02,-3.91
2026-08-31,YDDL,2026-08-31T13:35:00+00:00,2026-08-31T13:35:00.171569+00:00,2.57,False,1.9455,1.9455,,hard_stop,2026-08-31T13:53:39.981724+00:00,2.31,hard_stop,-10.1167,18.66,-520.0,,atr_sell,2026-08-31T13:55:00.031882+00:00,2.23,atr_sell,-13.2296,20.0,-680.0,2026-08-31T13:47:00+00:00,dot,2026-08-31T13:47:00.356735+00:00,2.45,signal,-4.6693,12.0,-240.0,2026-08-31T13:38:00+00:00,hist,2026-08-31T13:38:01.052669+00:00,2.45,signal,-4.6693,3.01,-240.0,2026-08-31T13:38:00+00:00,hist,2026-08-31T13:38:01.052669+00:00,2.45,signal,-4.6693,3.01,-240.0,2026-08-31T13:47:00+00:00,dot,2026-08-31T13:47:00.356735+00:00,2.45,signal,-4.6693,12.0,-240.0
2026-08-31,AEHL,2026-08-31T14:32:00+00:00,2026-08-31T14:32:00.134395+00:00,6.38,False,2.1944,31.1912,,atr_sell,2026-08-31T15:07:00.509447+00:00,6.14,atr_sell,-3.7618,35.01,-12.06,,atr_sell,2026-08-31T15:07:00.509447+00:00,6.14,atr_sell,-3.7618,35.01,-12.06,2026-08-31T14:36:00+00:00,dot,2026-08-31T14:36:01.394987+00:00,6.22,signal,-2.5078,4.02,-8.04,2026-08-31T14:48:00+00:00,hist,2026-08-31T14:48:06.955289+00:00,6.24,signal,-2.1944,16.11,-7.04,2026-08-31T14:36:00+00:00,dot,2026-08-31T14:36:01.394987+00:00,6.22,signal,-2.5078,4.02,-8.04,2026-08-31T14:48:00+00:00,hist,2026-08-31T14:48:06.955289+00:00,6.24,signal,-2.1944,16.11,-7.04
2026-08-31,RDHL,2026-08-31T14:40:00+00:00,2026-08-31T14:40:02.694482+00:00,1.13,False,0.885,0.885,,atr_sell,2026-08-31T15:26:01.803059+00:00,1.07,atr_sell,-5.3097,45.99,-600.0,,atr_sell,2026-08-31T15:26:01.803059+00:00,1.07,atr_sell,-5.3097,45.99,-600.0,2026-08-31T14:43:00+00:00,dot,2026-08-31T14:43:01.619631+00:00,1.09,signal,-3.5398,2.98,-400.0,2026-08-31T14:46:00+00:00,hist,2026-08-31T14:46:05.629627+00:00,1.07,signal,-5.3097,6.05,-600.0,2026-08-31T14:43:00+00:00,dot,2026-08-31T14:43:01.619631+00:00,1.09,signal,-3.5398,2.98,-400.0,2026-08-31T14:46:00+00:00,hist,2026-08-31T14:46:05.629627+00:00,1.07,signal,-5.3097,6.05,-600.0
2026-08-31,AEHL,2026-08-31T15:23:00+00:00,2026-08-31T15:23:00.894675+00:00,6.46,True,29.5666,29.5666,,target,2026-08-31T15:35:16.277614+00:00,6.783,target,5.0,12.26,16.91,,atr_sell,2026-08-31T16:46:00.036894+00:00,6.84,atr_sell,5.8824,82.99,19.9,2026-08-31T15:26:00+00:00,dot,2026-08-31T15:26:03.984211+00:00,6.28,signal,-2.7864,3.05,-9.42,2026-08-31T15:46:00+00:00,hist,2026-08-31T15:46:00.450860+00:00,6.84,signal,5.8824,22.99,19.9,2026-08-31T15:26:00+00:00,dot,2026-08-31T15:26:03.984211+00:00,6.28,signal,-2.7864,3.05,-9.42,2026-08-31T15:46:00+00:00,hist,2026-08-31T15:46:00.450860+00:00,6.84,signal,5.8824,22.99,19.9
2026-08-31,WETO,2026-08-31T16:21:00+00:00,2026-08-31T16:21:00.121548+00:00,10.7,False,-1.6822,10.4673,,atr_sell,2026-08-31T16:32:00.515516+00:00,9.63,atr_sell,-10.0,11.01,-95.54,,atr_sell,2026-08-31T16:32:00.515516+00:00,9.63,atr_sell,-10.0,11.01,-95.54,2026-08-31T16:25:00+00:00,dot,2026-08-31T16:25:02.617621+00:00,10.15,signal,-5.1402,4.04,-49.11,2026-08-31T16:31:00+00:00,hist,2026-08-31T16:31:00.789928+00:00,9.81,signal,-8.3178,10.01,-79.46,2026-08-31T16:25:00+00:00,dot,2026-08-31T16:25:02.617621+00:00,10.15,signal,-5.1402,4.04,-49.11,2026-08-31T16:31:00+00:00,hist,2026-08-31T16:31:00.789928+00:00,9.81,signal,-8.3178,10.01,-79.46
2026-08-31,NCRA,2026-08-31T16:25:00+00:00,2026-08-31T16:25:00.397911+00:00,3.05,False,2.9508,3.6066,,hard_stop,2026-08-31T16:47:03.629023+00:00,2.74,hard_stop,-10.1639,22.05,-281.82,,atr_sell,2026-08-31T16:51:00.183851+00:00,2.75,atr_sell,-9.8361,26.0,-272.73,2026-08-31T16:26:00+00:00,dot,2026-08-31T16:26:00.035303+00:00,2.98,signal,-2.2951,0.99,-63.64,2026-08-31T16:28:00+00:00,hist,2026-08-31T16:28:00.060799+00:00,2.79,signal,-8.5246,2.99,-236.36,2026-08-31T16:26:00+00:00,dot,2026-08-31T16:26:00.035303+00:00,2.98,signal,-2.2951,0.99,-63.64,2026-08-31T16:28:00+00:00,hist,2026-08-31T16:28:00.060799+00:00,2.79,signal,-8.5246,2.99,-236.36
2026-08-31,WETO,2026-08-31T16:47:00+00:00,2026-08-31T16:47:00.029010+00:00,10.42,True,13.4357,13.4357,,target,2026-08-31T16:49:18.425814+00:00,10.941,target,5.0,2.31,37.21,,atr_sell,2026-08-31T17:25:03.781290+00:00,10.4,atr_sell,-0.1919,38.06,-1.43,2026-08-31T16:56:00+00:00,dot,2026-08-31T16:56:01.165695+00:00,11.34,signal,8.8292,9.02,65.71,2026-08-31T17:03:00+00:00,hist,2026-08-31T17:03:00.945192+00:00,11.0,signal,5.5662,16.02,41.43,2026-08-31T16:56:00+00:00,dot,2026-08-31T16:56:01.165695+00:00,11.34,signal,8.8292,9.02,65.71,2026-08-31T17:03:00+00:00,hist,2026-08-31T17:03:00.945192+00:00,11.0,signal,5.5662,16.02,41.43
2026-08-31,RDHL,2026-08-31T17:03:00+00:00,2026-08-31T17:03:00.466251+00:00,1.1,False,1.8182,1.8182,,atr_sell,2026-08-31T17:51:10.183809+00:00,1.03,atr_sell,-6.3636,48.16,-350.0,,atr_sell,2026-08-31T17:51:10.183809+00:00,1.03,atr_sell,-6.3636,48.16,-350.0,2026-08-31T17:08:00+00:00,dot,2026-08-31T17:08:03.422998+00:00,1.09,signal,-0.9091,5.05,-50.0,2026-08-31T17:11:00+00:00,hist,2026-08-31T17:11:10.075475+00:00,1.05,signal,-4.5455,8.16,-250.0,2026-08-31T17:08:00+00:00,dot,2026-08-31T17:08:03.422998+00:00,1.09,signal,-0.9091,5.05,-50.0,2026-08-31T17:11:00+00:00,hist,2026-08-31T17:11:10.075475+00:00,1.05,signal,-4.5455,8.16,-250.0
2026-08-31,AEHL,2026-08-31T18:15:00+00:00,2026-08-31T18:15:03.000092+00:00,6.34,True,8.3596,8.3596,,target,2026-08-31T18:27:26.913428+00:00,6.657,target,5.0,12.4,59.81,,atr_sell,2026-08-31T19:22:01.238074+00:00,6.27,atr_sell,-1.1041,66.97,-13.21,2026-08-31T18:20:00+00:00,dot,2026-08-31T18:20:00.544497+00:00,6.24,signal,-1.5773,4.96,-18.87,2026-08-31T18:36:00+00:00,hist,2026-08-31T18:36:01.254814+00:00,6.45,signal,1.735,20.97,20.75,2026-08-31T18:20:00+00:00,dot,2026-08-31T18:20:00.544497+00:00,6.24,signal,-1.5773,4.96,-18.87,2026-08-31T18:36:00+00:00,hist,2026-08-31T18:36:01.254814+00:00,6.45,signal,1.735,20.97,20.75
2026-08-31,NCRA,2026-08-31T18:36:00+00:00,2026-08-31T18:36:02.717829+00:00,2.99,False,2.6756,5.6856,,hard_stop,2026-08-31T18:49:10.333491+00:00,2.67,hard_stop,-10.7023,13.13,-188.24,,atr_sell,2026-08-31T18:50:00.782321+00:00,2.73,atr_sell,-8.6957,13.97,-152.94,2026-08-31T18:41:00+00:00,dot,2026-08-31T18:41:04.425761+00:00,2.95,signal,-1.3378,5.03,-23.53,2026-08-31T18:50:00+00:00,hist,2026-08-31T18:50:00.782321+00:00,2.73,signal,-8.6957,13.97,-152.94,2026-08-31T18:41:00+00:00,dot,2026-08-31T18:41:04.425761+00:00,2.95,signal,-1.3378,5.03,-23.53,2026-08-31T18:50:00+00:00,hist,2026-08-31T18:50:00.782321+00:00,2.73,signal,-8.6957,13.97,-152.94
2026-08-31,NCRA,2026-08-31T19:12:00+00:00,2026-08-31T19:12:02.357047+00:00,3.06,False,-0.3268,-0.3268,,hard_stop,2026-08-31T19:33:25.110464+00:00,2.75,hard_stop,-10.1307,21.38,,,atr_sell,2026-08-31T19:34:02.754265+00:00,2.73,atr_sell,-10.7843,22.01,,2026-08-31T19:16:00+00:00,dot,2026-08-31T19:16:02.212680+00:00,3.01,signal,-1.634,4.0,,2026-08-31T19:23:00+00:00,hist,2026-08-31T19:23:06.261736+00:00,2.99,signal,-2.2876,11.07,,2026-08-31T19:16:00+00:00,dot,2026-08-31T19:16:02.212680+00:00,3.01,signal,-1.634,4.0,,2026-08-31T19:23:00+00:00,hist,2026-08-31T19:23:06.261736+00:00,2.99,signal,-2.2876,11.07,
2026-08-31,YDDL,2026-08-31T19:40:00+00:00,2026-08-31T19:40:00.885075+00:00,2.28,False,0.4386,0.4386,,session_close,2026-08-31T19:59:59.705095+00:00,2.27,session_close,-0.4386,19.98,-100.0,,session_close,2026-08-31T19:59:59.705095+00:00,2.27,session_close,-0.4386,19.98,-100.0,2026-08-31T19:44:00+00:00,dot,2026-08-31T19:44:02.388537+00:00,2.26,signal,-0.8772,4.03,-200.0,2026-08-31T19:52:00+00:00,hist,2026-08-31T19:52:02.545111+00:00,2.24,signal,-1.7544,12.03,-400.0,2026-08-31T19:44:00+00:00,dot,2026-08-31T19:44:02.388537+00:00,2.26,signal,-0.8772,4.03,-200.0,2026-08-31T19:52:00+00:00,hist,2026-08-31T19:52:02.545111+00:00,2.24,signal,-1.7544,12.03,-400.0
2026-08-31,AEHL,2026-08-31T19:57:00+00:00,2026-08-31T19:57:00.065697+00:00,6.53,False,1.3783,1.3783,,session_close,2026-08-31T19:59:58.838670+00:00,6.46,session_close,-1.072,2.98,-77.78,,session_close,2026-08-31T19:59:58.838670+00:00,6.46,session_close,-1.072,2.98,-77.78,,none,2026-08-31T19:59:58.838670+00:00,6.46,session_close,-1.072,2.98,-77.78,,none,2026-08-31T19:59:58.838670+00:00,6.46,session_close,-1.072,2.98,-77.78,,none,2026-08-31T19:59:58.838670+00:00,6.46,session_close,-1.072,2.98,-77.78,,none,2026-08-31T19:59:58.838670+00:00,6.46,session_close,-1.072,2.98,-77.78
2026-08-31,NCRA,2026-08-31T19:57:00+00:00,2026-08-31T19:57:03.370460+00:00,2.89,False,2.7682,2.7682,,session_close,2026-08-31T19:59:59.034738+00:00,2.86,session_close,-1.0381,2.93,-37.5,,session_close,2026-08-31T19:59:59.034738+00:00,2.86,session_close,-1.0381,2.93,-37.5,2026-08-31T20:00:00+00:00,dot,2026-08-31T19:59:59.034738+00:00,2.86,session_close,-1.0381,2.93,-37.5,,none,2026-08-31T19:59:59.034738+00:00,2.86,session_close,-1.0381,2.93,-37.5,2026-08-31T20:00:00+00:00,dot,2026-08-31T19:59:59.034738+00:00,2.86,session_close,-1.0381,2.93,-37.5,,none,2026-08-31T19:59:59.034738+00:00,2.86,session_close,-1.0381,2.93,-37.5
2026-09-01,SSM,2026-09-01T12:52:00+00:00,2026-09-01T12:52:00.103711+00:00,3.8,False,2.3684,30.5263,,atr_sell,2026-09-01T13:31:00.338105+00:00,3.7,atr_sell,-2.6316,39.0,-8.62,,atr_sell,2026-09-01T13:31:00.338105+00:00,3.7,atr_sell,-2.6316,39.0,-8.62,2026-09-01T12:56:00+00:00,dot,2026-09-01T12:56:04.361663+00:00,3.78,signal,-0.5263,4.07,-1.72,2026-09-01T13:25:00+00:00,hist,2026-09-01T13:25:01.241270+00:00,3.8,signal,0.0,33.02,0.0,2026-09-01T12:56:00+00:00,dot,2026-09-01T12:56:04.361663+00:00,3.78,signal,-0.5263,4.07,-1.72,2026-09-01T13:25:00+00:00,hist,2026-09-01T13:25:01.241270+00:00,3.8,signal,0.0,33.02,0.0
2026-09-01,BIAF,2026-09-01T13:03:00+00:00,2026-09-01T13:03:00.041311+00:00,6.71,True,28.1669,28.1669,,target,2026-09-01T13:17:28.870904+00:00,7.0455,target,5.0,14.48,17.75,,atr_sell,2026-09-01T14:03:00.685935+00:00,6.65,atr_sell,-0.8942,60.01,-3.17,2026-09-01T13:04:00+00:00,dot,2026-09-01T13:04:00.001262+00:00,6.44,signal,-4.0238,1.0,-14.29,2026-09-01T13:16:00+00:00,hist,2026-09-01T13:16:00.056500+00:00,6.66,signal,-0.7452,13.0,-2.65,2026-09-01T13:04:00+00:00,dot,2026-09-01T13:04:00.001262+00:00,6.44,signal,-4.0238,1.0,-14.29,2026-09-01T13:16:00+00:00,hist,2026-09-01T13:16:00.056500+00:00,6.66,signal,-0.7452,13.0,-2.65
2026-09-01,SSM,2026-09-01T13:38:00+00:00,2026-09-01T13:38:00.013530+00:00,4.0,True,9.75,24.0,,target,2026-09-01T13:39:34.342909+00:00,4.2,target,5.0,1.57,20.83,,atr_sell,2026-09-01T13:55:00.019950+00:00,3.71,atr_sell,-7.25,17.0,-30.21,2026-09-01T13:50:00+00:00,dot,2026-09-01T13:50:00.841592+00:00,4.23,signal,5.75,12.01,23.96,2026-09-01T13:52:00+00:00,hist,2026-09-01T13:52:00.034452+00:00,3.82,signal,-4.5,14.0,-18.75,2026-09-01T13:50:00+00:00,dot,2026-09-01T13:50:00.841592+00:00,4.23,signal,5.75,12.01,23.96,2026-09-01T13:52:00+00:00,hist,2026-09-01T13:52:00.034452+00:00,3.82,signal,-4.5,14.0,-18.75
