day,symbol,opening_high,break_time_et,atr_state,atr_trail,atr_source,minute_et,price,pct_from_level,bid,ask,spread_pct,halted,qualification
2026-08-26,DAIC,6.350000,09:30:04,LONG,6.020252685497772,DERIVED: deployed v2 ATR replay on persisted Schwab 1m bars (sources=live) through last completed bar 09:29 ET,09:30,6.370000,0.314960629921259842519685000,6.350000,6.390000,0.6279434850863422291993720565,False,SIMULATED | NOT SIZE-QUALIFIED
2026-08-26,DAIC,6.350000,09:30:04,LONG,6.020252685497772,DERIVED: deployed v2 ATR replay on persisted Schwab 1m bars (sources=live) through last completed bar 09:29 ET,09:56,5.640000,-11.18110236220472440944881890,5.850000,5.870000,0.3412969283276450511945392491,False,SIMULATED | NOT SIZE-QUALIFIED
2026-08-26,DAIC,6.350000,09:30:04,LONG,6.020252685497772,DERIVED: deployed v2 ATR replay on persisted Schwab 1m bars (sources=live) through last completed bar 09:29 ET,09:57,5.310000,-16.37795275590551181102362205,5.010000,5.010000,0,True,SIMULATED | NOT SIZE-QUALIFIED
2026-08-26,DAIC,6.350000,09:30:04,LONG,6.020252685497772,DERIVED: deployed v2 ATR replay on persisted Schwab 1m bars (sources=live) through last completed bar 09:29 ET,09:58,,,5.030000,5.030000,0,True,SIMULATED | NOT SIZE-QUALIFIED
2026-08-26,DAIC,6.350000,09:30:04,LONG,6.020252685497772,DERIVED: deployed v2 ATR replay on persisted Schwab 1m bars (sources=live) through last completed bar 09:29 ET,09:59,,,5.150000,5.150000,0,True,SIMULATED | NOT SIZE-QUALIFIED
2026-08-26,DAIC,6.350000,09:30:04,LONG,6.020252685497772,DERIVED: deployed v2 ATR replay on persisted Schwab 1m bars (sources=live) through last completed bar 09:29 ET,10:00,,,5.150000,5.150000,0,True,SIMULATED | NOT SIZE-QUALIFIED
2026-08-26,VCIG,4.060000,09:30:10,LONG,3.562250219786966,DERIVED: deployed v2 ATR replay on persisted Schwab 1m bars (sources=live) through last completed bar 09:29 ET,09:30,3.630000,-10.59113300492610837438423645,3.610000,3.660000,1.375515818431911966987620358,False,SIMULATED | NOT SIZE-QUALIFIED
2026-08-26,VCIG,4.060000,09:30:10,LONG,3.562250219786966,DERIVED: deployed v2 ATR replay on persisted Schwab 1m bars (sources=live) through last completed bar 09:29 ET,09:31,3.700000,-8.866995073891625615763546800,3.700000,3.750000,1.342281879194630872483221477,False,SIMULATED | NOT SIZE-QUALIFIED
2026-08-26,VCIG,4.060000,09:30:10,LONG,3.562250219786966,DERIVED: deployed v2 ATR replay on persisted Schwab 1m bars (sources=live) through last completed bar 09:29 ET,09:32,,,,,,False,SIMULATED | NOT SIZE-QUALIFIED
2026-08-26,VCIG,4.060000,09:30:10,LONG,3.562250219786966,DERIVED: deployed v2 ATR replay on persisted Schwab 1m bars (sources=live) through last completed bar 09:29 ET,09:33,,,,,,False,SIMULATED | NOT SIZE-QUALIFIED
2026-08-26,VCIG,4.060000,09:30:10,LONG,3.562250219786966,DERIVED: deployed v2 ATR replay on persisted Schwab 1m bars (sources=live) through last completed bar 09:29 ET,09:34,,,,,,False,SIMULATED | NOT SIZE-QUALIFIED
2026-08-26,VCIG,4.060000,09:30:10,LONG,3.562250219786966,DERIVED: deployed v2 ATR replay on persisted Schwab 1m bars (sources=live) through last completed bar 09:29 ET,09:35,,,,,,False,SIMULATED | NOT SIZE-QUALIFIED
2026-08-26,VCIG,4.060000,09:30:10,LONG,3.562250219786966,DERIVED: deployed v2 ATR replay on persisted Schwab 1m bars (sources=live) through last completed bar 09:29 ET,09:36,,,,,,False,SIMULATED | NOT SIZE-QUALIFIED
