session_day_et,split,symbol,buy_signal_ts,entry_ts,entry_px,never_touched_plus_1,bar_number,bar_start_ts,bar_close_ts,strategy_bar_available,post_fill_trade_prints,missing_state,close_vs_entry_pct,close_above_entry,traded_above_entry,bar_direction,running_low_pct,volume_ratio_20,macd_histogram,macd_histogram_pct,macd_histogram_direction,stochastic,rsi,dot_consensus,vwap,price_vs_vwap_pct,above_vwap,atr_trailing_stop,atr_stop_vs_price_pct,atr_stop_position
2026-08-24,build,BTCT,2026-08-24T15:28:00+00:00,2026-08-24T15:28:00.598358+00:00,2.38,True,1,2026-08-24T15:28:00+00:00,2026-08-24T15:29:00+00:00,True,1766,,-0.8403361344537785,False,False,down,-2.5210084033613467,1.9111078043378547,0.007598753029801163,0.32198106058479503,rising,83.33333333333333,55.31523857422039,3,2.060083845978836,14.558444046177188,True,2.1685937790154544,-8.110433092565483,below
2026-08-24,build,BTCT,2026-08-24T15:28:00+00:00,2026-08-24T15:28:00.598358+00:00,2.38,True,2,2026-08-24T15:29:00+00:00,2026-08-24T15:30:00+00:00,True,1927,,-2.1008403361344463,False,False,down,-5.042016806722693,1.7745989484743618,0.006595408401526183,0.2830647382629263,falling,58.33333333333352,52.09521282015645,3,2.0615183451154415,13.023490939127402,True,2.1685937790154544,-6.927305621654323,below
2026-08-24,build,BTCT,2026-08-24T15:28:00+00:00,2026-08-24T15:28:00.598358+00:00,2.38,True,3,2026-08-24T15:30:00+00:00,2026-08-24T15:31:00+00:00,True,917,,-3.777310924369748,False,False,down,-5.042016806722693,0.6944419239513957,0.00306555882413334,0.13386135208651762,falling,25.083333333333325,48.08591119721804,0,2.0620253226527865,11.060711759533405,True,2.1685937790154544,-5.305716823917972,below
2026-08-24,build,BTCT,2026-08-24T15:28:00+00:00,2026-08-24T15:28:00.598358+00:00,2.38,True,4,2026-08-24T15:31:00+00:00,2026-08-24T15:32:00+00:00,True,418,,-4.168067226890749,False,False,down,-5.042016806722693,0.3347021162417921,8.301892297581841e-05,0.003639903673089197,falling,17.33333333333363,47.17458524085419,0,2.062251212964833,10.597583148997947,True,2.1685937790154544,-4.9195993065830335,below
2026-08-24,build,BTCT,2026-08-24T15:28:00+00:00,2026-08-24T15:28:00.598358+00:00,2.38,True,5,2026-08-24T15:32:00+00:00,2026-08-24T15:33:00+00:00,True,621,,-3.7268907563025144,False,False,up,-5.042016806722693,0.5682526626537263,-0.0011367276795641254,-0.049610600076992334,falling,26.083333333333584,48.364444989792375,1,2.0626036548149416,11.087750409594687,True,2.1685937790154544,-5.355310128946266,below
2026-08-24,build,BTCT,2026-08-24T16:06:00+00:00,2026-08-24T16:06:00.301511+00:00,2.31,False,1,2026-08-24T16:06:00+00:00,2026-08-24T16:07:00+00:00,True,3691,,4.329004329004338,True,True,up,-0.43290043290044045,3.443393163547778,0.01900518098074966,0.7885967211929319,rising,92.85714285714285,69.14033254614272,3,2.0702467938501283,16.411241749492955,True,2.142726775445191,-11.090175292730676,below
2026-08-24,build,BTCT,2026-08-24T16:06:00+00:00,2026-08-24T16:06:00.301511+00:00,2.31,False,2,2026-08-24T16:07:00+00:00,2026-08-24T16:08:00+00:00,True,2121,,2.2900432900432754,True,True,down,-0.43290043290044045,1.5482729447014592,0.020623388698576228,0.8727998941375525,rising,76.03571428571416,63.14210559007976,3,2.071139740486071,14.086942267133363,True,2.142726775445191,-9.317923930543358,below
2026-08-24,build,BTCT,2026-08-24T16:06:00+00:00,2026-08-24T16:06:00.301511+00:00,2.31,False,3,2026-08-24T16:08:00+00:00,2026-08-24T16:09:00+00:00,True,1404,,0.44588744588744955,True,True,down,-0.43290043290044045,1.3086043576628386,0.017694220889478415,0.7625833249785983,falling,60.82142857142856,58.22223501120457,3,2.0718169900002468,11.99348259035773,True,2.142726775445191,-7.653028683998153,below
2026-08-24,build,BTCT,2026-08-24T16:06:00+00:00,2026-08-24T16:06:00.301511+00:00,2.31,False,4,2026-08-24T16:09:00+00:00,2026-08-24T16:10:00+00:00,True,593,,0.43290043290042934,True,True,down,-0.43290043290044045,0.38441632531436637,0.01472755648508834,0.6348084691848422,falling,60.71428571428564,58.18785046703089,1,2.072007672806336,11.968697338740153,True,2.142726775445191,-7.641087265293489,below
2026-08-24,build,BTCT,2026-08-24T16:06:00+00:00,2026-08-24T16:06:00.301511+00:00,2.31,False,5,2026-08-24T16:10:00+00:00,2026-08-24T16:11:00+00:00,True,670,,0.6493506493506551,True,True,up,-0.43290043290044045,0.5945259164448335,0.012197573929383726,0.5246268356724182,falling,62.50000000000004,58.6264124802334,2,2.072297788849658,12.194300090944864,True,2.142726775445191,-7.8397085830025475,below
2026-08-24,build,BTCT,2026-08-24T17:29:00+00:00,2026-08-24T17:29:00.001103+00:00,2.09,False,1,2026-08-24T17:29:00+00:00,2026-08-24T17:30:00+00:00,True,731,,1.1961722488038395,True,True,up,-1.4354066985645786,1.543649168196763,0.008100827121232793,0.38301783079114854,rising,96.87500000000007,56.29117612946076,3,2.078761727985695,1.7432624204323677,True,1.941002198393407,-8.226846411659261,below
2026-08-24,build,BTCT,2026-08-24T17:29:00+00:00,2026-08-24T17:29:00.001103+00:00,2.09,False,2,2026-08-24T17:30:00+00:00,2026-08-24T17:31:00+00:00,True,607,,1.1961722488038395,True,True,flat,-1.4354066985645786,1.3134087925373306,0.011861792322277652,0.5608412445521348,rising,91.17647058823547,56.29117612946076,3,2.0788060160717277,1.741094823107514,True,1.9618017587147256,-7.243415663606367,below
2026-08-24,build,BTCT,2026-08-24T17:29:00+00:00,2026-08-24T17:29:00.001103+00:00,2.09,False,3,2026-08-24T17:31:00+00:00,2026-08-24T17:32:00+00:00,True,425,,0.9569377990430672,True,True,down,-1.4354066985645786,0.7862844768134297,0.013542514909257591,0.6418253511496489,rising,88.23529411764704,55.263468605926015,3,2.0788252945841457,1.4996308490700105,True,1.96644140697178,-6.8037247880673,below
2026-08-24,build,BTCT,2026-08-24T17:29:00+00:00,2026-08-24T17:29:00.001103+00:00,2.09,False,4,2026-08-24T17:32:00+00:00,2026-08-24T17:33:00+00:00,True,267,,0.004784688995229658,True,True,down,-1.4354066985645786,0.4487047870628867,0.012849526149735249,0.614780448291242,falling,76.52941176470597,51.252818958529026,3,2.0788337094912546,0.5419524638891282,True,1.96644140697178,-5.91639601111048,below
2026-08-24,build,BTCT,2026-08-24T17:29:00+00:00,2026-08-24T17:29:00.001103+00:00,2.09,False,5,2026-08-24T17:33:00+00:00,2026-08-24T17:34:00+00:00,True,103,,0.23923444976077235,True,True,down,-1.4354066985645786,0.12461481665649557,0.012258460113931079,0.5851293610468294,falling,79.41176470588252,52.173216493702355,3,2.078835430217113,0.7775781357160616,True,1.9793225004619392,-5.521599023296464,below
2026-08-24,build,BTCT,2026-08-24T18:48:00+00:00,2026-08-24T18:48:04.154702+00:00,1.95,True,1,2026-08-24T18:48:00+00:00,2026-08-24T18:49:00+00:00,True,244,,-1.533333333333331,False,True,down,-1.538461538461544,0.43942464190821534,0.007499655094706004,0.39058669312567074,falling,50.09999999999988,50.04281996856685,3,2.072278859656568,-7.343551228515077,False,1.822927833654448,-5.060786747854373,below
2026-08-24,build,BTCT,2026-08-24T18:48:00+00:00,2026-08-24T18:48:04.154702+00:00,1.95,True,2,2026-08-24T18:49:00+00:00,2026-08-24T18:50:00+00:00,True,131,,-0.517948717948713,False,False,up,-1.538461538461544,0.23581188211154636,0.008009483746756843,0.41288126948589327,rising,69.89999999999995,54.71474179777017,3,2.0722609934983978,-6.38727428222955,False,1.822927833654448,-6.029803925230781,below
2026-08-24,build,BTCT,2026-08-24T18:48:00+00:00,2026-08-24T18:48:04.154702+00:00,1.95,True,3,2026-08-24T18:50:00+00:00,2026-08-24T18:51:00+00:00,True,235,,-2.046153846153853,False,False,down,-2.051282051282055,0.6501580575002088,0.006107896471826486,0.31976841379124055,falling,40.09999999999986,47.51288025634759,0,2.072206047215116,-7.8228729924311295,False,1.822927833654448,-4.563748827053649,below
2026-08-24,build,BTCT,2026-08-24T18:48:00+00:00,2026-08-24T18:48:04.154702+00:00,1.95,True,4,2026-08-24T18:51:00+00:00,2026-08-24T18:52:00+00:00,True,85,,-1.7948717948717885,False,False,flat,-2.051282051282055,0.18891083188430885,0.004995116560842897,0.2608415958664698,falling,44.999999999999986,48.70838495403564,2,2.0721916637693383,-7.58576856174612,False,1.822927833654448,-4.807946023266418,below
